name_x,year_x,brand,color,price_x,seller_name,seller_phone,seller_average_rating,seller_review_count,miles_x,distance_from_Madison,Exterior Color_x,Interior Color_x,Transmission_x,Drivetrain_x,VIN,id_x,name_y,make,model,year_y,price_y,miles_y,Exterior Color_y,Interior Color_y,Seller Name,Seller Phone,Transmission_y,Drivetrain_y,id_y
2012 Mercedes-Benz  C 300,2012,Mercedes-Benz,Black,15995.0,Classic Motorcars,(414) 219-1011,4.8,149.0,56428.0,70,Black,ALMOND/BEIGE,7-SPEED A/T,All Wheel Drive,WDDGF8BB0CR191371,762,2012 MERCEDES-BENZ C-CLASS C300 SPORT 4MATIC 3L 6V AWD 7-speed AUTOMATIC,Mercedes-Benz,C-Class,2012.0,15995.0,56428.0,BLACK,ALMOND/BEIGE,Classic Motorcars,866-541-6288,Automatic,All Wheel Drive,1946
2013 Mercedes-Benz  S 550 4MATIC,2013,Mercedes-Benz,Black,35897.0,Van Horn Latino of Milwaukee,(414) 375-4933,5.0,1.0,54541.0,73,Magnetite Black Metallic,Cashmere / Savanna,7-Speed Automatic,AWD,WDDNG9EB0DA528675,763,2013 Mercedes-Benz S-Class S 550 Sedan,Mercedes-Benz,S-Class,2013.0,35897.0,54541.0,,,Van Horn Latino,(855) 416-3161,Automatic,All Wheel Drive,2044
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Red,33989.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,10130.0,74,Designo Cardinal Red Metallic,Silk Beige/Black,7-SPEED A/T,All Wheel Drive,55SWF4KB7HU215966,772,2017 Mercedes-Benz C-Class C 300 Sedan,Mercedes-Benz,C-Class,2017.0,33989.0,10130.0,Designo Cardinal Red Metallic,SILK BEIGE/BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2038
2018 Mercedes-Benz CLA 250 Base,2018,Mercedes-Benz,Blue,,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,6086.0,74,Lunar Blue Metallic,Sahara Beige,7-SPEED A/T,All Wheel Drive,WDDSJ4GB3JN528291,773,2018 Mercedes-Benz CLA-Class CLA 250 Sedan,Mercedes-Benz,CLA-Class,2018.0,40770.0,6086.0,Lunar Blue Metallic,SAHARA BEIGE,Umansky Motor Cars,877-650-2166,,,2007
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,Blue,26902.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,29587.0,74,Lunar Blue Metallic,Silk Beige,7-SPEED A/T,All Wheel Drive,55SWF4KB5FU022325,774,2015 Mercedes-Benz C-Class C 300 Sedan,Mercedes-Benz,C-Class,2015.0,26902.0,29587.0,Lunar,SILK BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2010
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Gray,,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,18.0,74,Selenite Grey Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB2HU218435,775,2017 Mercedes-Benz C-Class C 300 Sedan,Mercedes-Benz,C-Class,2017.0,46755.0,18.0,Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2017
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,White,,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5015.0,74,Designo Diamond White Metallic,Black,7-SPEED A/T,All Wheel Drive,4JGDA5HB3JB025526,776,2018 Mercedes-Benz GLE-Class GLE 350 SUV,Mercedes-Benz,GLE-Class,2018.0,65890.0,5015.0,Iridium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,,2032
2015 Mercedes-Benz  GLK 350,2015,Mercedes-Benz,White,27908.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,39545.0,74,White,Beige,7-SPEED A/T,All Wheel Drive,WDCGG8JB5FG388071,777,2015 Mercedes-Benz GLK GLK 350 SUV,Mercedes-Benz,GLK-Class,2015.0,27908.0,39545.0,White,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2026
2016 Mercedes-Benz  SL 550,2016,Mercedes-Benz,White,75838.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,14394.0,74,Designo Diamond White,Black,7-SPEED A/T,Rear Wheel Drive,WDDJK7DA4GF038855,778,2016 Mercedes-Benz SL-Class SL 550 Convertible,Mercedes-Benz,SL-Class,2016.0,75838.0,14394.0,Diamond White,BLACK,Umansky Motor Cars,877-650-2166,Automatic,Rear Wheel Drive,1968
2015 Mercedes-Benz  CLA 250,2015,Mercedes-Benz,White,24397.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,26840.0,74,Cirrus White,,7-SPEED A/T,Front Wheel Drive,WDDSJ4EB7FN171353,779,2015 Mercedes-Benz CLA-Class CLA 250 Sedan,Mercedes-Benz,CLA-Class,2015.0,24397.0,26840.0,Cirrus White,,Umansky Motor Cars,877-650-2166,Automated Manual,Front Wheel Drive,2004
2018 Mercedes-Benz  E 400,2018,Mercedes-Benz,Other,77920.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,1886.0,74,,,9-SPEED A/T,All Wheel Drive,WDDZH6GB7JA372768,780,2018 Mercedes-Benz E-Class E 400 Wagon,Mercedes-Benz,E-Class,2018.0,77920.0,1886.0,,black,Umansky Motor Cars,877-650-2166,Automatic,,1994
2015 Mercedes-Benz  ML 350,2015,Mercedes-Benz,Black,33472.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,43473.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,4JGDA5HB8FA581425,781,2015 Mercedes-Benz M-Class ML 350 SUV,Mercedes-Benz,M-Class,2015.0,33472.0,43473.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1966
2017 Mercedes-Benz  S 550,2017,Mercedes-Benz,Black,89936.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,7170.0,74,Black,Black,9-SPEED A/T,All Wheel Drive,WDDUG8FB2HA333171,782,2017 Mercedes-Benz S-Class S 550 Sedan,Mercedes-Benz,S-Class,2017.0,89936.0,7170.0,Black,BLACK,Umansky Motor Cars,877-650-2166,,All Wheel Drive,1974
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Black,,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,4878.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB7HU215112,783,2017 Mercedes-Benz C-Class C 300 Sedan,Mercedes-Benz,C-Class,2017.0,46035.0,4878.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1965
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,Black,28921.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,20445.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB4FU021022,784,2015 Mercedes-Benz C-Class C 300 Sedan,Mercedes-Benz,C-Class,2015.0,28921.0,20445.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2012
2015 Mercedes-Benz  S 550,2015,Mercedes-Benz,Black,63919.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,18068.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,WDDUG8FB5FA189399,785,2015 Mercedes-Benz S-Class S 550 Sedan,Mercedes-Benz,S-Class,2015.0,63919.0,18068.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1970
2015 Mercedes-Benz  S 550,2015,Mercedes-Benz,Silver,56640.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,40087.0,74,Palladium Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,WDDUG8FB2FA159079,786,2015 Mercedes-Benz S-Class S 550 Sedan,Mercedes-Benz,S-Class,2015.0,56640.0,40087.0,Palladium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1972
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,Silver,,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,7825.0,74,Iridium Silver Metallic,brown,7-SPEED A/T,All Wheel Drive,4JGDA5HB3JB058316,787,2018 Mercedes-Benz GLE-Class GLE 350 SUV,Mercedes-Benz,GLE-Class,2018.0,78060.0,7825.0,Iridium Silver Metallic,BROWN,Umansky Motor Cars,877-650-2166,Automatic,,2031
2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,Black,27770.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,43762.0,74,Black,Red/Black,7-SPEED A/T,Rear Wheel Drive,WDDKJ5KB5EF225963,788,2014 Mercedes-Benz E-Class E 350 Coupe,Mercedes-Benz,E-Class,2014.0,27770.0,43762.0,Black,RED/BLACK,Umansky Motor Cars,877-650-2166,Automatic,Rear Wheel Drive,1995
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Silver,44389.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,3998.0,74,Iridium Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB0HU215453,789,2017 Mercedes-Benz C-Class C 300 Sedan,Mercedes-Benz,C-Class,2017.0,44389.0,3998.0,Iridium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2040
2016 Mercedes-Benz  AMG S 63,2016,Mercedes-Benz,Black,97204.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,41198.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,WDDUG7JB5GA212487,790,2016 Mercedes-Benz S-Class S 63 AMG Sedan,Mercedes-Benz,S-Class,2016.0,97204.0,41198.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1969
2009 Mercedes-Benz  AWD,2009,Mercedes-Benz,White,8990.0,Buss Ford Lincoln,(888) 813-5078,3.6,30.0,158780.0,76,White,,5-Speed Automatic w/OD,AWD,WDBUF87X89B363132,791,2009 Mercedes-Benz E-Class AWD,Mercedes-Benz,E-Class,2009.0,8990.0,158780.0,White,,Buss Ford Lincoln,888-660-4137 888-813-5078,Automatic,All Wheel Drive,2048
2015 Mercedes-Benz,2015,Mercedes-Benz,Black,27500.0,BMW and Mazda of Crystal Lake,(815) 261-4475,4.6,422.0,30577.0,79,Black,,7-Speed Automatic,AWD,55SWF4KB8FU000870,794,Used 2015 Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2015.0,27500.0,30577.0,Black,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive,2059
2005 Lexus ES 330,2005,Lexus,Blue,7567.0,Kayser Ford Lincoln,(608) 807-5359,4.7,399.0,116524.0,2,Blue Shale Mica,Cashmere,5-Speed Automatic,FWD,JTHBA30G555128411,795,2005 LEXUS ES 330 Base Sedan,Lexus,ES 330,2005.0,7567.0,116524.0,Blue Shale Mica,CASHMERE,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,Front Wheel Drive,1081
2015 Lexus RX 350,2015,Lexus,Black,29100.0,Smart Motors,(608) 318-4181,4.7,432.0,39908.0,4,Stargazer Black,Black,6-Speed Automatic w/OD,AWD,2T2BK1BA0FC286490,796,2015 Lexus RX 350,Lexus,RX 350,2015.0,29100.0,39908.0,Stargazer Black,Black,Smart Motors,866-489-6405 877-240-4548,Automatic,All Wheel Drive,1194
2009 Lexus RX 350,2009,Lexus,Silver,15500.0,Lexus of Madison,(608) 478-2660,5.0,68.0,82120.0,6,Classic Silver,Black,5-Speed Automatic,AWD,2T2HK31U09C111548,797,2009 Lexus RX 350,Lexus,RX 350,2009.0,15500.0,82120.0,CLASSIC SILVER MTETALLIC,F-SPORT BLACK(BIRDSEYE),Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1158
2015 Lexus RX 350 Base,2015,Lexus,Red,28950.0,Lexus of Madison,(608) 478-2657,5.0,68.0,36215.0,6,Claret Mica,Parchment,6-Speed Automatic,AWD,2T2BK1BA3FC299881,799,2015 Lexus RX 350,Lexus,RX 350,2015.0,28950.0,36215.0,CLARET MICA,PARCHMENT,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1133
2013 Lexus RX 350 Base,2013,Lexus,Beige,21950.0,Lexus of Madison,(608) 478-2660,5.0,68.0,82589.0,6,Satin Cashmere Metallic,Parchment,6-Speed Automatic,AWD,2T2BK1BAXDC174227,800,2013 Lexus RX 350,Lexus,RX 350,2013.0,21950.0,82589.0,SATIN CASHMERE METALLIC,PARCHMENT,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1123
2017 Lexus ES 350 Base,2017,Lexus,Brown,36950.0,Lexus of Madison,(608) 478-2657,5.0,68.0,10196.0,6,Autumn Shimmer,Parchment,6-Speed Automatic,FWD,58ABK1GG0HU054662,801,2017 Lexus ES,Lexus,ES 350,2017.0,36950.0,10196.0,AUTUMN SHIMMER,PARCHMENT W/BIRD'S-EYE MAPLE,Lexus of Madison,877-510-3625 877-545-4105,Automatic,Front Wheel Drive,1114
2008 Lexus RX 350,2008,Lexus,Silver,11950.0,Lexus of Madison,(608) 478-2660,5.0,68.0,98744.0,6,Millennium Silver Metallic,Black,5-Speed Automatic,AWD,2T2HK31UX8C080839,802,2008 Lexus RX 350,Lexus,RX 350,2008.0,11950.0,98744.0,MILLENNIUM SILVER METALLIC,F-SPORT BLACK(BIRDSEYE),Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1157
2017 Lexus NX 200t NX,2017,Lexus,Silver,32950.0,Lexus of Madison,(608) 478-2657,5.0,68.0,8838.0,6,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ3H2099108,803,2017 Lexus NX,Lexus,NX 200t,2017.0,32950.0,8838.0,ATOMIC SILVER,BLACK,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1144
2011 Lexus GS 350 Base,2011,Lexus,Beige,16950.0,Lexus of Madison,(608) 478-2660,5.0,68.0,58677.0,6,Satin Cashmere Metallic,Parchment,6-Speed Automatic,AWD,JTHCE1KS2B0030928,804,2011 Lexus GS 350,Lexus,GS 350,2011.0,16950.0,58677.0,SATIN CASHMERE METALLIC,PARCHMENT,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1154
2015 Lexus NX 200t 200T,2015,Lexus,Silver,26950.0,Lexus of Madison,(608) 478-2660,5.0,68.0,15887.0,6,Atomic Silver,Black,6-Speed Automatic,FWD,JTJYARBZ7F2017887,805,2015 Lexus NX 200t,Lexus,NX 200t,2015.0,26950.0,15887.0,ATOMIC SILVER,BLACK,Lexus of Madison,877-510-3625 877-545-4105,Automatic,Front Wheel Drive,1128
2015 Lexus NX 200t,2015,Lexus,White,28500.0,Lexus of Madison,(608) 478-2660,5.0,68.0,43837.0,6,Eminent White Pearl,Cream,6-Speed Automatic,AWD,JTJBARBZXF2002726,806,2015 Lexus NX 200t,Lexus,NX 200t,2015.0,28500.0,43837.0,EMINENT WHITE PEARL,CREME,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1126
2011 Lexus RX 350 Base,2011,Lexus,Beige,15500.0,Lexus of Madison,(608) 478-2660,5.0,68.0,88545.0,6,Satin Cashmere Metallic,Parchment,6-Speed Automatic,AWD,2T2BK1BA6BC085512,807,2011 Lexus RX 350,Lexus,RX 350,2011.0,15500.0,88545.0,SATIN CASHMERE METALLIC,PARCHMENT,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1121
2017 Lexus NX 200t NX,2017,Lexus,Silver,30950.0,Lexus of Madison,(608) 478-2657,5.0,68.0,12393.0,6,Atomic Silver,Black,6-Speed Automatic,FWD,JTJYARBZ9H2052174,808,2017 Lexus NX,Lexus,NX 200t,2017.0,30950.0,12393.0,ATOMIC SILVER,BLACK,Lexus of Madison,877-510-3625 877-545-4105,Automatic,Front Wheel Drive,1146
2014 Lexus GX 460 Luxury,2014,Lexus,Red,39250.0,Lexus of Madison,(608) 478-2657,5.0,68.0,36313.0,6,Claret Mica,Black,6-Speed Automatic,4WD,JTJJM7FX5E5084538,810,2014 Lexus GX 460,Lexus,GX 460,2014.0,39250.0,36313.0,CLARET MICA,BLACK,Lexus of Madison,877-510-3625 877-545-4105,Automatic,4-Wheel Drive,1148
2015 Lexus CT 200h Base,2015,Lexus,Black,21950.0,Lexus of Madison,(608) 478-2657,5.0,68.0,31457.0,6,Obsidian Black,Black,Automatic CVT,FWD,JTHKD5BH5F2224437,813,2015 Lexus CT 200h,Lexus,CT 200h,2015.0,21950.0,31457.0,OBSIDIAN,BLACK,Lexus of Madison,877-510-3625 877-545-4105,Automatic,Front Wheel Drive,1117
2015 Lexus RX 350 Base,2015,Lexus,Black,29950.0,Lexus of Madison,(608) 478-2660,5.0,68.0,24167.0,6,Stargazer Black,Parchment,6-Speed Automatic,AWD,2T2BK1BA0FC283203,814,2015 Lexus RX 350,Lexus,RX 350,2015.0,29950.0,24167.0,STARGAZER BLACK,PARCHMENT,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1124
2014 Lexus ES 350 Base,2014,Lexus,Red,23750.0,Lexus of Madison,(608) 478-2657,5.0,68.0,42670.0,6,Matador Red Mica,Parchment,6-Speed Automatic,FWD,JTHBK1GG7E2128080,817,2014 Lexus ES 350,Lexus,ES 350,2014.0,23750.0,42670.0,MATADOR RED MICA,PARCHMENT,Lexus of Madison,877-510-3625 877-545-4105,Automatic,Front Wheel Drive,1113
2015 Lexus GX 460 Base,2015,Lexus,Silver,38950.0,Lexus of Madison,(608) 478-2657,5.0,68.0,32373.0,6,Silver Lining Metallic,Black,6-Speed Automatic,4WD,JTJBM7FX3F5100287,818,2015 Lexus GX 460,Lexus,GX 460,2015.0,38950.0,32373.0,SILVER LINING METALLIC,BLACK,Lexus of Madison,877-510-3625 877-545-4105,Automatic,4-Wheel Drive,1110
2016 Lexus NX 200t F Sport,2016,Lexus,White,34500.0,Lexus of Madison,(608) 478-2657,5.0,68.0,36070.0,6,Ultra White,Black,6-Speed Automatic,AWD,JTJBARBZ7G2066949,819,2016 Lexus NX 200t,Lexus,NX 200t,2016.0,34500.0,36070.0,ULTRA WHITE,BLACK,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1140
2016 Lexus RX 350,2016,Lexus,Brown,44950.0,Lexus of Madison,(608) 478-2660,5.0,68.0,9662.0,6,Autumn Shimmer,Parchment,8-Speed Automatic,AWD,JTJBZMCA5G2004194,821,2016 Lexus RX 350,Lexus,RX 350,2016.0,44950.0,9662.0,AUTUMN SHIMMER,PARCHMENT,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1125
2010 Lexus IS 250,2010,Lexus,Gray,12500.0,Lexus of Madison,(608) 478-2660,5.0,68.0,106371.0,6,Smoky Granite Mica,Light Gray,6-Speed Automatic,AWD,JTHCF5C20A5042497,827,2010 Lexus IS 250,Lexus,IS 250,2010.0,12500.0,106371.0,SMOKY GRANITE MICA,LIGHT GRAY,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,1152
2016 Lexus NX 200t 200T,2016,Lexus,Black,33831.0,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.6,85.0,4860.0,12,Black,Black,6-Speed Automatic,AWD,JTJBARBZ6G2075707,828,2016 Lexus NX 200t 200t,Lexus,NX 200t,2016.0,33831.0,4860.0,Black,Black,Dane County Chrysler Dodge Jeep RAM,888-217-4833 888-708-8920,Automatic,All Wheel Drive,1208
2015 Lexus RX 350 Base,2015,Lexus,White,25249.0,Kearns Motor Car Co.,(920) 541-2495,4.7,256.0,52066.0,31,White,Tan,6-SPEED A/T,Front Wheel Drive,2T2ZK1BA8FC178147,829,2015 Lexus RX 350,Lexus,RX 350,2015.0,25249.0,52066.0,White,Saddle Tan,Kearns Motor Car,920-674-6777,Automatic,Front Wheel Drive,1215
2013 Lexus ES 300h Base,2013,Lexus,Black,21299.0,Boucher Hyundai,(866) 508-6541,4.9,881.0,57701.0,60,Obsidian Black,Parchment,Automatic CVT,FWD,JTHBW1GG9D2021499,831,Used 2013 Lexus ES 300h Hybrid,Lexus,ES 300h,2013.0,21299.0,57701.0,Obsidian,Parchment,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,Front Wheel Drive,1286
2015 Lexus ES 300h Base,2015,Lexus,Silver,25432.0,Boucher Hyundai,(866) 508-6541,4.9,881.0,45505.0,60,Atomic Silver,Black,Automatic CVT,FWD,JTHBW1GG8F2077310,832,Used 2015 Lexus ES 300h Hybrid,Lexus,ES 300h,2015.0,25432.0,45505.0,Atomic Silver,Black,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,Front Wheel Drive,1285
2015 Lexus NX 200t 200T,2015,Lexus,Silver,27500.0,Lexus of Brookfield,(262) 373-6622,4.9,184.0,30268.0,62,Atomic Silver,Brown,6-Speed Automatic,FWD,JTJYARBZ7F2000992,833,2015 LEXUS NX 200t,Lexus,NX 200t,2015.0,27509.0,30268.0,Atomic Silver,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1385
2009 Lexus RX 350,2009,Lexus,Brown,9800.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,152810.0,62,Tan,Light Gray,5-Speed Automatic,AWD,2T2HK31U69C096599,834,2009 LEXUS RX 350,Lexus,RX 350,2009.0,9809.0,152810.0,Tan,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1361
2015 Lexus LS 460 L,2015,Lexus,Black,52400.0,Lexus of Brookfield,(262) 373-6622,4.9,184.0,32307.0,62,Black,Light Tan,8-Speed Automatic,AWD,JTHDL1EF9F5007289,836,2015 LEXUS LS 460 L,Lexus,LS 460,2015.0,52400.0,32307.0,Black,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1324
2016 Lexus RX 350 F Sport,2016,Lexus,Black,40500.0,Lexus of Brookfield,(262) 373-6622,4.9,184.0,60520.0,62,Black,Black,8-Speed Automatic,AWD,2T2BZMCA3GC014125,841,2016 LEXUS RX 350 F Sport,Lexus,RX 350,2016.0,40500.0,60520.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1358
2017 Lexus GS 350 350,2017,Lexus,Blue,48500.0,Lexus of Brookfield,(262) 373-6622,4.9,184.0,13088.0,62,Blue,Black,6-Speed Automatic,AWD,JTHCZ1BL1HA006085,842,2017 LEXUS GS 350,Lexus,GS 350,2017.0,48500.0,13088.0,Blue,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1344
2015 Lexus RX 350,2015,Lexus,White,34607.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,18460.0,62,White,Brown,6-Speed Automatic,AWD,JTJBK1BA5F2473093,843,2015 LEXUS RX 350,Lexus,RX 350,2015.0,34609.0,18460.0,Starfire Pearl,SADDLE TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1371
2015 Lexus GX 460,2015,Lexus,Black,38507.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,36438.0,62,Black,Black,6-Speed Automatic,4WD,JTJBM7FX7F5102642,844,2015 LEXUS GX 460,Lexus,GX 460,2015.0,38507.0,36438.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive,1337
2009 Lexus RX 350,2009,Lexus,Silver,19907.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,36653.0,62,Silver,Light Tan,5-Speed Automatic,AWD,2T2HK31U19C121425,845,2009 LEXUS RX 350,Lexus,RX 350,2009.0,19907.0,36653.0,Bamboo,IVORY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1362
2012 Lexus ES 350,2012,Lexus,Gray,18007.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,60226.0,62,Gray,Black,6-Speed Automatic,FWD,JTHBK1EG0C2479770,846,2012 LEXUS ES 350,Lexus,ES 350,2012.0,18007.0,60226.0,Nebula,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1346
2012 Lexus LS 460,2012,Lexus,Silver,21500.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,121341.0,62,Silver,Black,8-Speed Automatic,AWD,JTHCL5EF4C5012950,847,2012 LEXUS LS 460,Lexus,LS 460,2012.0,21500.0,121341.0,Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1326
2016 Lexus LX 570,2016,Lexus,Silver,68000.0,Lexus of Brookfield,(262) 373-6622,4.9,184.0,39439.0,62,Atomic Silver,Black,8-Speed Automatic,4WD,JTJHY7AX0G4192519,848,2016 LEXUS LX 570,Lexus,LX 570,2016.0,68000.0,39439.0,Atomic Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive,1323
2015 Lexus ES 300h,2015,Lexus,Red,24200.0,Lexus of Brookfield,(262) 373-6622,4.9,184.0,60520.0,62,Red,Black,Automatic CVT,FWD,JTHBW1GGXF2091015,849,2015 LEXUS ES 300h,Lexus,ES 300h,2015.0,24200.0,60520.0,Red,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1352
2015 Lexus IS 250 250,2015,Lexus,Black,31000.0,Lexus of Brookfield,(262) 373-6622,4.9,184.0,6245.0,62,Black,Black,6-Speed Automatic,AWD,JTHCF1D26F5028683,850,2015 LEXUS IS 250,Lexus,IS 250,2015.0,31000.0,6245.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1335
2015 Lexus NX 200t 200T,2015,Lexus,Silver,30000.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,43599.0,62,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ4F2032529,851,2015 LEXUS NX 200t,Lexus,NX 200t,2015.0,30000.0,43599.0,Atomic Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1384
2015 Lexus RX 350,2015,Lexus,Gray,32000.0,Lexus of Brookfield,(262) 373-6622,4.9,184.0,21605.0,62,Gray,Black,6-Speed Automatic,AWD,2T2BK1BA8FC305495,852,2015 LEXUS RX 350,Lexus,RX 350,2015.0,32000.0,21605.0,Gray,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1379
2013 Lexus RX 350,2013,Lexus,Gray,22000.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,93306.0,62,Gray,Brown,6-Speed Automatic,AWD,2T2BK1BA3DC167037,853,2013 LEXUS RX 350,Lexus,RX 350,2013.0,22000.0,93306.0,Gray,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1367
2015 Lexus RX 350,2015,Lexus,Black,31500.0,Lexus of Brookfield,(262) 373-6622,4.9,184.0,28714.0,62,Black,Black,6-Speed Automatic,AWD,2T2BK1BA3FC293952,854,2015 LEXUS RX 350,Lexus,RX 350,2015.0,31500.0,28714.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1378
