name_x,brand,color,price_x,seller_name,seller_phone,seller_average_rating,seller_review_count,miles_x,distance_from_Madison,Exterior Color_x,Interior Color_x,Transmission_x,Drivetrain_x,VIN,id_x,name_y,year,price_y,miles_y,Exterior Color_y,Interior Color_y,Seller Name,Seller Phone,Transmission_y,Drivetrain_y,id_y
2003 Mercedes-Benz  2dr Roadster 5.0L,Mercedes-Benz,Silver,16900.0,Midwest Highline,(815) 516-8789,,,54079.0,61,Silver,Black,5-SPEED A/T,Rear Wheel Drive,WDBSK75F43F048299,320,,2003,16900.0,54079.0,Silver,Black,Midwest Highline,,Automatic,Rear Wheel Drive,1270
2017 Mercedes-Benz  E 300,Mercedes-Benz,Silver,52992.0,International Autos,(414) 939-8502,3.8,56.0,7229.0,68,Iridium Silver Metallic,Black,9-Speed Automatic,AWD,WDDZF4KB6HA202901,324,2017 Mercedes-Benz E-Class E 300 4MATIC Sedan,2017,52992.0,7229.0,Iridium Silver Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive,936
2017 Mercedes-Benz  E 300,Mercedes-Benz,Silver,52992.0,International Autos,(414) 939-8502,3.8,56.0,7229.0,68,Iridium Silver Metallic,Black,9-Speed Automatic,AWD,WDDZF4KB6HA202901,324,2017 Mercedes-Benz E-Class E 300 4MATIC Sedan,2017,52992.0,7229.0,Iridium Silver Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive,1261
2014 Mercedes-Benz  CLA 250,Mercedes-Benz,Gray,22252.0,Andrew Toyota,(866) 786-0878,4.9,1460.0,20880.0,73,Mountain Gray Metallic,Black,7-SPEED A/T,All Wheel Drive,WDDSJ4GB8EN146473,325,2014 Mercedes-Benz CLA CLA 250,2014,,20880.0,Mountain Gray Metallic,Black,Andrew Toyota,888-419-6495 866-786-0878,Automated Manual,All Wheel Drive,997
2014 Mercedes-Benz  CLA 250,Mercedes-Benz,Gray,22252.0,Andrew Toyota,(866) 786-0878,4.9,1460.0,20880.0,73,Mountain Gray Metallic,Black,7-SPEED A/T,All Wheel Drive,WDDSJ4GB8EN146473,325,2014 Mercedes-Benz CLA CLA 250,2014,,20880.0,Mountain Gray Metallic,Black,Andrew Toyota,888-419-6495 866-786-0878,Automated Manual,All Wheel Drive,1322
2001 Mercedes-Benz  C320,Mercedes-Benz,Black,5499.0,Car King,(414) 255-0262,3.2,39.0,93582.0,68,Black,Gray,5-SPEED A/T,Rear Wheel Drive,WDBRF64J91F077202,348,2001 Mercedes-Benz C-Class C320,2001,5499.0,93582.0,,,Car King,,Automatic,Rear Wheel Drive,974
2001 Mercedes-Benz  C320,Mercedes-Benz,Black,5499.0,Car King,(414) 255-0262,3.2,39.0,93582.0,68,Black,Gray,5-SPEED A/T,Rear Wheel Drive,WDBRF64J91F077202,348,2001 Mercedes-Benz C-Class C320,2001,5499.0,93582.0,,,Car King,,Automatic,Rear Wheel Drive,1299
2006 Mercedes-Benz  E 350 4MATIC,Mercedes-Benz,Gray,8950.0,Kunes Country Chevrolet Cadillac of Delavan,(262) 586-4283,4.7,720.0,173702.0,49,Gray,,5-Speed Automatic,AWD,WDBUF87J86X188732,351,2006 Mercedes-Benz E 350 4MATIC,2006,8950.0,173702.0,Gray,,Kunes Country Ford Lincoln,888-446-6028 888-439-7059,Automatic,All Wheel Drive,823
2006 Mercedes-Benz  E 350 4MATIC,Mercedes-Benz,Gray,8950.0,Kunes Country Chevrolet Cadillac of Delavan,(262) 586-4283,4.7,720.0,173702.0,49,Gray,,5-Speed Automatic,AWD,WDBUF87J86X188732,351,2006 Mercedes-Benz E 350 4MATIC,2006,8950.0,173702.0,Gray,,Kunes Country Ford Lincoln,888-446-6028 888-439-7059,Automatic,All Wheel Drive,1148
1982 Mercedes-Benz  380SL,Mercedes-Benz,Black,7900.0,MSI Auto Sales,(608) 478-2670,3.9,12.0,177770.0,6,Black,Gray,Automatic,Front Wheel Drive,WDBBA45A5CB015308,369,1982 Mercedes-Benz 380 SL,1982,7900.0,177770.0,Black,Leather,MSI Auto Sales,608-833-3012,,,802
1982 Mercedes-Benz  380SL,Mercedes-Benz,Black,7900.0,MSI Auto Sales,(608) 478-2670,3.9,12.0,177770.0,6,Black,Gray,Automatic,Front Wheel Drive,WDBBA45A5CB015308,369,1982 Mercedes-Benz 380 SL,1982,7900.0,177770.0,Black,Leather,MSI Auto Sales,608-833-3012,,,1127
2013 Mercedes-Benz  SLK 250,Mercedes-Benz,Black,25995.0,Schoepp Motors West,(608) 729-3822,2.7,5.0,35227.0,6,Black,,7-Speed Automatic,RWD,WDDPK4HA6DF060452,370,2013 Mercedes-Benz SLK-Class SLK 250,2013,25995.0,35227.0,BLACK,,Schoepp Motors West,,Manual,Rear Wheel Drive,794
2013 Mercedes-Benz  SLK 250,Mercedes-Benz,Black,25995.0,Schoepp Motors West,(608) 729-3822,2.7,5.0,35227.0,6,Black,,7-Speed Automatic,RWD,WDDPK4HA6DF060452,370,2013 Mercedes-Benz SLK-Class SLK 250,2013,25995.0,35227.0,BLACK,,Schoepp Motors West,,Manual,Rear Wheel Drive,1119
2017 Mercedes-Benz  E 400,Mercedes-Benz,White,58999.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,3189.0,74,Polar White,beige,7-SPEED A/T,All Wheel Drive,WDDKJ6HB5HF356327,374,2017 Mercedes-Benz E-Class E 400 Coupe,2017,58999.0,3189.0,Polar White,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1033
2017 Mercedes-Benz  E 400,Mercedes-Benz,White,58999.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,3189.0,74,Polar White,beige,7-SPEED A/T,All Wheel Drive,WDDKJ6HB5HF356327,374,2017 Mercedes-Benz E-Class E 400 Coupe,2017,58999.0,3189.0,Polar White,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1358
2007 Mercedes-Benz  4MATIC 4dr 4.7L,Mercedes-Benz,Silver,10995.0,Classic Motorcars,(414) 219-1011,4.8,149.0,94253.0,70,Desert Silver Metallic,MACADAMIA,7-SPEED A/T,Four Wheel Drive,4JGBF71E57A208806,376,2007 MERCEDES-BENZ GL-CLASS GL450 4.7L 8V AWD 7-speed AUTOMATIC,2007,10995.0,94253.0,DESERT SILVER METALLIC,MACADAMIA,Classic Motorcars,866-541-6288,Automatic,All Wheel Drive,976
2007 Mercedes-Benz  4MATIC 4dr 4.7L,Mercedes-Benz,Silver,10995.0,Classic Motorcars,(414) 219-1011,4.8,149.0,94253.0,70,Desert Silver Metallic,MACADAMIA,7-SPEED A/T,Four Wheel Drive,4JGBF71E57A208806,376,2007 MERCEDES-BENZ GL-CLASS GL450 4.7L 8V AWD 7-speed AUTOMATIC,2007,10995.0,94253.0,DESERT SILVER METALLIC,MACADAMIA,Classic Motorcars,866-541-6288,Automatic,All Wheel Drive,1301
2017 Mercedes-Benz  C 300,Mercedes-Benz,Gray,42084.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5950.0,74,Selenite Grey Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB7HU189661,378,2017 Mercedes-Benz C-Class C 300 Sedan,2017,42084.0,5950.0,Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1069
2017 Mercedes-Benz  C 300,Mercedes-Benz,Gray,42084.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5950.0,74,Selenite Grey Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB7HU189661,378,2017 Mercedes-Benz C-Class C 300 Sedan,2017,42084.0,5950.0,Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1394
2014 Mercedes-Benz  E 350 4MATIC,Mercedes-Benz,Silver,26534.0,Lynch Chrysler Dodge Jeep RAM,(262) 684-4253,4.9,323.0,34483.0,56,Iridium Silver Metallic,Black,7-Speed Automatic,AWD,WDDHF8JB5EA922528,382,2014 Mercedes-Benz E-Class E 350 Sedan,2014,26534.0,34483.0,Iridium Silver Metallic,BLACK,Lynch Chrysler Dodge Jeep Ram,866-708-6622,Automatic,All Wheel Drive,847
2014 Mercedes-Benz  E 350 4MATIC,Mercedes-Benz,Silver,26534.0,Lynch Chrysler Dodge Jeep RAM,(262) 684-4253,4.9,323.0,34483.0,56,Iridium Silver Metallic,Black,7-Speed Automatic,AWD,WDDHF8JB5EA922528,382,2014 Mercedes-Benz E-Class E 350 Sedan,2014,26534.0,34483.0,Iridium Silver Metallic,BLACK,Lynch Chrysler Dodge Jeep Ram,866-708-6622,Automatic,All Wheel Drive,1172
2014 Mercedes-Benz  CLS 550 4MATIC,Mercedes-Benz,White,36000.0,Van Horn Latino of Milwaukee,(414) 375-4933,5.0,1.0,35581.0,73,White,,7-Speed Automatic,AWD,WDDLJ9BB2EA100847,384,2014 Mercedes-Benz CLS-Class CLS 550 Sedan,2014,36000.0,35581.0,White,,Van Horn Latino,(855) 416-3161,Automatic,All Wheel Drive,1079
2014 Mercedes-Benz  CLS 550 4MATIC,Mercedes-Benz,White,36000.0,Van Horn Latino of Milwaukee,(414) 375-4933,5.0,1.0,35581.0,73,White,,7-Speed Automatic,AWD,WDDLJ9BB2EA100847,384,2014 Mercedes-Benz CLS-Class CLS 550 Sedan,2014,36000.0,35581.0,White,,Van Horn Latino,(855) 416-3161,Automatic,All Wheel Drive,1404
2011 Mercedes-Benz  GLK 350,Mercedes-Benz,White,16495.0,Scott Motors,(608) 318-4095,,,78277.0,4,White,Tan,Automatic,All Wheel Drive,WDCGG8HB2BF584314,387,2011 Mercedes-Benz GLK-Class GLK350 4MATIC,2011,16495.0,78277.0,White,MB Tex,Scott Motors,,Automatic,All Wheel Drive,787
2011 Mercedes-Benz  GLK 350,Mercedes-Benz,White,16495.0,Scott Motors,(608) 318-4095,,,78277.0,4,White,Tan,Automatic,All Wheel Drive,WDCGG8HB2BF584314,387,2011 Mercedes-Benz GLK-Class GLK350 4MATIC,2011,16495.0,78277.0,White,MB Tex,Scott Motors,,Automatic,All Wheel Drive,1112
2017 Mercedes-Benz  C 300,Mercedes-Benz,Black,42762.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,5041.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB5HU231261,389,2017 Mercedes-Benz C-Class C 300 Sedan,2017,42762.0,5041.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1067
2017 Mercedes-Benz  C 300,Mercedes-Benz,Black,42762.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,5041.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB5HU231261,389,2017 Mercedes-Benz C-Class C 300 Sedan,2017,42762.0,5041.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1392
2013 Mercedes-Benz  GL 450 4MATIC,Mercedes-Benz,White,25683.0,Boucher Chevrolet of Waukesha,(866) 590-9089,4.5,55.0,90052.0,59,Arctic White,Black,7-Speed Automatic,AWD,4JGDF7CEXDA145963,402,Used 2013 Mercedes-Benz GL-Class GL 450 SUV,2013,25683.0,90052.0,Arctic White,Black W/leather Upholstery,Boucher Chevrolet,866-668-0615 866-590-9089,Automatic,All Wheel Drive,885
2013 Mercedes-Benz  GL 450 4MATIC,Mercedes-Benz,White,25683.0,Boucher Chevrolet of Waukesha,(866) 590-9089,4.5,55.0,90052.0,59,Arctic White,Black,7-Speed Automatic,AWD,4JGDF7CEXDA145963,402,Used 2013 Mercedes-Benz GL-Class GL 450 SUV,2013,25683.0,90052.0,Arctic White,Black W/leather Upholstery,Boucher Chevrolet,866-668-0615 866-590-9089,Automatic,All Wheel Drive,1210
2014 Mercedes-Benz  CLA 250,Mercedes-Benz,Blue,17995.0,Classic Motorcars,(414) 219-1011,4.8,149.0,45061.0,70,Universe Blue Metallic,BROWN,7-SPEED A/T,Front Wheel Drive,WDDSJ4EB7EN049316,404,2014 MERCEDES-BENZ CLA-CLASS 2L 4INLINE 2WD 7-SPEED AUTOMATED_MANUAL),2014,17995.0,45061.0,UNIVERSE BLUE METALLIC,BROWN,Classic Motorcars,866-541-6288,Automated Manual,Front Wheel Drive,978
2014 Mercedes-Benz  CLA 250,Mercedes-Benz,Blue,17995.0,Classic Motorcars,(414) 219-1011,4.8,149.0,45061.0,70,Universe Blue Metallic,BROWN,7-SPEED A/T,Front Wheel Drive,WDDSJ4EB7EN049316,404,2014 MERCEDES-BENZ CLA-CLASS 2L 4INLINE 2WD 7-SPEED AUTOMATED_MANUAL),2014,17995.0,45061.0,UNIVERSE BLUE METALLIC,BROWN,Classic Motorcars,866-541-6288,Automated Manual,Front Wheel Drive,1303
2015 Mercedes-Benz  E400W4,Mercedes-Benz,Black,34900.0,Zimbrick European,,5.0,7.0,42732.0,2,Black,Black Leather,AUTOMATIC,AWD,WDDHF6HB6FA997461,407,2015 Mercedes-Benz 4dr Sdn E 400 4MATIC,2015,34900.0,42732.0,Black,Black,Zimbrick European,(608) 258-4000,Automatic,All Wheel Drive,773
2015 Mercedes-Benz  E400W4,Mercedes-Benz,Black,34900.0,Zimbrick European,,5.0,7.0,42732.0,2,Black,Black Leather,AUTOMATIC,AWD,WDDHF6HB6FA997461,407,2015 Mercedes-Benz 4dr Sdn E 400 4MATIC,2015,34900.0,42732.0,Black,Black,Zimbrick European,(608) 258-4000,Automatic,All Wheel Drive,1098
2017 Mercedes-Benz  C 300,Mercedes-Benz,Black,39599.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5337.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB2HU215177,426,2017 Mercedes-Benz C-Class C 300 Sedan,2017,39599.0,5337.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1066
2017 Mercedes-Benz  C 300,Mercedes-Benz,Black,39599.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5337.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB2HU215177,426,2017 Mercedes-Benz C-Class C 300 Sedan,2017,39599.0,5337.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1391
2017 Mercedes-Benz  C 300,Mercedes-Benz,Silver,39651.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,6820.0,74,Iridium Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB6HU215733,427,2017 Mercedes-Benz C-Class C 300 Sedan,2017,39651.0,6820.0,Iridium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1068
2017 Mercedes-Benz  C 300,Mercedes-Benz,Silver,39651.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,6820.0,74,Iridium Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB6HU215733,427,2017 Mercedes-Benz C-Class C 300 Sedan,2017,39651.0,6820.0,Iridium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1393
2017 Mercedes-Benz  E 400,Mercedes-Benz,Black,60699.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,4203.0,74,Obsidian Black Metallic,beige,7-SPEED A/T,All Wheel Drive,WDDKJ6HB2HF357175,434,2017 Mercedes-Benz E-Class E 400 Coupe,2017,60699.0,4203.0,Obsidian Black Metallic,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1034
2017 Mercedes-Benz  E 400,Mercedes-Benz,Black,60699.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,4203.0,74,Obsidian Black Metallic,beige,7-SPEED A/T,All Wheel Drive,WDDKJ6HB2HF357175,434,2017 Mercedes-Benz E-Class E 400 Coupe,2017,60699.0,4203.0,Obsidian Black Metallic,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1359
2005 Mercedes-Benz  E320,Mercedes-Benz,Blue,8995.0,Classic Motorcars,(414) 219-1011,4.8,149.0,59845.0,70,Platinum Blue Metallic,CHARCOAL,5-SPEED A/T,All Wheel Drive,WDBUF82J95X178717,436,2005 MERCEDES-BENZ E-CLASS 3.2L 6V AWD 5-SPEED AUTOMATIC),2005,8995.0,59845.0,PLATINUM BLUE METALLIC,CHARCOAL,Classic Motorcars,866-541-6288,Automatic,All Wheel Drive,977
2005 Mercedes-Benz  E320,Mercedes-Benz,Blue,8995.0,Classic Motorcars,(414) 219-1011,4.8,149.0,59845.0,70,Platinum Blue Metallic,CHARCOAL,5-SPEED A/T,All Wheel Drive,WDBUF82J95X178717,436,2005 MERCEDES-BENZ E-CLASS 3.2L 6V AWD 5-SPEED AUTOMATIC),2005,8995.0,59845.0,PLATINUM BLUE METALLIC,CHARCOAL,Classic Motorcars,866-541-6288,Automatic,All Wheel Drive,1302
2017 Mercedes-Benz CLA 250 CLA 250,Mercedes-Benz,Blue,35210.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,3020.0,74,Lunar Blue Metallic,Sahara Beige,7-SPEED A/T,All Wheel Drive,WDDSJ4GBXHN494408,437,2017 Mercedes-Benz CLA-Class CLA 250 Sedan,2017,35210.0,3020.0,Lunar Blue Metallic,SAHARA BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1054
2017 Mercedes-Benz CLA 250 CLA 250,Mercedes-Benz,Blue,35210.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,3020.0,74,Lunar Blue Metallic,Sahara Beige,7-SPEED A/T,All Wheel Drive,WDDSJ4GBXHN494408,437,2017 Mercedes-Benz CLA-Class CLA 250 Sedan,2017,35210.0,3020.0,Lunar Blue Metallic,SAHARA BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1379
2017 Mercedes-Benz  C 300,Mercedes-Benz,White,39240.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,4247.0,74,Polar White,Silk Beige/Black,7-SPEED A/T,All Wheel Drive,55SWF4KBXHU220160,438,2017 Mercedes-Benz C-Class C 300 Sedan,2017,39240.0,4247.0,White,SILK BEIGE/BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1073
2017 Mercedes-Benz  C 300,Mercedes-Benz,White,39240.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,4247.0,74,Polar White,Silk Beige/Black,7-SPEED A/T,All Wheel Drive,55SWF4KBXHU220160,438,2017 Mercedes-Benz C-Class C 300 Sedan,2017,39240.0,4247.0,White,SILK BEIGE/BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1398
2017 Mercedes-Benz  C 300,Mercedes-Benz,Red,43454.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,3138.0,74,Designo Cardinal Red Metallic,beige,7-SPEED A/T,All Wheel Drive,55SWF4KB9HU217587,439,2017 Mercedes-Benz C-Class C 300 Sedan,2017,43454.0,3138.0,Cardinal Red Metallic,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1074
2017 Mercedes-Benz  C 300,Mercedes-Benz,Red,43454.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,3138.0,74,Designo Cardinal Red Metallic,beige,7-SPEED A/T,All Wheel Drive,55SWF4KB9HU217587,439,2017 Mercedes-Benz C-Class C 300 Sedan,2017,43454.0,3138.0,Cardinal Red Metallic,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1399
2017 Mercedes-Benz  E 300,Mercedes-Benz,White,55876.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5286.0,74,Polar White,beige,9-SPEED A/T,All Wheel Drive,WDDZF4KB0HA128696,440,2017 Mercedes-Benz E-Class E 300 Sedan,2017,55876.0,5286.0,Polar White,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1019
2017 Mercedes-Benz  E 300,Mercedes-Benz,White,55876.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5286.0,74,Polar White,beige,9-SPEED A/T,All Wheel Drive,WDDZF4KB0HA128696,440,2017 Mercedes-Benz E-Class E 300 Sedan,2017,55876.0,5286.0,Polar White,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1344
2015 Mercedes-Benz  GL450W4,Mercedes-Benz,White,43317.0,Zimbrick European,,5.0,7.0,37705.0,2,Polar White,Black Mb-Tex,AUTOMATIC,AWD,4JGDF6EE8FA509582,441,2015 Mercedes-Benz 4MATIC 4dr GL 450,2015,43317.0,37705.0,Polar White,Black,Zimbrick European,(608) 258-4000,Automatic,All Wheel Drive,767
2015 Mercedes-Benz  GL450W4,Mercedes-Benz,White,43317.0,Zimbrick European,,5.0,7.0,37705.0,2,Polar White,Black Mb-Tex,AUTOMATIC,AWD,4JGDF6EE8FA509582,441,2015 Mercedes-Benz 4MATIC 4dr GL 450,2015,43317.0,37705.0,Polar White,Black,Zimbrick European,(608) 258-4000,Automatic,All Wheel Drive,1092
2016 Mercedes-Benz  GLE350W4,Mercedes-Benz,Gray,41900.0,Zimbrick European,,5.0,7.0,37594.0,2,Steel Grey,Black Mb-Tex,AUTOMATIC,AWD,4JGDA5HB0GA671797,442,2016 Mercedes-Benz 4MATIC 4dr GLE 350,2016,41900.0,37594.0,Steel Grey Metallic,Black MB-Tex,Zimbrick European,(608) 258-4000,Automatic,All Wheel Drive,769
2016 Mercedes-Benz  GLE350W4,Mercedes-Benz,Gray,41900.0,Zimbrick European,,5.0,7.0,37594.0,2,Steel Grey,Black Mb-Tex,AUTOMATIC,AWD,4JGDA5HB0GA671797,442,2016 Mercedes-Benz 4MATIC 4dr GLE 350,2016,41900.0,37594.0,Steel Grey Metallic,Black MB-Tex,Zimbrick European,(608) 258-4000,Automatic,All Wheel Drive,1094
2015 Mercedes-Benz  GL450W4,Mercedes-Benz,Gray,42900.0,Zimbrick European,,5.0,7.0,40315.0,2,Steel Grey,Black Mb-Tex,AUTOMATIC,AWD,4JGDF6EE8FA521828,443,2015 Mercedes-Benz 4MATIC 4dr GL 450,2015,42900.0,40315.0,Steel Gray Metallic,Black,Zimbrick European,(608) 258-4000,Automatic,All Wheel Drive,768
2015 Mercedes-Benz  GL450W4,Mercedes-Benz,Gray,42900.0,Zimbrick European,,5.0,7.0,40315.0,2,Steel Grey,Black Mb-Tex,AUTOMATIC,AWD,4JGDF6EE8FA521828,443,2015 Mercedes-Benz 4MATIC 4dr GL 450,2015,42900.0,40315.0,Steel Gray Metallic,Black,Zimbrick European,(608) 258-4000,Automatic,All Wheel Drive,1093
2015 Mercedes-Benz  C300W4,Mercedes-Benz,Gray,27900.0,Zimbrick European,,5.0,7.0,14270.0,2,Steel Grey,Black Mb-Tex,AUTOMATIC,AWD,55SWF4KB5FU084971,445,2015 Mercedes-Benz 4dr Sdn C 300 4MATIC,2015,27900.0,14270.0,Steel Grey Metallic,Black MB-Tex,Zimbrick European,(608) 258-4000,Automatic,All Wheel Drive,759
2015 Mercedes-Benz  C300W4,Mercedes-Benz,Gray,27900.0,Zimbrick European,,5.0,7.0,14270.0,2,Steel Grey,Black Mb-Tex,AUTOMATIC,AWD,55SWF4KB5FU084971,445,2015 Mercedes-Benz 4dr Sdn C 300 4MATIC,2015,27900.0,14270.0,Steel Grey Metallic,Black MB-Tex,Zimbrick European,(608) 258-4000,Automatic,All Wheel Drive,1084
2003 Mercedes-Benz  5.0L,Mercedes-Benz,Black,6977.0,Viking Motorcars,(608) 205-4446,4.0,13.0,93890.0,13,Black,Charcoal,5-SPEED A/T,Rear Wheel Drive,WDBUF70J03A267654,446,2003 Mercedes-Benz E-Class E500,2003,6977.0,93890.0,BLACK,,Viking Motorcars,888-690-2420,Automatic,Rear Wheel Drive,811
2003 Mercedes-Benz  5.0L,Mercedes-Benz,Black,6977.0,Viking Motorcars,(608) 205-4446,4.0,13.0,93890.0,13,Black,Charcoal,5-SPEED A/T,Rear Wheel Drive,WDBUF70J03A267654,446,2003 Mercedes-Benz E-Class E500,2003,6977.0,93890.0,BLACK,,Viking Motorcars,888-690-2420,Automatic,Rear Wheel Drive,1136
2017 Mercedes-Benz GLS 450 Base 4MATIC,Mercedes-Benz,Silver,70990.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,19204.0,74,Palladium Silver Metallic,Black,9-SPEED A/T,All Wheel Drive,4JGDF6EE5HA758473,450,2017 Mercedes-Benz GLS-Class GLS 450 SUV,2017,70990.0,19204.0,Palladium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1003
2017 Mercedes-Benz GLS 450 Base 4MATIC,Mercedes-Benz,Silver,70990.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,19204.0,74,Palladium Silver Metallic,Black,9-SPEED A/T,All Wheel Drive,4JGDF6EE5HA758473,450,2017 Mercedes-Benz GLS-Class GLS 450 SUV,2017,70990.0,19204.0,Palladium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1328
2018 Mercedes-Benz GLE 350 Base 4MATIC,Mercedes-Benz,Gray,61620.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,,61,Selenite Gray Metallic,Black,7-Speed Automatic,AWD,4JGDA5HB5JB100159,452,2018 Mercedes-Benz GLE 350 4MATIC SUV,2018,61620.0,12.0,Selenite Gray Metallic,BLACK,MERCEDES-BENZ OF ELMBROOK,(888) 696-5117,Automatic,,921
2018 Mercedes-Benz GLE 350 Base 4MATIC,Mercedes-Benz,Gray,61620.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,,61,Selenite Gray Metallic,Black,7-Speed Automatic,AWD,4JGDA5HB5JB100159,452,2018 Mercedes-Benz GLE 350 4MATIC SUV,2018,61620.0,12.0,Selenite Gray Metallic,BLACK,MERCEDES-BENZ OF ELMBROOK,(888) 696-5117,Automatic,,1246
2017 Mercedes-Benz  S 550,Mercedes-Benz,Black,98962.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,253.0,74,Obsidian Black Metallic,Black,9-SPEED A/T,All Wheel Drive,WDDUG8FB2HA330352,459,2017 Mercedes-Benz S-Class S 550 Sedan,2017,98962.0,253.0,Obsidian Black Metallic,BLACK,Umansky Motor Cars,877-650-2166,,All Wheel Drive,1049
2017 Mercedes-Benz  S 550,Mercedes-Benz,Black,98962.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,253.0,74,Obsidian Black Metallic,Black,9-SPEED A/T,All Wheel Drive,WDDUG8FB2HA330352,459,2017 Mercedes-Benz S-Class S 550 Sedan,2017,98962.0,253.0,Obsidian Black Metallic,BLACK,Umansky Motor Cars,877-650-2166,,All Wheel Drive,1374
2017 Mercedes-Benz GLS 450 Base 4MATIC,Mercedes-Benz,White,73945.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,5167.0,74,Designo Diamond White Metallic,beige,9-SPEED A/T,All Wheel Drive,4JGDF6EE4HA970698,460,2017 Mercedes-Benz GLS-Class GLS 450 SUV,2017,73945.0,5167.0,Polar White,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1005
