_id,ltable_vin,rtable_vin,ltable_name,ltable_year,ltable_maker,ltable_price,ltable_seller_phone,ltable_seller_name,ltable_miles,ltable_exterior_color,ltable_interior_color,rtable_name,rtable_year,rtable_maker,rtable_price,rtable_seller_phone,rtable_seller_name,rtable_miles,rtable_exterior_color,rtable_interior_color
13571,WDDZF4KB1HA181326,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55695.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,5656.0,Iridium Silver Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
13572,WDDZF4KB0HA206992,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57781.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,4387.0,Obsidian Black Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
13574,WDDZF4KB9HA023218,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,56499.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4499.0,Black,Macchiato Beige,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
13576,WDDZF4KBXHA203839,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55085.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4320.0,Selenite Grey Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
13578,WDDZF4KB6HA143509,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,54499.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,4420.0,Polar White,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
13581,WDDZF4KB5HA229121,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,56892.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,5044.0,Selenite Grey Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
13638,JTHBK1EG9C2512006,JTHBK1EG9C2512006,2012 Lexus ES 350,2012,Lexus,16995.0,(262) 510-2733,Reina International,75558.0,Obsidian Black,Parchment,2012 Lexus ES 350,2012.0,Lexus,16995.0,(262) 781-3336,Reina International,75558.0,Obsidian,Parchment
13760,5UXWX9C35H0T20103,5UXWX9C35H0T20103,2017 BMW X3 xDrive28i,2017,BMW,39745.0,(877) 654-8272,Zimbrick BMW,7800.0,Silver,BLACK SENSA,2017 BMW X3 xDrive28i Sports Activity Vehicle,2017.0,BMW,39745.0,888-237-4721 877-654-8272,Zimbrick BMW,7800.0,Glacier Silver Metallic,Black
13866,WDDLJ6HB5FA134210,WDDLJ6HB5FA134210,2015 Mercedes-Benz  CLS 400 4MATIC,2015,Mercedes-Benz,31799.0,(414) 751-6997,Russ Darrow Honda,73485.0,Steel Gray Metallic,Black,Used 2015 Mercedes-Benz CLS 400 4MATIC,2015.0,Mercedes-Benz,31799.0,888-356-1417,Russ Darrow Kia,73485.0,Steel Gray Metallic,Black
14207,WBA3K5C5XFK301929,WBA5B3C59FD542804,2015 BMW 328d xDrive,2015,BMW,30140.0,(920) 717-1525,Napleton Chevrolet Buick,39251.0,,,2015 BMW 5 Series 535i xDrive With Navigation & AWD,2015.0,BMW,31888.0,888-570-6761 888-570-6837,Motorwerks of Barrington,39319.0,Jet Black,Black
14266,WBA5B3C56FD544610,WBA5B3C59FD542804,2015 BMW 535 i xDrive,2015,BMW,33750.0,(815) 261-4475,BMW and Mazda of Crystal Lake,37944.0,Black,,2015 BMW 5 Series 535i xDrive With Navigation & AWD,2015.0,BMW,31888.0,888-570-6761 888-570-6837,Motorwerks of Barrington,39319.0,Jet Black,Black
14446,WDBJF65J41B212489,WDBJF65J41B212489,2001 Mercedes-Benz  E320,2001,Mercedes-Benz,4295.0,(262) 510-2733,Reina International,196457.0,Brilliant Silver,Oyster,2001 Mercedes-Benz E-Class E320,2001.0,Mercedes-Benz,4295.0,(262) 781-3336,Reina International,196457.0,Brilliant Silver,Oyster
14662,WBAKP9C59EDZ35109,WBAKP9C59EDZ35109,2014 BMW 550 i xDrive,2014,BMW,30641.0,(866) 413-8566,Gordie Boucher Lincoln of West Allis,60759.0,Space Gray Metallic,Black,2014 BMW 550i xDrive Sedan V-8 cyl,2014.0,BMW,30641.0,888-450-6819,Gordie Boucher Lincoln West Allis,60759.0,Space Gray Metallic,BLACK
14796,WDDJK7DA4GF038855,WDDJK7DA4GF038855,2016 Mercedes-Benz  SL 550,2016,Mercedes-Benz,75838.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,14394.0,Designo Diamond White,Black,2016 Mercedes-Benz SL-Class SL 550 Convertible,2016.0,Mercedes-Benz,75838.0,877-650-2166,Umansky Motor Cars,14394.0,Diamond White,BLACK
14952,WDDHF8JB5EA922528,WDCGG8JB1EG310224,2014 Mercedes-Benz  E 350 4MATIC,2014,Mercedes-Benz,26534.0,(262) 684-4253,Lynch Chrysler Dodge Jeep RAM,34483.0,Iridium Silver Metallic,Black,Used 2014 Mercedes-Benz GLK-Class GLK 350 4MATIC,2014.0,Mercedes-Benz,26995.0,(414) 434-5000,Griffin Chevrolet,36131.0,Black,Black
15026,WBA3C3C52EF983732,WBA3C3C52EF983732,2014 BMW 320 i xDrive,2014,BMW,21885.0,(414) 930-1684,International Autos,30636.0,Mineral Gray Metallic,Black,2014 BMW 320i xDrive Sedan,2014.0,BMW,21885.0,,International Alfa Romeo,30636.0,Mineral Gray Metallic,Black
15374,WDDKK5KF8EF249206,WDDHF8JB4EA870499,2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,27980.0,(877) 682-3020,VROOM (Milwaukee),49206.0,Black,Black,2014 Mercedes-Benz E-Class E 350 Sedan,2014.0,Mercedes-Benz,26980.0,877-650-2166,Umansky Motor Cars,47842.0,Black,BLACK
15388,WDDHF8JB9EB042149,WDDHF8JB4EA870499,2014 Mercedes-Benz  E 350 4MATIC,2014,Mercedes-Benz,26883.0,(414) 939-8502,International Autos,46989.0,Black,Silk Beige / Espresso Brown,2014 Mercedes-Benz E-Class E 350 Sedan,2014.0,Mercedes-Benz,26980.0,877-650-2166,Umansky Motor Cars,47842.0,Black,BLACK
15514,JTHBK1GG0F2199980,JTJBK1BA7F2483754,2015 Lexus ES 350,2015,Lexus,28500.0,(608) 729-3822,Schoepp Motors West,31596.0,White,,2015 Lexus RX 350,2015.0,Lexus,28998.0,608-286-3969,Carmax Madison,33000.0,Tan,Tan
15558,WBXPC93499WJ27822,WBXPC93499WJ27822,2009 BMW X3 xDrive30i,2009,BMW,9999.0,(414) 269-8762,Russ Darrow Mazda,97563.0,Space Gray Metallic,Black,Used 2009 BMW X3 xDrive30i,2009.0,BMW,9999.0,888-356-1417,Russ Darrow Kia,97563.0,Space Gray Metallic,Black
15591,JTHBF1D25F5055692,JTHCF1D28F5026644,2015 Lexus IS 250 4dr Sedan,2015,Lexus,23730.0,(877) 682-3020,VROOM (Milwaukee),31909.0,Silver,Black,2015 Lexus IS 250 IS250 AWD SEDAN,2015.0,Lexus,24995.0,888-784-8893,Autosource Motors Inc.,32712.0,Matador Red Mica,Black
15885,WDCTG4GB5FJ035136,WDCTG4GB5FJ074907,2015 Mercedes-Benz  GLA 250,2015,Mercedes-Benz,26552.0,(414) 455-4870,International Autos,29777.0,Citrus White,Black,2015 Mercedes-Benz GLA GLA 250 4MATIC,2015.0,Mercedes-Benz,26449.0,847-381-8900,Motor Werks Honda,27908.0,South Seas Blue Metallic,Ash
16149,WBAVL1C54FVY34159,WBAVL1C5XFVY24848,2015 BMW X1 xDrive 28i,2015,BMW,23960.0,(920) 354-4263,West Side GM,22794.0,Galaxy Silver,Black,2015 BMW X1 Xdrive28i SUV,2015.0,BMW,24000.0,847-265-1122,Zeigler Nissan Gurnee,24473.0,Mineral Gray Metallic,BLACK
16173,5UXXW3C53F0F88878,5UXXW3C53F0F88878,2015 BMW X4 xDrive28i,2015,BMW,31000.0,(262) 226-8570,Wilde Honda,11662.0,Dark Graphite Metallic,,2015 BMW X4 xDrive28i SUV,2015.0,BMW,31000.0,888-582-4889,Wilde Honda New & Used Cars,11662.0,Dark Graphite,
16693,JTHBK1GG9F2164127,2T2BK1BA9FC312729,2015 Lexus ES 350,2015,Lexus,31500.0,(888) 347-2891,Anderson Toyota Lexus,22051.0,White,,2015 LEXUS RX 350 All-wheel Drive,2015.0,Lexus,,877-609-0095,Lexus of Rockford,20554.0,0077 Starfire Pearl,
16798,WDDSJ4EB8EN067839,WDDSJ4EB8EN067839,2014 Mercedes-Benz  CLA250,2014,Mercedes-Benz,22998.0,(262) 207-2339,CarMax Waukesha,31428.0,Silver,Black,2014 Mercedes-Benz CLA250,2014.0,Mercedes-Benz,22998.0,262-207-6249,Carmax Waukesha,32000.0,Silver,Black
16878,WAUENAF49JA019906,WA1LAAF75JD001766,2018 Audi A4 2.0T Premium Plus,2018,Audi,40953.0,(414) 939-8502,International Autos,3987.0,Mythos Black Metallic,Black,2018 Audi Q7 3.0T Premium SUV,2018.0,Audi,,414-543-3000,INTERNATIONAL AUTOS GROUP,5179.0,Orca black metallic,Black
16897,WAUENAF43JN002298,WA1LAAF75JD001766,2018 Audi A4 2.0T Premium Plus,2018,Audi,41593.0,(414) 939-8502,International Autos,4049.0,Moonlight Blue Metallic,Nougat Brown / Black,2018 Audi Q7 3.0T Premium SUV,2018.0,Audi,,414-543-3000,INTERNATIONAL AUTOS GROUP,5179.0,Orca black metallic,Black
16958,WA1LAAF75JD001766,WA1LAAF75JD001766,2018 Audi Q7 3.0T Premium,2018,Audi,,(414) 375-2115,Audi North Shore,5179.0,Orca Black Metallic,Black,2018 Audi Q7 3.0T Premium SUV,2018.0,Audi,,414-543-3000,INTERNATIONAL AUTOS GROUP,5179.0,Orca black metallic,Black
17183,JTHBJ46G172081038,JTHBJ46G172081038,2007 Lexus ES 350,2007,Lexus,11988.0,(608) 729-3822,Schoepp Motors West,94650.0,Tungsten Metallic,,2007 Lexus ES 350,2007.0,Lexus,11988.0,,Schoepp Motors West,94650.0,Tungsten Metallic,
17301,4JGDA5HB8HA924396,WDDZF4KB1HA181696,2017 Mercedes-Benz GLE 350 Base 4MATIC,2017,Mercedes-Benz,52679.0,(262) 395-7647,International Porsche of Waukesha,12767.0,Iridium Silver Metallic,Black,2017 Mercedes-Benz E-Class E 300 4MATIC,2017.0,Mercedes-Benz,50782.0,888-570-6761 888-570-6837,Motorwerks of Barrington,12439.0,White,Black
17342,WDDZF4KB1HA153560,WDDZF4KB1HA181696,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,51056.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,11025.0,Polar White,beige,2017 Mercedes-Benz E-Class E 300 4MATIC,2017.0,Mercedes-Benz,50782.0,888-570-6761 888-570-6837,Motorwerks of Barrington,12439.0,White,Black
17830,WBA5B3C52FD548685,WBA5B3C51FD541680,2015 BMW 535 i xDrive,2015,BMW,32485.0,(414) 930-1684,International Autos,45589.0,Dark Graphite Metallic,Black,2015 BMW 5 Series 4dr Sdn 535i xDrive AWD,2015.0,BMW,30976.0,608-620-7188,Zimbrick Inc,46065.0,Jet Black,Black
18246,5UXKR0C56F0K70766,5UXKR0C51F0K70240,2015 BMW X5 xDrive35i,2015,BMW,38695.0,(414) 930-1684,International Autos,41838.0,Alpine White,Black,2015 BMW X5 xDrive35i SUV,2015.0,BMW,38963.0,847-265-1122,Zeigler Nissan Gurnee,41840.0,Sparkling Brown Metallic,TERRA
18373,WBA5A7C57FD623245,WBA3B5C5XFF960098,2015 BMW 528 i xDrive,2015,BMW,26000.0,(815) 261-4475,BMW and Mazda of Crystal Lake,43335.0,Glacier Silver Metallic,Black,2015 BMW 3 Series 328i xDrive,2015.0,BMW,24255.0,888-446-6028 888-439-7059,Kunes Country Ford Lincoln,41877.0,Alpine White,Black
18395,WBAVL1C59FVY27370,WBA3B5C5XFF960098,2015 BMW X1 xDrive 28i,2015,BMW,23250.0,(815) 261-4475,BMW and Mazda of Crystal Lake,42875.0,Black,,2015 BMW 3 Series 328i xDrive,2015.0,BMW,24255.0,888-446-6028 888-439-7059,Kunes Country Ford Lincoln,41877.0,Alpine White,Black
18420,WDDGF8AB7EA892668,WDDGF8AB7EA892668,2014 Mercedes-Benz  C 300,2014,Mercedes-Benz,20978.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,34425.0,Steel Gray Metallic,,2014 Mercedes-Benz C-Class C 300 Sedan,2014.0,Mercedes-Benz,20978.0,877-650-2166,Umansky Motor Cars,34425.0,Steel Gray Metallic,
18456,WDDSJ5CBXFN232123,WDDSJ5CB3FN209640,2015 Mercedes-Benz  CLA 45 AMG,2015,Mercedes-Benz,38455.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,36189.0,Night Black,Black,PRE-OWNED 2015 MERCEDES-BENZ CLA CLA 45 AMG,2015.0,Mercedes-Benz,36881.0,(888) 460-9542,Schlossmann Dodge City of Milwaukee,37549.0,Cirrus White - White,Black Leather
18688,WAUFFAFL5FN035920,WAUFFAFL4FN004979,2015 Audi A4 2.0T Premium Plus quattro,2015,Audi,22500.0,(262) 510-0474,Lexus of Brookfield,40163.0,Dark Blue,Black,Used 2015 Audi A4 2.0T Premium Plus Quattro,2015.0,Audi,22759.0,888-356-1417,Russ Darrow Kia,41716.0,White,gray/black
18950,JTJJM7FX6E5083916,JTJJM7FX0E5076797,2014 Lexus GX 460 Luxury,2014,Lexus,38950.0,(608) 478-2657,Lexus of Madison,48237.0,Starfire Pearl,Sepia,2014 LEXUS GX 460 Luxury SUV,2014.0,Lexus,37991.0,847-265-1122,Zeigler Nissan Gurnee,48986.0,Black Onyx,BLACK
19030,5UXKR0C54J0X89775,5UXKR0C56J0X84139,2018 BMW X5 xDrive35i,2018,BMW,59985.0,(414) 939-8502,International Autos,4614.0,Space Gray Metallic,Black,2018 BMW X5 xDrive35i SAV,2018.0,BMW,59885.0,888-258-1784 888-258-6303,Concours BMW,4710.0,Alpine White,BLACK
19043,5UXKR0C57J0X85770,5UXKR0C56J0X84139,2018 BMW X5 xDrive35i,2018,BMW,60885.0,(414) 939-8502,International Autos,2850.0,Dark Graphite Metallic,Black,2018 BMW X5 xDrive35i SAV,2018.0,BMW,59885.0,888-258-1784 888-258-6303,Concours BMW,4710.0,Alpine White,BLACK
19051,5UXKR0C56J0X84139,5UXKR0C56J0X84139,2018 BMW X5 xDrive35i,2018,BMW,59885.0,(866) 932-0704,BMW of Milwaukee North,4710.0,Alpine White,Black,2018 BMW X5 xDrive35i SAV,2018.0,BMW,59885.0,888-258-1784 888-258-6303,Concours BMW,4710.0,Alpine White,BLACK
19114,2T2BK1BA3FC327307,2T2BK1BA3FC327307,2015 Lexus RX 350 Base,2015,Lexus,24500.0,(414) 973-2600,Lexus of Milwaukee,75039.0,Silver Lining Metallic,Black,2015 LEXUS RX,2015.0,Lexus,24500.0,(414) 386-1368,Lexus of Milwaukee,75039.0,Silver Lining Metallic,BLACK
19562,WAUDFAFL5FN032717,WAUBFGFF3F1055960,2015 Audi A4 2.0T Premium quattro,2015,Audi,,(888) 450-4176,Hall Volkswagen Mazda,39583.0,Tornado Gray,,2015 Audi A3 2.0T Premium Sedan,2015.0,Audi,17796.0,888-612-9983 888-612-9986,Gregory Hyundai,39825.0,Mythos black metallic,TITANIUM GRAY
20485,WBXHT3Z33H4A55142,WBAJA7C37HG458103,2017 BMW X1 xDrive 28i,2017,BMW,33895.0,(608) 807-5359,Kayser Ford Lincoln,10529.0,Gray,Black,2017 BMW 530i xDrive Sedan,2017.0,BMW,,847-265-1122,Zeigler Nissan Gurnee,8914.0,Alpine White,BLACK
20499,WBXHT3C3XH5F82257,WBAJA7C37HG458103,2017 BMW X1 xDrive 28i,2017,BMW,34385.0,(414) 939-8502,International Autos,8778.0,Alpine White,Black,2017 BMW 530i xDrive Sedan,2017.0,BMW,,847-265-1122,Zeigler Nissan Gurnee,8914.0,Alpine White,BLACK
21261,WA1CMAFP4EA065828,WA1LFAFP0EA063262,2014 Audi Q5 Premium Plus,2014,Audi,27995.0,(414) 455-6995,"AutoSource Motors, Inc.",39580.0,Brilliant Black,Black,2014 Audi Q5 2.0T Premium Plus SUV,2014.0,Audi,28250.0,414-543-3000,INTERNATIONAL AUTOS GROUP,39472.0,Cuvee Silver Metallic,Pistachio Beige
21268,WAULFAFH4EN011282,WA1LFAFP0EA063262,2014 Audi A5 Premium Plus,2014,Audi,28977.0,(414) 395-8880,Selig Auto Sales and Leasing,39181.0,Black,Saddle,2014 Audi Q5 2.0T Premium Plus SUV,2014.0,Audi,28250.0,414-543-3000,INTERNATIONAL AUTOS GROUP,39472.0,Cuvee Silver Metallic,Pistachio Beige
21501,5UXWX9C55D0D05230,5UXWX9C55D0D05230,2013 BMW X3 xDrive28i,2013,BMW,27900.0,(815) 402-3517,Galena Chrysler,39811.0,Silver,Black / Light Graystone,2013 BMW X3 Xdrive28I WAGON,2013.0,BMW,27900.0,888-678-9662 888-713-6429,Galena Chrysler,39811.0,Silver,BLACK/LIGHT GRAYSTONE
21547,WBA3B3G54FNR87396,WBA5A7C50FD625077,2015 BMW 328 i xDrive,2015,BMW,29882.0,(888) 570-3759,Zimbrick BMW,30694.0,Mineral Gray Metallic,Black Dakota Leather,2015 BMW 528i xDrive Sedan,2015.0,BMW,29333.0,888-258-1784 888-258-6303,Concours BMW,31606.0,Space Gray Metallic,BLACK
21599,WBA3K5C5XFK301929,WBA3K5C5XFK301929,2015 BMW 328d xDrive,2015,BMW,30140.0,(920) 717-1525,Napleton Chevrolet Buick,39251.0,,,Used 2015 BMW 328d xDrive Sports Wagon,2015.0,BMW,30140.0,(920) 626-6080,Frank Porth Chevrolet Buick,39251.0,Jet Black,Black
22229,WBAUU3C59BA541542,WBAUU3C59BA541542,2011 BMW 328 i xDrive,2011,BMW,13495.0,(414) 939-8502,International Autos,111398.0,Titanium Silver Metallic,Black,2011 BMW 328i xDrive 328i Xdrive Sports Wagon,2011.0,BMW,13495.0,,International Alfa Romeo,111398.0,Titanium Silver Metallic,Black
22454,WBAJE7C32HG478778,WBAJE7C32HG478778,2017 BMW 540 i xDrive,2017,BMW,59990.0,(888) 570-3759,Zimbrick BMW,15893.0,Alpine White,Black,2017 BMW 5 Series 540i xDrive Sedan,2017.0,BMW,59990.0,888-237-4721 877-654-8272,Zimbrick BMW,15893.0,Alpine White,Black
22540,WA1LFAFP3FA108602,WA1DGAFP7FA108734,2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,,(414) 375-2115,Audi North Shore,24370.0,Brilliant Black,Black,2015 Audi Q5 3.0T Premium Plus SUV,2015.0,Audi,40950.0,414-543-3000,INTERNATIONAL AUTOS GROUP,22974.0,Daytona Gray Pearl Effect,Black
23422,WA1ECCFS4HR015934,WA1ECCFS7HR015748,2017 Audi Q3 2.0T Premium quattro,2017,Audi,26449.0,(608) 338-1543,Kayser Chrysler Center,21894.0,Brilliant Black,Black,2017 Audi Q3 2.0T Premium SUV,2017.0,Audi,27385.0,866-752-3695,Kayser Nissan,22498.0,Brilliant black,BLACK
23844,WA1LAAF75JD001766,WA1VAAF79JD004212,2018 Audi Q7 3.0T Premium,2018,Audi,,(414) 375-2115,Audi North Shore,5179.0,Orca Black Metallic,Black,2018 Audi Q7 3.0T Prestige SUV,2018.0,Audi,72500.0,414-543-3000,INTERNATIONAL AUTOS GROUP,6117.0,Florett Silver Metallic,Black
24175,WAUKGAFB9BN063894,WAUKGAFB9BN063894,2011 Audi A6 3.0T Prestige,2011,Audi,14588.0,(414) 455-6995,"AutoSource Motors, Inc.",77614.0,Night Blue Pearl,Cardamom Beige,2011 Audi A6 4dr Sedan quattro 3.0T Prestige,2011.0,Audi,14588.0,888-784-8893,Autosource Motors Inc.,77614.0,Night Blue Pearl,Cardamom Beige
24261,WA1ECCFS9HR004749,WA1ECCFS9HR004749,2017 Audi Q3 2.0T Premium,2017,Audi,28956.0,(262) 347-4170,Wilde Chrysler Jeep Dodge Ram & Subaru,26242.0,Mythos Black Metallic,Black,2017 Audi Q3 Premium,2017.0,Audi,,877-437-4505,Wilde Chrysler Jeep Dodge Subaru,26242.0,Mythos Black Metallic,BLACK
24279,4JGDF7CE1EA403577,4JGDF7CE1EA403577,2014 Mercedes-Benz  GL 450 4MATIC,2014,Mercedes-Benz,33424.0,(866) 508-6541,Boucher Hyundai,54577.0,Black,Black,Used 2014 Mercedes-Benz GL-Class GL 450,2014.0,Mercedes-Benz,33424.0,888-383-3649 866-508-6541,Boucher Hyundai,54577.0,Black,Black
24292,5UXWY3C55G0N86974,5UXWX9C56G0D88008,2016 BMW X3 xDrive28d,2016,BMW,34998.0,(262) 207-2339,CarMax Waukesha,31017.0,White,Black,2016 BMW X3 xDrive28i SAV,2016.0,BMW,33350.0,847-265-1122,Zeigler Nissan Gurnee,29615.0,Black Sapphire Metallic,BLACK
24642,WBA3B3G59FNT68521,WBA3B3G59FNT68521,2015 BMW 328 i xDrive,2015,BMW,24306.0,(877) 591-3075,BMW of Milwaukee North,44611.0,Black Sapphire Metallic,Black / Red,2015 BMW 328i xDrive Sedan,2015.0,BMW,24306.0,888-258-1784 888-258-6303,Concours BMW,44611.0,Black Sapphire Metallic,BLACK
24758,JTJBARBZ6F2021449,JTJBARBZ6F2021449,2015 Lexus NX 200t 200T,2015,Lexus,33000.0,(414) 973-2600,Lexus of Milwaukee,36738.0,Eminent White Pearl,Flaxen,2015 LEXUS NX,2015.0,Lexus,33000.0,(414) 386-1368,Lexus of Milwaukee,36738.0,Eminent White Pearl,FLAXEN
24860,WBA5A7C57FD623259,WBA3B9G51FNR93417,2015 BMW 528 i xDrive,2015,BMW,,(815) 261-4475,BMW and Mazda of Crystal Lake,22699.0,Gray,,2015 BMW 3 Series 4dr Sdn 335i xDrive AWD,2015.0,BMW,35990.0,608-620-7188,Zimbrick Inc,23320.0,Black Sapphire Metallic,Black Dakota Leather
24942,JTHCF1D22F5021701,JTHCF1D21F5023519,2015 Lexus IS 250 Base,2015,Lexus,26661.0,(866) 786-0878,Andrew Toyota,14325.0,Nebula Gray Pearl,Black,2015 LEXUS IS 250 Crafted Line Sedan All Wheel Drive,2015.0,Lexus,27998.0,(224) 993-9001,AutoNation Toyota Libertyville,13515.0,Atomic Silver,BLACK
24949,JTHBK1GG7F2188202,JTHCF1D21F5023519,2015 Lexus ES 350 4dr Sedan,2015,Lexus,26230.0,(877) 682-3020,VROOM (Milwaukee),14175.0,Gray,Black,2015 LEXUS IS 250 Crafted Line Sedan All Wheel Drive,2015.0,Lexus,27998.0,(224) 993-9001,AutoNation Toyota Libertyville,13515.0,Atomic Silver,BLACK
25766,WBAUU3C5XBA542781,WBAPK7C58BA973064,2011 BMW 328 i xDrive,2011,BMW,14995.0,(414) 219-1531,Corner Choice Motors,83237.0,Black,,2011 BMW 3-Series 328i xDrive,2011.0,BMW,13000.0,866-901-0639,Car City Inc,83917.0,White,Leather
25797,WAUSFAFR1FA034306,WA1LFAFPXFA070625,2015 Audi A5 2.0T Premium Plus quattro,2015,Audi,29000.0,(414) 939-8502,International Autos,31540.0,Monsoon Gray Metallic,Brown,2015 Audi Q5 2.0T Premium Plus SUV,2015.0,Audi,30750.0,414-543-3000,INTERNATIONAL AUTOS GROUP,31077.0,Glacier White Metallic,Black
25812,WAUFGAFC4FN017146,WA1LFAFPXFA070625,2015 Audi A6 3.0T Premium Plus,2015,Audi,30989.0,(608) 338-1462,Zimbrick Hyundai Eastside,29591.0,Oolong Gray Metallic,Black,2015 Audi Q5 2.0T Premium Plus SUV,2015.0,Audi,30750.0,414-543-3000,INTERNATIONAL AUTOS GROUP,31077.0,Glacier White Metallic,Black
26045,WDDZF4KB0HA206992,WDDZF4KB5HA229121,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57781.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,4387.0,Obsidian Black Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56892.0,877-650-2166,Umansky Motor Cars,5044.0,Selenite Gray Metallic,BLACK
26049,WDDZF4KBXHA203839,WDDZF4KB5HA229121,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55085.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4320.0,Selenite Grey Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56892.0,877-650-2166,Umansky Motor Cars,5044.0,Selenite Gray Metallic,BLACK
26050,WDDZF4KB3HA152524,WDDZF4KB5HA229121,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57304.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,5356.0,Black,Macchiato Beige / Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56892.0,877-650-2166,Umansky Motor Cars,5044.0,Selenite Gray Metallic,BLACK
26054,WDDZF4KB5HA229121,WDDZF4KB5HA229121,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,56892.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,5044.0,Selenite Grey Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56892.0,877-650-2166,Umansky Motor Cars,5044.0,Selenite Gray Metallic,BLACK
26640,WAUHMAFC0EN006709,WAUFMAFC0EN013697,2014 Audi A6 3.0 TDI Premium Plus quattro,2014,Audi,29817.0,(262) 229-4393,Fields Jaguar Land Rover Volvo Waukesha,51336.0,Black,Black,2014 Audi A6 3.0 TDI Premium Plus quattro Sedan,2014.0,Audi,27887.0,(855) 416-3161,Van Horn Latino,49633.0,White,Titanium Gray
27077,WAUGFAFC3FN034138,WAU3FLFF1F1037339,2015 Audi A6 2.0T Premium,2015,Audi,27480.0,(877) 682-3020,VROOM (Milwaukee),23548.0,White,Black,2015 Audi A3 2.0T Premium Plus Convertible 4-Cylinder TFSI,2015.0,Audi,25778.0,866-765-8730 866-665-3737,Libertyville Lincoln,23846.0,Chrome,BLACK
27112,WA1LFAFP3FA108602,WAU3FLFF1F1037339,2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,,(414) 375-2115,Audi North Shore,24370.0,Brilliant Black,Black,2015 Audi A3 2.0T Premium Plus Convertible 4-Cylinder TFSI,2015.0,Audi,25778.0,866-765-8730 866-665-3737,Libertyville Lincoln,23846.0,Chrome,BLACK
27419,5UXKS4C31H0Y16323,5UXKT0C31H0V95604,2017 BMW X5 xDrive35d,2017,BMW,59942.0,(888) 570-3759,Zimbrick BMW,9547.0,Mineral White Metallic,Black Dakota Leather,2017 BMW X5 xDrive40e With Navigation & AWD,2017.0,BMW,58777.0,847-381-8900,Motor Werks Honda,9548.0,Black Sapphire Metallic,Black
27573,2T2BZMCA2HC076052,2T2BZMCA2HC076052,2017 Lexus RX 350 350,2017,Lexus,45900.0,(414) 375-4932,Lexus of Milwaukee,5792.0,Silver Lining Metallic,Gray,2017 LEXUS RX,2017.0,Lexus,45900.0,(414) 386-1368,Lexus of Milwaukee,5792.0,Silver Lining Metallic,STRATUS GRAY
