name,year,maker,price,seller_name,seller_phone,miles,exterior_color,interior_color,transmission,drivetrain,vin,id
2011 BMW 3-SERIES 328I XDRIVE 3L 6inline AWD 6-speed MANUAL,2011.0,BMW,11995.0,Classic Motorcars,866-541-6288,70614.0,ALPINE WHITE,OYSTER/BLACK,Manual,All Wheel Drive,WBAPK7C55BA816401,405
2011 BMW 3-SERIES 328I XDRIVE 3L 6inline AWD,2011.0,BMW,11995.0,Classic Motorcars,866-541-6288,83848.0,BLACK SAPPHIRE METALLIC,OYSTER/BLACK,Manual,All Wheel Drive,WBAPK7C54BA969819,406
2013 BMW 1 SERIES 128I SULEV 3L 6inline 2WD,2013.0,BMW,17995.0,Classic Motorcars,866-541-6288,41120.0,,,Manual,Rear Wheel Drive,WBAUN1C52DVR00811,407
2002 BMW 325i Sedan,2002.0,BMW,3595.0,Benoy Motor Sales,(888) 696-3954,158480.0,Black,BLACK LEATHER,Manual,Rear Wheel Drive,WBAET37452NJ20919,408
Used 2012 BMW 528i xDrive Sedan,2012.0,BMW,17216.0,Reichert Chevrolet Buick of Woodstock,(815) 321-4542,64153.0,Mojave Metallic,Venetian Beige,Automatic,All Wheel Drive,WBAXH5C52CDW02551,409
2013 BMW 3 SERIES,2013.0,BMW,13999.0,GA Auto Inc,(847) 603-2353,60366.0,SILVER,GRAY,Manual,All Wheel Drive,WBAKF3C55DJ386007,410
2011 BMW Z4 sDrive35i-TWO DOOR CONVERTIBLE-AUTO-RWD-BROWN LEATHER,2011.0,BMW,25999.0,Holiday Chrysler Dodge Jeep Ram,888-983-8794,48677.0,Jet Black,,Manual,Rear Wheel Drive,WBALM7C58BE382752,411
2011 BMW Z4 SDRIVE35I-NAV-HEATED SEATS-AUTO-RWD-CONVERTIBLE,2011.0,BMW,27999.0,Holiday Chrysler Dodge Jeep Ram,888-983-8794,18901.0,Black Sapphire Metallic,,Manual,Rear Wheel Drive,WBALM7C5XBE384275,412
Used 2017 BMW X3 xDrive35i Sports Activity Vehicle,2017.0,BMW,35498.0,Holiday Automotive,(877) 860-9048,46640.0,Black Sapphire Metallic,Black,Automatic,All Wheel Drive,5UXWX7C51H0S19680,413
Used 2015 BMW 320i xDrive Sedan,2015.0,BMW,22598.0,Holiday Automotive,(877) 860-9048,31718.0,Jet Black,Black,Automatic,All Wheel Drive,WBA3C3G50FNS72967,414
Used 2015 BMW X1 xDrive28i xDrive28i,2015.0,BMW,23699.0,Van Horn Hyundai Fond Du Lac,,31275.0,Black Sapphire Metallic,Black,Automatic,All Wheel Drive,WBAVL1C50FVY34112,415
Used 2014 BMW X1 xDrive28i xDrive28i,2014.0,BMW,19299.0,Van Horn Hyundai Fond Du Lac,,37430.0,Glacier Silver Metallic,Black,Automatic,All Wheel Drive,WBAVL1C52EVY15527,416
Used 2010 BMW M3 Base,2010.0,BMW,22488.0,Van Horn Hyundai Fond Du Lac,,102876.0,Alpine White,Beige,Manual,Rear Wheel Drive,WBSPM9C52AE202270,417
2011 BMW 335is is,2011.0,BMW,22995.0,Boucher Volkswagen of Franklin,866-301-0104 866-571-8206,62655.0,Titanium Silver Metallic,Black w/Dakota Leather Upholstery,Manual,Rear Wheel Drive,WBAKG1C54BE362840,418
2013 BMW 3 Series 328i xDrive,2013.0,BMW,17499.0,Nationwide Auto Sales,414-875-8931,43159.0,Alpine White,Black,Automatic,All Wheel Drive,WBA3B5G57DNP40480,419
2015 BMW 3 Series 328i xDrive,2015.0,BMW,23944.0,Nationwide Auto Sales,414-875-8931,44840.0,Alpine White,Venetian Beige,Automatic,All Wheel Drive,WBA3B5C50FF959493,420
2016 BMW X5 xDrive35i,2016.0,BMW,36546.0,Nationwide Auto Sales,414-875-8931,41785.0,Alpine White,Black,Automatic,All Wheel Drive,5UXKR0C58G0S86419,421
2007 BMW 3-Series 328xi,2007.0,BMW,6995.0,Salem Autosports,,106135.0,Gray,Leather,Manual,All Wheel Drive,WBAVC73597KP33169,422
2016 BMW 340i xDrive Sedan,2016.0,BMW,38900.0,5 Corners Dodge,262-375-3900,16862.0,White,UNSPECIFIED,Automatic,All Wheel Drive,WBA8B7G50GNT14409,423
2018 BMW 330i xDrive Sedan,2018.0,BMW,47510.0,Concours BMW,888-258-1784 888-258-6303,4842.0,Mineral Gray,VENETIAN BEIGE,,All Wheel Drive,WBA8D9G53JNU67833,424
2017 BMW 330e iPerformance Sedan,2017.0,BMW,45888.0,Concours BMW,888-258-1784 888-258-6303,10003.0,Black Sapphire,BLACK,,,WBA8E1C52HK480072,425
2011 BMW 328i xDrive Sedan,2011.0,BMW,10555.0,Concours BMW,888-258-1784 888-258-6303,117399.0,Space Gray Metallic,BLACK,Manual,All Wheel Drive,WBAPK7C50BF086853,426
2011 BMW 328i xDrive Sedan,2011.0,BMW,11500.0,Concours BMW,888-258-1784 888-258-6303,91753.0,Alpine White,,Manual,All Wheel Drive,WBAPK7C54BF195882,427
2011 BMW 328i xDrive Coupe,2011.0,BMW,12000.0,Concours BMW,888-258-1784 888-258-6303,82290.0,Jet Black,BLACK,Manual,All Wheel Drive,WBAKF3C58BE442589,428
2015 BMW 328i xDrive xDrive Wagon,2015.0,BMW,32222.0,Concours BMW,888-258-1784 888-258-6303,29221.0,Imperial Blue Metallic,BLACK,Automatic,All Wheel Drive,WBA3G7C55FK297060,429
2014 BMW 328i xDrive Sport Wagon,2014.0,BMW,27555.0,Concours BMW,888-258-1784 888-258-6303,37872.0,Black,BLACK,Automatic,All Wheel Drive,WBA3G7C58EKN36728,430
2015 BMW 328i xDrive xDrive Wagon,2015.0,BMW,30622.0,Concours BMW,888-258-1784 888-258-6303,28607.0,Jet Black,BLACK,Automatic,All Wheel Drive,WBA3G7C55FK296720,431
2015 BMW 328i xDrive Sedan,2015.0,BMW,25958.0,Concours BMW,888-258-1784 888-258-6303,23349.0,Mineral Gray Metallic,BLACK,Automatic,All Wheel Drive,WBA3B3C56FF546014,432
2015 BMW 328i xDrive Sedan,2015.0,BMW,24306.0,Concours BMW,888-258-1784 888-258-6303,44611.0,Black Sapphire Metallic,BLACK,Automatic,All Wheel Drive,WBA3B3G59FNT68521,433
2015 BMW 328i xDrive Sedan,2015.0,BMW,26929.0,Concours BMW,888-258-1784 888-258-6303,29919.0,Mineral Gray Metallic,BLACK,Automatic,All Wheel Drive,WBA3B3C52FF545622,434
2015 BMW 328i xDrive Sedan,2015.0,BMW,25998.0,Concours BMW,888-258-1784 888-258-6303,31716.0,Black Sapphire Metallic,BLACK,Automatic,All Wheel Drive,WBA3B3G55FNR85866,435
2015 BMW 328i xDrive Sedan,2015.0,BMW,25984.0,Concours BMW,888-258-1784 888-258-6303,30632.0,Black Sapphire Metallic,BLACK,Automatic,All Wheel Drive,WBA3B3G58FNT18175,436
2016 BMW 328i i xDrive Sedan,2016.0,BMW,32777.0,Concours BMW,888-258-1784 888-258-6303,9756.0,Mineral Gray Metallic,BLACK,Automatic,All Wheel Drive,WBA8E3G55GNT76310,437
2015 BMW 320i xDrive Sedan,2015.0,BMW,22487.0,Concours BMW,888-258-1784 888-258-6303,29696.0,Mineral Gray,,Automatic,All Wheel Drive,WBA3C3G53FNS73322,438
2017 BMW X1 xDrive28i SAV,2017.0,BMW,42555.0,Concours BMW,888-258-1784 888-258-6303,4697.0,Mineral Gray,MOCHA,Automatic,All Wheel Drive,WBXHT3Z30H4A57608,439
2017 BMW X1 xDrive28i SAV,2017.0,BMW,37776.0,Concours BMW,888-258-1784 888-258-6303,4786.0,Mineral Gray,BLACK,Automatic,All Wheel Drive,WBXHT3C32H5F85881,440
2015 BMW M5 Sedan,2015.0,BMW,61899.0,Concours BMW,888-258-1784 888-258-6303,20014.0,Sakhir Orange,,Automated Manual,Rear Wheel Drive,WBSFV9C55FD594375,441
2013 BMW 650i Coupe,2013.0,BMW,38555.0,Concours BMW,888-258-1784 888-258-6303,25828.0,Imola Red,BLACK,Automatic,All Wheel Drive,WBAYM1C59DDZ02520,442
2013 BMW 550i xDrive Sedan,2013.0,BMW,25993.0,Concours BMW,888-258-1784 888-258-6303,52810.0,Citrin Black Metallic,BLACK,Automatic,All Wheel Drive,WBAFU9C51DDY70944,443
2011 BMW 535i xDrive Sedan,2011.0,BMW,12722.0,Concours BMW,888-258-1784 888-258-6303,126449.0,Space Gray Metallic,BLACK,Automatic,All Wheel Drive,WBAFU7C54BC877944,444
2011 BMW 535i xDrive Sedan,2011.0,BMW,11888.0,Concours BMW,888-258-1784 888-258-6303,150164.0,Blue,,Automatic,All Wheel Drive,WBAFU7C59BDU54027,445
2013 BMW 535i Sedan,2013.0,BMW,18222.0,Concours BMW,888-258-1784 888-258-6303,101129.0,Black,BLACK,Manual,Rear Wheel Drive,WBAFR7C5XDDU78826,446
2015 BMW 535i xDrive Sedan,2015.0,BMW,26855.0,Concours BMW,888-258-1784 888-258-6303,72391.0,Gray,,Automatic,All Wheel Drive,WBA5B3C58FD547962,447
2015 BMW 535i xDrive Sedan,2015.0,BMW,31777.0,Concours BMW,888-258-1784 888-258-6303,52401.0,Black,,Automatic,All Wheel Drive,WBA5B3C55FD542797,448
2015 BMW 535i xDrive Sedan,2015.0,BMW,28622.0,Concours BMW,888-258-1784 888-258-6303,59052.0,Black Metallic,BLACK,Automatic,All Wheel Drive,WBA5B3C5XFD544609,449
2015 BMW 535i xDrive Sedan,2015.0,BMW,32976.0,Concours BMW,888-258-1784 888-258-6303,36198.0,Black Sapphire Metallic,BLACK,Automatic,All Wheel Drive,WBA5B3C59FD543614,450
2016 BMW 535i xDrive Sedan,2016.0,BMW,46622.0,Concours BMW,888-258-1784 888-258-6303,12854.0,Dark Graphite,BLACK,Automatic,All Wheel Drive,WBA5B3C51GD549716,451
2016 BMW 535i xDrive Sedan,2016.0,BMW,46441.0,Concours BMW,888-258-1784 888-258-6303,14528.0,Mineral Gray Metallic,BLACK,Automatic,All Wheel Drive,WBA5B3C53GG255944,452
2017 BMW 535i xDrive Gran Turismo,2017.0,BMW,62422.0,Concours BMW,888-258-1784 888-258-6303,4337.0,Carbon Black Metallic,BLACK,,All Wheel Drive,WBA5M4C51HD187002,453
2006 BMW 530xiT Wagon,2006.0,BMW,7797.0,Concours BMW,888-258-1784 888-258-6303,150894.0,Jet Black,,Manual,All Wheel Drive,WBANN73526CN03007,454
2017 BMW 530i Sedan,2017.0,BMW,49555.0,Concours BMW,888-258-1784 888-258-6303,5092.0,Glacier Silver,BLACK,,Rear Wheel Drive,WBAJA5C38HG456445,455
2015 BMW 528i xDrive Sedan,2015.0,BMW,29333.0,Concours BMW,888-258-1784 888-258-6303,31606.0,Space Gray Metallic,BLACK,Automatic,All Wheel Drive,WBA5A7C50FD625077,456
2017 BMW 530i xDrive Sedan,2017.0,BMW,52989.0,Concours BMW,888-258-1784 888-258-6303,4497.0,Alpine White,BLACK,Automatic,All Wheel Drive,WBAJA7C39HG905286,457
2015 BMW 528i xDrive Sedan,2015.0,BMW,31333.0,Concours BMW,888-258-1784 888-258-6303,15076.0,Jet Black,BLACK,Automatic,All Wheel Drive,WBA5A7C57FD626565,458
2015 BMW 528i xDrive Sedan,2015.0,BMW,27987.0,Concours BMW,888-258-1784 888-258-6303,41982.0,Black Sapphire Metallic,BLACK,Automatic,All Wheel Drive,WBA5A7C59FD620752,459
2015 BMW 435i xDrive Convertible,2015.0,BMW,40091.0,Concours BMW,888-258-1784 888-258-6303,29899.0,Black Sapphire Metallic,BLACK/BLUE HIGHLIGHT,Automatic,All Wheel Drive,WBA3T7C52FP942763,460
2005 BMW 525i Sedan,2005.0,BMW,6000.0,Concours BMW,888-258-1784 888-258-6303,165000.0,Titanium Gray Metallic,BLACK,Manual,Rear Wheel Drive,WBANA53595B857787,461
2017 BMW 430i xDrive w/SULEV Gran Coupe,2017.0,BMW,43888.0,Concours BMW,888-258-1784 888-258-6303,9058.0,Imperial Blue,BLACK,Automatic,All Wheel Drive,WBA4F9C30HG812246,462
2017 BMW 430i xDrive w/SULEV Gran Coupe,2017.0,BMW,48555.0,Concours BMW,888-258-1784 888-258-6303,8937.0,Glacier Silver Metallic,BLACK,Automatic,All Wheel Drive,WBA4F9C32HG812006,463
2017 BMW 430i xDrive w/SULEV Gran Coupe,2017.0,BMW,48776.0,Concours BMW,888-258-1784 888-258-6303,9091.0,Glacier Silver,BLACK,Automatic,All Wheel Drive,WBA4F9C36HG812641,464
2017 BMW 430i xDrive SULEV Coupe,2017.0,BMW,45333.0,Concours BMW,888-258-1784 888-258-6303,9717.0,Mineral Grey,OYSTER,Automatic,All Wheel Drive,WBA4R9C50HK878611,465
2018 BMW 430i xDrive Gran Coupe,2018.0,BMW,49520.0,Concours BMW,888-258-1784 888-258-6303,5646.0,Alpine White,BLACK,,,WBA4J3C52JBG94882,466
2018 BMW 430i xDrive Convertible,2018.0,BMW,39899.0,Concours BMW,888-258-1784 888-258-6303,19313.0,Black Sapphire Metallic,BLACK,,,WBA4Z3C5XJEC47823,467
2018 BMW 430i xDrive Gran Coupe,2018.0,BMW,44887.0,Concours BMW,888-258-1784 888-258-6303,4656.0,Alpine White,BLACK,,,WBA4J3C50JBG91639,468
2018 BMW 430i xDrive Gran Coupe,2018.0,BMW,48855.0,Concours BMW,888-258-1784 888-258-6303,4462.0,Jet Black,BLACK,,,WBA4J3C5XJBG91177,469
2011 BMW X3 xDrive28i SAV,2011.0,BMW,15555.0,Concours BMW,888-258-1784 888-258-6303,90822.0,Silver,,Automatic,All Wheel Drive,5UXWX5C55BL714197,470
2009 BMW X3 xDrive30i SAV,2009.0,BMW,8777.0,Concours BMW,888-258-1784 888-258-6303,139297.0,Black Sapphire Metallic,BLACK,Manual,All Wheel Drive,WBXPC93419WJ26955,471
2015 BMW X3 xDrive28i SAV,2015.0,BMW,33555.0,Concours BMW,888-258-1784 888-258-6303,18978.0,Jet Black,BLACK,Automatic,All Wheel Drive,5UXWX9C51F0D61071,472
2017 BMW X3 xDrive28i SAV,2017.0,BMW,39581.0,Concours BMW,888-258-1784 888-258-6303,8700.0,Glacier Silver Metallic,BLACK,Automatic,All Wheel Drive,5UXWX9C56H0T13226,473
2017 BMW X3 xDrive28i SAV,2017.0,BMW,39875.0,Concours BMW,888-258-1784 888-258-6303,5367.0,Space Gray Metallic,BLACK,Automatic,All Wheel Drive,5UXWX9C57H0T13509,474
2017 BMW X3 xDrive28i SAV,2017.0,BMW,45995.0,Concours BMW,888-258-1784 888-258-6303,4966.0,Space Gray,BLACK,Automatic,All Wheel Drive,5UXWX9C35H0W75322,475
2017 BMW X3 xDrive28i SAV,2017.0,BMW,44955.0,Concours BMW,888-258-1784 888-258-6303,4766.0,Black Sapphire,BLACK,Automatic,All Wheel Drive,5UXWX9C33H0W70152,476
2017 BMW X3 xDrive28i SAV,2017.0,BMW,42995.0,Concours BMW,888-258-1784 888-258-6303,9176.0,Space Gray Metallic,BROWN,Automatic,All Wheel Drive,5UXWX9C51H0T14008,477
2017 BMW X3 xDrive28i SAV,2017.0,BMW,34888.0,Concours BMW,888-258-1784 888-258-6303,23943.0,Black,,Automatic,All Wheel Drive,5UXWX9C30H0T24091,478
2017 BMW X3 xDrive28i SAV,2017.0,BMW,46295.0,Concours BMW,888-258-1784 888-258-6303,2.0,Chestnut Bronze,OYSTER,Automatic,All Wheel Drive,5UXWX9C32H0W75665,479
2015 BMW X1 xDrive28i SUV,2015.0,BMW,18888.0,Concours BMW,888-258-1784 888-258-6303,54659.0,Midnight Blue Metallic,BEIGE,Automatic,All Wheel Drive,WBAVL1C59FVY29216,480
2015 BMW X1 xDrive28i SUV,2015.0,BMW,22987.0,Concours BMW,888-258-1784 888-258-6303,45414.0,Deep Sea Blue Metallic,SAND BEIGE,Automatic,All Wheel Drive,WBAVL1C52FVY33592,481
2016 BMW X1 xDrive28i SUV,2016.0,BMW,30987.0,Concours BMW,888-258-1784 888-258-6303,18250.0,Alpine White,BLACK,,,WBXHT3Z30G4A48227,482
2017 BMW X1 xDrive28i SAV,2017.0,BMW,36777.0,Concours BMW,888-258-1784 888-258-6303,5368.0,Mineral Gray Metallic,,Automatic,All Wheel Drive,WBXHT3C33H5F70564,483
2017 BMW X1 xDrive28i SAV,2017.0,BMW,38490.0,Concours BMW,888-258-1784 888-258-6303,9055.0,Alpine White,CANBERRA BEIGE,Automatic,All Wheel Drive,WBXHT3C32H5F83029,484
2018 BMW 430i xDrive Gran Coupe,2018.0,BMW,51555.0,Concours BMW,888-258-1784 888-258-6303,5752.0,Carbon Black,BLACK,,,WBA4J3C53JBG91425,485
2014 BMW 428i xDrive xDrive Coupe,2014.0,BMW,26889.0,Concours BMW,888-258-1784 888-258-6303,34860.0,Melbourne Red,,Automatic,All Wheel Drive,WBA3N5C51EK196087,486
2015 BMW 428i xDrive Coupe,2015.0,BMW,29733.0,Concours BMW,888-258-1784 888-258-6303,46293.0,Black Sapphire Metallic,BLACK,Automatic,All Wheel Drive,WBA4A7C59FD413841,487
2017 BMW 340i xDrive Sedan,2017.0,BMW,46888.0,Concours BMW,888-258-1784 888-258-6303,6815.0,Black Sapphire Metallic,BLACK,,All Wheel Drive,WBA8B7G36HNU37891,488
2014 BMW 335i xDrive Sedan,2014.0,BMW,29944.0,Concours BMW,888-258-1784 888-258-6303,36532.0,White,,Automatic,All Wheel Drive,WBA3B9G57ENR92805,489
2009 BMW 335i Convertible,2009.0,BMW,12938.0,Concours BMW,888-258-1784 888-258-6303,96725.0,Jet Black,BLACK,Manual,Rear Wheel Drive,WBAWL73509P181751,490
2015 BMW 335i Sedan,2015.0,BMW,30444.0,Concours BMW,888-258-1784 888-258-6303,41620.0,Mineral Gray,,Automatic,Rear Wheel Drive,WBA3A9G59FNS66271,491
2006 BMW 330xi Sedan,2006.0,BMW,7888.0,Concours BMW,888-258-1784 888-258-6303,119603.0,Jet Black,BLACK,Manual,All Wheel Drive,WBAVD33576KV62085,492
2006 BMW 330xi Sedan,2006.0,BMW,5750.0,Concours BMW,888-258-1784 888-258-6303,188970.0,Jet Black,,Manual,All Wheel Drive,WBAVD33596KV59088,493
2017 BMW 330i xDrive Sports Wagon,2017.0,BMW,49878.0,Concours BMW,888-258-1784 888-258-6303,4685.0,Mineral Gray,BLACK,Automatic,All Wheel Drive,WBA8K3C35HA022910,494
2017 BMW 330i xDrive Sedan,2017.0,BMW,46555.0,Concours BMW,888-258-1784 888-258-6303,4597.0,Glacier Silver,BLACK,Automatic,All Wheel Drive,WBA8D9G3XHNU63058,495
2017 BMW 330i xDrive Sedan,2017.0,BMW,38987.0,Concours BMW,888-258-1784 888-258-6303,9916.0,Mineral Gray Metallic,BLACK,,,WBA8D9C51HK677803,496
2017 BMW 330i xDrive Sedan,2017.0,BMW,45987.0,Concours BMW,888-258-1784 888-258-6303,4771.0,Mineral Gray,BLACK,,,WBA8D9C58HK678110,497
2017 BMW 330i xDrive Sedan,2017.0,BMW,38777.0,Concours BMW,888-258-1784 888-258-6303,9981.0,Blue Metallic,OYSTER,,,WBA8D9G50HNU58694,498
2017 BMW 330i xDrive Gran Turismo,2017.0,BMW,43899.0,Concours BMW,888-258-1784 888-258-6303,4179.0,Mineral Gray Metallic,BLACK,Automatic,All Wheel Drive,WBA8Z9C50HG452986,499
2017 BMW 330i xDrive Sports Wagon,2017.0,BMW,47555.0,Concours BMW,888-258-1784 888-258-6303,5120.0,Mineral White,SADDLE BROWN,Automatic,All Wheel Drive,WBA8K3C31HA022967,500
2011 BMW X5 xDrive50i SAV,2011.0,BMW,16782.0,Concours BMW,888-258-1784 888-258-6303,87800.0,Titanium Silver Metallic,BLACK,Automatic,All Wheel Drive,5UXZV8C51BL421336,501
2015 BMW i3 with Range Extender Hatchback,2015.0,BMW,24887.0,Concours BMW,888-258-1784 888-258-6303,11462.0,Arravani Gray w BMW i Frozen Blue Accent,TERA DALBERGIA BROWN,Direct Drive,Rear Wheel Drive,WBY1Z4C56FV504216,502
2017 BMW X5 eDrive xDrive40e iPerformance SAV,2017.0,BMW,59919.0,Concours BMW,888-258-1784 888-258-6303,11085.0,Alpine White,BLACK,Automatic,All Wheel Drive,5UXKT0C37H0V97552,503
2017 BMW X5 xDrive35i SAV,2017.0,BMW,58455.0,Concours BMW,888-258-1784 888-258-6303,10870.0,Space Gray,BLACK,Automatic,All Wheel Drive,5UXKR0C32H0V79538,504
2015 BMW X5 xDrive35i SUV,2015.0,BMW,37699.0,Concours BMW,888-258-1784 888-258-6303,37204.0,Imperial Blue,,Automatic,All Wheel Drive,5UXKR0C58F0K67707,505
2018 BMW X5 xDrive35i SAV,2018.0,BMW,58335.0,Concours BMW,888-258-1784 888-258-6303,4978.0,Alpine White,BLACK,,4-Wheel Drive,5UXKR0C51J0X84257,506
2018 BMW X5 xDrive35i SAV,2018.0,BMW,61494.0,Concours BMW,888-258-1784 888-258-6303,4651.0,Dark Graphite,BLACK,,4-Wheel Drive,5UXKR0C55J0X89610,507
2018 BMW X5 xDrive35i SAV,2018.0,BMW,59885.0,Concours BMW,888-258-1784 888-258-6303,4710.0,Alpine White,BLACK,,4-Wheel Drive,5UXKR0C56J0X84139,508
2018 BMW X5 xDrive35i SAV,2018.0,BMW,63555.0,Concours BMW,888-258-1784 888-258-6303,4737.0,Dark Graphite,BLACK,,4-Wheel Drive,5UXKR0C59J0X85771,509
2018 BMW X5 xDrive35i SAV,2018.0,BMW,62390.0,Concours BMW,888-258-1784 888-258-6303,9081.0,Black Sapphire,BLACK,,4-Wheel Drive,5UXKR0C55J0X85458,510
2015 BMW X4 xDrive28i SUV,2015.0,BMW,35989.0,Concours BMW,888-258-1784 888-258-6303,29048.0,Glacier Silver Metallic,BLACK,Automatic,All Wheel Drive,5UXXW3C52F0M89157,511
2018 BMW X4 M40i Sports Activity Coupe,2018.0,BMW,65555.0,Concours BMW,888-258-1784 888-258-6303,2915.0,Melbourne Red Metallic,IVORY,,4-Wheel Drive,5UXXW7C58J0W64527,512
Pre-Owned 2013 BMW 335i i,2013.0,BMW,19995.0,David Hobbs Honda,414-352-6100,85338.0,Blue,,Manual,Rear Wheel Drive,WBA3A9C58DF477040,513
Pre-Owned 2013 BMW 320i xDrive AWD,2013.0,BMW,18995.0,David Hobbs Honda,414-352-6100,63328.0,Red,,Automatic,All Wheel Drive,WBA3C3C58DF978825,514
Used 2012 BMW 550i xDrive Sedan,2012.0,BMW,15989.0,Andrew Chevrolet,(414) 228-6200,100069.0,Black Sapphire Metallic,Black W/nappa Leather Upholstery,Automatic,All Wheel Drive,WBAFU9C55CC788140,515
Used 2006 BMW 525xi Sedan,2006.0,BMW,7893.0,Infiniti INTERNATIONAL INFINITI NORTH SHORE,(877) 549-8748,87520.0,,Black,Manual,All Wheel Drive,WBANF335X6CS35149,516
Used 2010 BMW X3 xDrive30i AWD 4dr SUV,2010.0,BMW,9892.0,Infiniti INTERNATIONAL INFINITI NORTH SHORE,(877) 549-8748,126896.0,,Black,Manual,All Wheel Drive,WBXPC9C42AWJ36558,517
Used 2011 BMW 335i xDrive Sedan,2011.0,BMW,15993.0,Infiniti INTERNATIONAL INFINITI NORTH SHORE,(877) 549-8748,50138.0,,Black,Manual,All Wheel Drive,WBAPL5C55BA917990,518
Used 2015 BMW X1 xDrive28i AWD 4dr SAV,2015.0,BMW,19493.0,Infiniti INTERNATIONAL INFINITI NORTH SHORE,(877) 549-8748,37245.0,,Black,Automatic,All Wheel Drive,WBAVL1C56FVY27245,519
Certified Pre-Owned 2018 BMW 3 Series 320i xDrive Stock:LJA357730,2018.0,BMW,39435.0,Volkswagen of Milwaukee North,888-336-6441,4850.0,White,Black,,All Wheel Drive,WBA8A3C59JA357730,520
Certified Pre-Owned 2018 BMW X1 xDrive28i Stock:LJ5F88674,2018.0,BMW,41394.0,Volkswagen of Milwaukee North,888-336-6441,4532.0,Gray,Black,,All Wheel Drive,WBXHT3C34J5F88674,521
Pre-Owned 2017 BMW X1 xDrive28i Stock:LH4A56277,2017.0,BMW,43795.0,Volkswagen of Milwaukee North,(888) 336-6441,2005.0,Black,mocha,Automatic,All Wheel Drive,WBXHT3Z39H4A56277,522
Certified Pre-Owned 2015 BMW i3 with Range Extender Stock:AFV500411,2015.0,BMW,24887.0,Volkswagen of Milwaukee North,888-336-6441,11405.0,Laurel Gray Metallic w/BMW i Frozen Blue Accent,Giga Cassia/Carum Spice Gray,Direct Drive,Rear Wheel Drive,WBY1Z4C56FV500411,523
Pre-Owned 2011 BMW 3 Series 335d Stock:JM252390A,2011.0,BMW,12942.0,Volkswagen of Milwaukee North,(888) 336-6441,88840.0,,,Automatic,Rear Wheel Drive,WBAPN7C51BA780343,524
2017 BMW X5 xDrive35i SAV,2017.0,BMW,54444.0,BMW of Milwaukee North,877-591-3075,11035.0,Dark Graphite,CANBERRA BEIGE,Automatic,All Wheel Drive,5UXKR0C31H0V80227,525
2007 BMW 3 Series 328xi Sedan,2007.0,BMW,6942.0,Umansky Motor Cars,877-650-2166,140765.0,Space Gray Metallic,BLACK,Manual,All Wheel Drive,WBAVC93587KX57040,526
2016 BMW X6 xDrive35i Sports Activity Coupe,2016.0,BMW,43998.0,Umansky Motor Cars,877-650-2166,54553.0,Gray,,Automatic,All Wheel Drive,5UXKU2C5XG0N83119,527
2016 BMW X6,2016.0,BMW,54000.0,Lexus of Milwaukee,(414) 386-1368,756.0,Glacier Silver Metallic,BLACK,Automatic,All Wheel Drive,5UXKU2C54G0N84086,528
2013 BMW 5 Series,2013.0,BMW,25000.0,Lexus of Milwaukee,(414) 386-1368,61056.0,Alpine White,BLACK,Automatic,All Wheel Drive,WBAFU9C51DDY70684,529
2014 BMW X3 xDrive28i Xdrive28i SAV,2014.0,BMW,20997.0,Diamond Jim's Motorcars,888-261-9579,69196.0,Mineral Silver Metallic,TAN,Automatic,All Wheel Drive,5UXWX9C57E0D16019,530
2007 BMW X3 3.0si SAV,2007.0,BMW,8997.0,Diamond Jim's Motorcars,888-261-9579,111999.0,Titanium Silver Metallic,TAN,Manual,All Wheel Drive,WBXPC93427WF10596,531
2007 BMW 328xi 328xi Sedan,2007.0,BMW,7495.0,Diamond Jim's Motorcars,888-261-9579,157372.0,Black,BROWN,Manual,All Wheel Drive,WBAVC93547K034639,532
2008 BMW 535xi 535xi Sedan,2008.0,BMW,8777.0,Diamond Jim's Motorcars,888-261-9579,134922.0,Platinum Gray Metallic,BLACK,Manual,All Wheel Drive,WBANV93538CZ64411,533
2004 BMW X5 4.4i SUV,2004.0,BMW,4997.0,Diamond Jim's Motorcars,888-261-9579,190230.0,Black,,Automatic,All Wheel Drive,5UXFB53554LV03048,534
2011 BMW 328i xDrive Sedan,2011.0,BMW,13997.0,Diamond Jim's Motorcars,888-261-9579,55525.0,Titanium Silver Metallic,BLACK,Manual,All Wheel Drive,WBAPK7C5XBA972787,535
1995 BMW 5 Series -Spd 540iA,1995.0,BMW,4990.0,Frontier Motor Cars Inc,414-282-7100,85598.0,Black,Leather,Automatic,Rear Wheel Drive,WBAHE6325SGF32343,536
2009 BMW 3 Series,2009.0,BMW,9999.0,Don Jacobs Toyota Scion,414-263-9350,0.0,Jet Black,Black,Manual,All Wheel Drive,WBAWC33579PU84714,537
2015 BMW X3 Xdrive28d,2015.0,BMW,32800.0,Griffin's Hub Chrysler Jeep Dodge Ram,888-578-4453,47265.0,Black Sapphire Metallic,BLACK,Automatic,All Wheel Drive,5UXWY3C52F0E97493,538
2014 BMW X1 Xdrive28i,2014.0,BMW,18995.0,Griffin's Hub Chrysler Jeep Dodge Ram,888-578-4453,55091.0,Black Sapphire Metallic,BLACK,Automatic,All Wheel Drive,WBAVL1C54EVY11902,539
2011 BMW X3 28i SUV,2011.0,BMW,14684.0,Van Horn Latino,(855) 416-3161,85210.0,Gray,Black w/Nevada Leather Upholstery,Automatic,All Wheel Drive,5UXWX5C52BL701715,540
