name,year,maker,price,seller_name,seller_phone,miles,exterior_color,interior_color,transmission,drivetrain,vin,id
2015 Mercedes-Benz  ML 350,2015,Mercedes-Benz,33472.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,43473.0,Black,Black,7-SPEED A/T,All Wheel Drive,4JGDA5HB8FA581425,781
2017 Mercedes-Benz  S 550,2017,Mercedes-Benz,89936.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,7170.0,Black,Black,9-SPEED A/T,All Wheel Drive,WDDUG8FB2HA333171,782
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,,Mercedes-Benz of Milwaukee North,(888) 821-5863,4878.0,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB7HU215112,783
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,28921.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,20445.0,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB4FU021022,784
2015 Mercedes-Benz  S 550,2015,Mercedes-Benz,63919.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,18068.0,Black,Black,7-SPEED A/T,All Wheel Drive,WDDUG8FB5FA189399,785
2015 Mercedes-Benz  S 550,2015,Mercedes-Benz,56640.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,40087.0,Palladium Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,WDDUG8FB2FA159079,786
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,,Mercedes-Benz of Milwaukee North,(888) 821-5863,7825.0,Iridium Silver Metallic,brown,7-SPEED A/T,All Wheel Drive,4JGDA5HB3JB058316,787
2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,27770.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,43762.0,Black,Red/Black,7-SPEED A/T,Rear Wheel Drive,WDDKJ5KB5EF225963,788
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,44389.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,3998.0,Iridium Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB0HU215453,789
2016 Mercedes-Benz  AMG S 63,2016,Mercedes-Benz,97204.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,41198.0,Black,Black,7-SPEED A/T,All Wheel Drive,WDDUG7JB5GA212487,790
2015 Mercedes-Benz,2015,Mercedes-Benz,27500.0,BMW and Mazda of Crystal Lake,(815) 261-4475,30577.0,Black,,7-Speed Automatic,AWD,55SWF4KB8FU000870,794
2009 Lexus RX 350,2009,Lexus,15500.0,Lexus of Madison,(608) 478-2660,82120.0,Classic Silver,Black,5-Speed Automatic,AWD,2T2HK31U09C111548,797
2018 Lexus IS 300,2018,Lexus,43793.0,Lexus of Madison,(608) 478-2661,0.0,Ultra White,Black,6-Speed Automatic,AWD,JTHC81D26J5029108,798
2017 Lexus ES 350 Base,2017,Lexus,36950.0,Lexus of Madison,(608) 478-2657,10196.0,Autumn Shimmer,Parchment,6-Speed Automatic,FWD,58ABK1GG0HU054662,801
2008 Lexus RX 350,2008,Lexus,11950.0,Lexus of Madison,(608) 478-2660,98744.0,Millennium Silver Metallic,Black,5-Speed Automatic,AWD,2T2HK31UX8C080839,802
2011 Lexus GS 350 Base,2011,Lexus,16950.0,Lexus of Madison,(608) 478-2660,58677.0,Satin Cashmere Metallic,Parchment,6-Speed Automatic,AWD,JTHCE1KS2B0030928,804
2015 Lexus NX 200t,2015,Lexus,28500.0,Lexus of Madison,(608) 478-2660,43837.0,Eminent White Pearl,Cream,6-Speed Automatic,AWD,JTJBARBZXF2002726,806
2011 Lexus RX 350 Base,2011,Lexus,15500.0,Lexus of Madison,(608) 478-2660,88545.0,Satin Cashmere Metallic,Parchment,6-Speed Automatic,AWD,2T2BK1BA6BC085512,807
2018 Lexus RX 350L Premium,2018,Lexus,54183.0,Lexus of Madison,(608) 478-2661,0.0,Matador Red Mica,Brown,8-Speed Automatic,AWD,JTJDZKCA1J2004794,809
2014 Lexus GX 460 Luxury,2014,Lexus,39250.0,Lexus of Madison,(608) 478-2657,36313.0,Claret Mica,Black,6-Speed Automatic,4WD,JTJJM7FX5E5084538,810
2018 Lexus ES 350 Base,2018,Lexus,41102.0,Lexus of Madison,(608) 478-2661,0.0,Caviar,Black,6-Speed Automatic,FWD,58ABK1GG9JU102259,812
2015 Lexus RX 350 Base,2015,Lexus,29950.0,Lexus of Madison,(608) 478-2660,24167.0,Stargazer Black,Parchment,6-Speed Automatic,AWD,2T2BK1BA0FC283203,814
2015 Lexus GX 460 Base,2015,Lexus,38950.0,Lexus of Madison,(608) 478-2657,32373.0,Silver Lining Metallic,Black,6-Speed Automatic,4WD,JTJBM7FX3F5100287,818
2018 Lexus RX 350L Premium,2018,Lexus,51904.0,Lexus of Madison,(608) 478-2661,0.0,Eminent White Pearl,Parchment,8-Speed Automatic,AWD,JTJDZKCA1J2000373,820
2016 Lexus RX 350,2016,Lexus,44950.0,Lexus of Madison,(608) 478-2660,9662.0,Autumn Shimmer,Parchment,8-Speed Automatic,AWD,JTJBZMCA5G2004194,821
2018 Lexus NX 300 Base,2018,Lexus,40550.0,Lexus of Madison,(608) 478-2661,0.0,Eminent White Pearl,Cream,6-Speed Automatic,AWD,JTJBARBZ0J2161232,824
2018 Lexus NX 300 Base,2018,Lexus,42893.0,Lexus of Madison,(608) 478-2661,0.0,Matador Red Mica,Black,6-Speed Automatic,AWD,JTJBARBZ0J2170190,825
2018 Lexus ES 350 Base,2018,Lexus,41985.0,Lexus of Madison,(608) 478-2661,0.0,Matador Red Mica,Parchment,6-Speed Automatic,FWD,58ABK1GG4JU098864,826
2010 Lexus IS 250,2010,Lexus,12500.0,Lexus of Madison,(608) 478-2660,106371.0,Smoky Granite Mica,Light Gray,6-Speed Automatic,AWD,JTHCF5C20A5042497,827
2015 Lexus RX 350 Base,2015,Lexus,25249.0,Kearns Motor Car Co.,(920) 541-2495,52066.0,White,Tan,6-SPEED A/T,Front Wheel Drive,2T2ZK1BA8FC178147,829
2013 Lexus ES 300h Base,2013,Lexus,21299.0,Boucher Hyundai,(866) 508-6541,57701.0,Obsidian Black,Parchment,Automatic CVT,FWD,JTHBW1GG9D2021499,831
2015 Lexus ES 300h Base,2015,Lexus,25432.0,Boucher Hyundai,(866) 508-6541,45505.0,Atomic Silver,Black,Automatic CVT,FWD,JTHBW1GG8F2077310,832
2015 Lexus NX 200t 200T,2015,Lexus,27500.0,Lexus of Brookfield,(262) 373-6622,30268.0,Atomic Silver,Brown,6-Speed Automatic,FWD,JTJYARBZ7F2000992,833
2018 Lexus IS 300,2018,Lexus,43959.0,Lexus of Brookfield,(262) 373-6056,0.0,Eminent White Pearl,Black,6-Speed Automatic,AWD,JTHC81D25J5027995,835
2015 Lexus LS 460 L,2015,Lexus,52400.0,Lexus of Brookfield,(262) 373-6622,32307.0,Black,Light Tan,8-Speed Automatic,AWD,JTHDL1EF9F5007289,836
2018 Lexus ES 350,2018,Lexus,46928.0,Lexus of Brookfield,(262) 373-6056,0.0,Atomic Silver,Black,6-Speed Automatic,FWD,58ABK1GG3JU099519,838
2018 Lexus ES 300h,2018,Lexus,47396.0,Lexus of Brookfield,(262) 373-6056,0.0,Satin Cashmere Metallic,Flaxen,Automatic CVT,FWD,JTHBW1GG5J2184758,840
2016 Lexus RX 350 F Sport,2016,Lexus,40500.0,Lexus of Brookfield,(262) 373-6622,60520.0,Black,Black,8-Speed Automatic,AWD,2T2BZMCA3GC014125,841
2017 Lexus GS 350 350,2017,Lexus,48500.0,Lexus of Brookfield,(262) 373-6622,13088.0,Blue,Black,6-Speed Automatic,AWD,JTHCZ1BL1HA006085,842
2015 Lexus RX 350,2015,Lexus,34607.0,Lexus of Brookfield,(262) 510-0474,18460.0,White,Brown,6-Speed Automatic,AWD,JTJBK1BA5F2473093,843
2012 Lexus LS 460,2012,Lexus,21500.0,Lexus of Brookfield,(262) 510-0474,121341.0,Silver,Black,8-Speed Automatic,AWD,JTHCL5EF4C5012950,847
2015 Lexus ES 300h,2015,Lexus,24200.0,Lexus of Brookfield,(262) 373-6622,60520.0,Red,Black,Automatic CVT,FWD,JTHBW1GGXF2091015,849
2015 Lexus NX 200t 200T,2015,Lexus,30000.0,Lexus of Brookfield,(262) 510-0474,43599.0,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ4F2032529,851
2013 Lexus RX 350,2013,Lexus,22000.0,Lexus of Brookfield,(262) 510-0474,93306.0,Gray,Brown,6-Speed Automatic,AWD,2T2BK1BA3DC167037,853
2015 Lexus RX 350,2015,Lexus,31500.0,Lexus of Brookfield,(262) 373-6622,28714.0,Black,Black,6-Speed Automatic,AWD,2T2BK1BA3FC293952,854
2007 Lexus RX 350 Base,2007,Lexus,10688.0,Ernie von Schledorn Buick GMC Volkswagen,(888) 231-8988,126931.0,Breakwater Blue Metallic,Ivory,5-Speed Automatic with Overdrive,All Wheel Drive,2T2HK31U17C021337,857
2015 Lexus RX 350 Base,2015,Lexus,28598.0,Heiser Toyota,(414) 375-4859,34405.0,Obsidian,Black w/Leather Seat Trim or Semi-Aniline Leather,Automatic,All Wheel Drive,2T2BK1BA2FC257329,858
2015 Lexus NX 200t 200T,2015,Lexus,29111.0,Gordie Boucher Lincoln of West Allis,(866) 413-8566,23832.0,Atomic Silver,Cream,6-Speed Automatic,AWD,JTJBARBZ5F2030000,859
2017 Lexus RX 350 F Sport,2017,Lexus,47444.0,BMW of Milwaukee North,(877) 591-3075,12317.0,Caviar,Black,8-Speed Automatic,AWD,2T2BZMCA3HC087903,860
2014 Lexus GS 350 Base,2014,Lexus,24890.0,Andrew Toyota,(866) 786-0878,46311.0,Obsidian Black,Black,6-SPEED A/T,All Wheel Drive,JTHCE1BL3E5026497,861
2017 Lexus RX 350 350,2017,Lexus,45800.0,Lexus of Milwaukee,(414) 375-4932,7865.0,Nebula Gray Pearl,Gray,8-Speed Automatic,AWD,2T2BZMCA8HC095706,864
2017 Lexus RX 350 350,2017,Lexus,46500.0,Lexus of Milwaukee,(414) 973-2600,5687.0,Eminent White Pearl,Black,8-Speed Automatic,AWD,2T2BZMCA0HC089608,865
2017 Lexus RX 350 350,2017,Lexus,45900.0,Lexus of Milwaukee,(414) 375-4932,5792.0,Silver Lining Metallic,Gray,8-Speed Automatic,AWD,2T2BZMCA2HC076052,866
2016 Lexus CT 200h Base,2016,Lexus,26000.0,Lexus of Milwaukee,(414) 375-4932,11498.0,Ultrasonic Blue Mica,Black,Automatic CVT,FWD,JTHKD5BH0G2277676,867
2018 Lexus ES 350 Base,2018,Lexus,44847.0,Lexus of Milwaukee,(414) 375-2098,0.0,Gray Pearl,Black,6-Speed Automatic,FWD,58ABK1GG5JU093964,868
2018 Lexus GX 460 Base,2018,Lexus,55327.0,Lexus of Milwaukee,(414) 375-2098,0.0,Mica,Black,6-Speed Automatic,4WD,JTJBM7FX5J5194696,872
2013 Lexus LS 460 L,2013,Lexus,37000.0,Lexus of Milwaukee,(414) 973-2600,45526.0,Liquid Platinum,Black,8-Speed Automatic,AWD,JTHDL5EF1D5005508,874
2015 Lexus RX 350 Base,2015,Lexus,29000.0,Lexus of Milwaukee,(414) 375-4932,44402.0,Claret Mica,Parchment,6-Speed Automatic,AWD,2T2BK1BA4FC273290,876
2015 Lexus RX 350 Base,2015,Lexus,24500.0,Lexus of Milwaukee,(414) 973-2600,75039.0,Silver Lining Metallic,Black,6-Speed Automatic,AWD,2T2BK1BA3FC327307,877
2008 Lexus GX 470,2008,Lexus,13000.0,Lexus of Milwaukee,(414) 973-2600,161541.0,Salsa Red Pearl,Dark Gray,5-Speed Automatic,4WD,JTJBT20X580171358,880
2017 Lexus GX 460 Base,2017,Lexus,48000.0,Lexus of Milwaukee,(414) 375-4932,17667.0,Starfire Pearl,Sepia,6-Speed Automatic,4WD,JTJBM7FX0H5158263,881
2016 Lexus NX 200t 200T,2016,Lexus,31500.0,Lexus of Milwaukee,(414) 375-4932,20239.0,Silver Lining Metallic,Black,6-Speed Automatic,FWD,JTJYARBZ6G2047092,882
2013 Lexus GX 460 460,2013,Lexus,27400.0,Lexus of Milwaukee,(414) 973-2600,73696.0,Black Onyx,Black,6-Speed Automatic,4WD,JTJBM7FX7D5052094,884
2017 Lexus ES 350 Base,2017,Lexus,37200.0,Lexus of Milwaukee,(414) 375-4932,9586.0,Obsidian Black,Black,6-Speed Automatic,FWD,58ABK1GG3HU078597,886
2015 Lexus GX 460 Luxury,2015,Lexus,45000.0,Lexus of Milwaukee,(414) 375-4932,11683.0,Claret Mica,Black,6-Speed Automatic,4WD,JTJJM7FX0F5115681,889
2016 Lexus GX 460 Luxury,2016,Lexus,49000.0,Lexus of Milwaukee,(414) 375-4932,13407.0,Claret Mica,Black,6-Speed Automatic,4WD,JTJJM7FX2G5121189,891
2017 Lexus ES 350 Base,2017,Lexus,36500.0,Lexus of Milwaukee,(414) 375-4932,9822.0,Caviar,Black,6-Speed Automatic,FWD,58ABK1GGXHU073588,892
2017 Lexus NX 200t 200T,2017,Lexus,36500.0,Lexus of Milwaukee,(414) 375-4932,6113.0,Nebula Gray Pearl,Cream,6-Speed Automatic,AWD,JTJBARBZ0H2105396,893
2004 Lexus RX 330,2004,Lexus,7995.0,GS Auto,(414) 930-1646,114549.0,Gold,Tan,5-Speed Automatic,AWD,JTJHA31U040005866,894
2017 Lexus IS 300,2017,Lexus,43102.0,Lexus of Madison,(608) 478-2661,0.0,Nebula Gray Pearl,Chateau,6-Speed Automatic,AWD,JTHCM1D23H5016967,899
2015 Lexus GS 350,2015,Lexus,32950.0,Lexus of Madison,(608) 478-2657,27890.0,Nebula Gray Pearl,Flaxen,6-Speed Automatic,AWD,JTHCE1BLXFA002397,900
2007 Lexus RX 350,2007,Lexus,9500.0,Lexus of Madison,(608) 478-2660,157938.0,Bamboo Pearl,Ivory,5-Speed Automatic,AWD,2T2HK31U57C008042,902
2015 Lexus GX 460 Base,2015,Lexus,35950.0,Lexus of Madison,(608) 478-2657,56478.0,Black Onyx,Ecru,6-Speed Automatic,4WD,JTJBM7FX9F5096648,904
2015 Lexus GX 460 Luxury,2015,Lexus,43500.0,Lexus of Madison,(608) 478-2657,35674.0,Nebula Gray Pearl,Black,6-Speed Automatic,4WD,JTJJM7FX7F5117606,905
2012 Lexus ES 350 Base,2012,Lexus,12950.0,Lexus of Madison,(608) 478-2660,120384.0,Matador Red Mica,Parchment,6-Speed Automatic,FWD,JTHBK1EG7C2496971,906
2017 Lexus RX 350,2017,Lexus,46950.0,Lexus of Madison,(608) 478-2657,16531.0,Eminent White Pearl,Parchment,8-Speed Automatic,AWD,2T2BZMCA9HC101366,907
2018 Lexus RX 350 Base,2018,Lexus,58173.0,Lexus of Madison,(608) 478-2661,0.0,Eminent White Pearl,Black,8-Speed Automatic,AWD,2T2BZMCAXJC139629,908
2015 Lexus RX 350 Base,2015,Lexus,28950.0,Lexus of Madison,(608) 478-2657,50584.0,Fire Agate Pearl,Parchment,6-Speed Automatic,AWD,JTJBK1BA8F2465716,911
2013 Lexus RX 350 Base,2013,Lexus,24500.0,Lexus of Madison,(608) 478-2657,68191.0,Satin Cashmere Metallic,Parchment,6-Speed Automatic,AWD,2T2BK1BA5DC187029,913
2013 Lexus GX 460,2013,Lexus,27950.0,Lexus of Madison,(608) 478-2660,73907.0,Knights Armor Pearl,Black,6-Speed Automatic,4WD,JTJBM7FX0D5054401,915
2018 Lexus NX 300,2018,Lexus,38500.0,Lexus of Madison,(608) 478-2657,902.0,Caviar,Black,6-Speed Automatic,AWD,JTJBARBZ6J2150199,917
2015 Lexus RX 450h Base,2015,Lexus,31500.0,Lexus of Madison,(608) 478-2657,52902.0,Starfire Pearl,Saddle,Automatic CVT,AWD,2T2BC1BA6FC006262,918
2016 Lexus NX 200t F Sport,2016,Lexus,32500.0,Lexus of Madison,(608) 478-2660,30417.0,Atomic Silver,Red,6-Speed Automatic,AWD,JTJBARBZ3G2061215,921
2018 Lexus GS 350 F Sport,2018,Lexus,56461.0,Lexus of Madison,(608) 478-2661,0.0,Obsidian Black,Black,6-Speed Automatic,AWD,JTHCZ1BL9JA008463,922
2015 Lexus RC 350 Base,2015,Lexus,31950.0,Lexus of Madison,(608) 478-2657,27031.0,Silver Lining Metallic,Black,6-Speed Automatic,AWD,JTHSE5BC3F5003547,923
2015 Lexus CT 200h Base,2015,Lexus,24500.0,Lexus of Madison,(608) 478-2657,10636.0,Eminent White,Black,Automatic CVT,FWD,JTHKD5BHXF2232324,924
2018 Lexus ES 350 Base,2018,Lexus,46390.0,Lexus of Madison,(608) 478-2661,0.0,Eminent White Pearl,Black,6-Speed Automatic,FWD,58ABK1GG6JU086473,925
2018 Lexus RX 350L Premium,2018,Lexus,54373.0,Lexus of Madison,(608) 478-2661,0.0,Silver Lining Metallic,Gray,8-Speed Automatic,AWD,JTJDZKCA6J2005312,926
2017 Lexus NX 200t NX,2017,Lexus,35500.0,Lexus of Madison,(608) 478-2657,8684.0,Nebula Gray Pearl,Flaxen,6-Speed Automatic,AWD,JTJBARBZ0H2100912,927
2015 Lexus RX 350 Base,2015,Lexus,29800.0,Zimbrick Hyundai Eastside,(608) 338-1462,40224.0,Claret Mica,Saddle Tan,AUTOMATIC,All Wheel Drive,2T2BK1BA0FC271438,928
2016 Lexus RX 350 350,2016,Lexus,39800.0,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,7537.0,Ultra White,Brown,8-Speed Automatic,AWD,2T2BZMCA5GC036272,929
2015 Lexus RX 350 Base,2015,Lexus,26000.0,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,61823.0,Nebula Gray Pearl,Light Gray,6-Speed Automatic,AWD,2T2BK1BA7FC290407,930
2015 Lexus RX 350 Base,2015,Lexus,26200.0,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,50153.0,Deep Sea Mica,Saddle,6-Speed Automatic,AWD,2T2BK1BA5FC313523,931
2015 Lexus RX 350 Base,2015,Lexus,25789.0,Kearns Motor Car Co.,(920) 541-2495,59698.0,Nebula Gray Pearl,Beige,6-SPEED A/T,All Wheel Drive,2T2BK1BA6FC274716,932
2014 Lexus RX 350 350,2014,Lexus,30950.0,Kunes Country Chevrolet Cadillac of Delavan,(262) 586-4283,47823.0,White,Parchment,Automatic,AWD,2T2BK1BA3EC251120,935
2015 Lexus IS 250 Base,2015,Lexus,21635.0,Kunes Country Chrysler Dodge Jeep Ram of Elkhorn,(262) 607-8408,65596.0,Beige,Tan,6-SPEED A/T,All Wheel Drive,JTHCF1D26F5022267,936
2014 Lexus ES 300h Base,2014,Lexus,22589.0,Napleton Cadillac Rockford,(815) 552-1411,46591.0,Starfire Pearl,Light Gray,Automatic CVT,FWD,JTHBW1GG4E2062902,937
2015 Lexus RC 350 Base,2015,Lexus,33998.0,Boucher Hyundai,(866) 508-6541,12608.0,Starfire Pearl,Black,8-Speed Automatic,RWD,JTHHE5BC5F5006301,938
2015 Lexus RX 350 Base,2015,Lexus,27000.0,Van Horn Ford of Lomira,(888) 637-0659,51571.0,Starfire Pearl,Parchment,6-Speed Automatic,AWD,2T2BK1BA7FC275518,939
2017 Lexus ES 350 Base,2017,Lexus,34410.0,Boucher Hyundai,(866) 508-6541,15161.0,Nightfall Mica,Parchment,6-Speed Automatic,FWD,58ABK1GG1HU050331,940
2016 Lexus RX 350 350,2016,Lexus,40533.0,Boucher Hyundai,(866) 508-6541,26299.0,Nightfall Mica,Black,8-Speed Automatic,AWD,2T2BZMCA9GC015019,941
2015 Lexus RX 350 4DR AWD w/ Navi & Moonroof,2015,Lexus,19500.0,Wilde Honda,(262) 226-8570,100322.0,Silver,,6-Speed Automatic w/OD,AWD,2T2BK1BA9FC323097,942
2013 Lexus RX 450h 4DR AWD w/ Navi & Moonroof,2013,Lexus,23500.0,Wilde Honda,(262) 226-8570,69988.0,Starfire Pearl,,1-Speed Continuously Variable Ratio,AWD,JTJBC1BA1D2451120,943
2012 Lexus RX 350 AWD,2012,Lexus,22968.0,Wilde Chrysler Jeep Dodge Ram & Subaru,(262) 347-4170,64156.0,Obsidian,Parchment,6-Speed Automatic w/manual shift,AWD/All-Wheel Drive,2T2BK1BA3CC122887,944
2015 Lexus RX 350 Base,2015,Lexus,31989.0,Wheels by RT,(815) 580-3162,27988.0,Stargazer Black,Saddle,6-Speed Automatic,AWD,2T2BK1BA7FC297440,946
2016 Lexus GX 460 Base,2016,Lexus,41500.0,Wilde Honda,(262) 226-8570,21503.0,Nebula Gray Pearl,,6-Speed Automatic w/OD,4WD,JTJBM7FX4G5134949,947
2013 Lexus IS 250C Base,2013,Lexus,24000.0,Toyota of Brookfield,(262) 558-4486,40116.0,Obsidian Black,Black,6-Speed Automatic,RWD,JTHFF2C22D2529024,948
2013 Lexus RX 450h Base,2013,Lexus,28000.0,Toyota of Brookfield,(262) 558-4486,59450.0,Nebula Gray Pearl,Parchment,Automatic CVT,AWD,JTJBC1BA7D2052597,949
2016 Lexus RX 350 350,2016,Lexus,43007.0,Lexus of Brookfield,(262) 510-0474,23725.0,White,Black,8-Speed Automatic,AWD,JTJBZMCA6G2002132,950
2012 Lexus RX 350,2012,Lexus,24707.0,Lexus of Brookfield,(262) 510-0474,48496.0,Gray,Light Gray,6-Speed Automatic,AWD,2T2BK1BA9CC148071,952
2017 Lexus ES 350,2017,Lexus,38707.0,Lexus of Brookfield,(262) 510-0474,8973.0,White,Brown,6-Speed Automatic,FWD,58ABK1GG0HU059604,953
2015 Lexus NX 200t 200T,2015,Lexus,33507.0,Lexus of Brookfield,(262) 510-0474,28971.0,Blue,Brown,6-Speed Automatic,AWD,JTJBARBZ0F2034892,954
2015 Lexus ES 350 350,2015,Lexus,27500.0,Lexus of Brookfield,(262) 510-0474,23549.0,Black,Black,6-Speed Automatic,FWD,JTHBK1GG3F2208543,958
2015 Lexus RX 350,2015,Lexus,31500.0,Lexus of Brookfield,(262) 373-6622,34736.0,Red,Light Tan,6-Speed Automatic,AWD,2T2BK1BA4FC290414,959
2015 Lexus ES 350 350,2015,Lexus,23400.0,Lexus of Brookfield,(262) 373-6622,61049.0,Black,Light Tan,6-Speed Automatic,FWD,JTHBK1GG4F2161507,962
2008 Lexus RX 350,2008,Lexus,11200.0,Lexus of Brookfield,(262) 510-0474,128425.0,Silver,Black,5-Speed Automatic,AWD,2T2HK31U58C063673,963
2018 Lexus ES 350,2018,Lexus,46971.0,Lexus of Brookfield,(262) 373-6056,0.0,Obsidian Black,Black,6-Speed Automatic,FWD,58ABK1GG2JU097261,965
2018 Lexus ES 350,2018,Lexus,40775.0,Lexus of Brookfield,(262) 373-6056,0.0,Nightfall Mica,Parchment,6-Speed Automatic,FWD,58ABK1GGXJU094303,966
2013 Lexus LX 570 Base,2013,Lexus,36956.0,Russ Darrow West Bend Chrysler Jeep Dodge RAM,(262) 299-4737,92310.0,Gray,Black,6-Speed Automatic,4WD,JTJHY7AX9D4122979,969
2016 Lexus RX 350 350,2016,Lexus,42277.0,Russ Darrow Toyota Scion,(262) 384-4738,10370.0,Nightfall Mica,Brown,8-Speed Automatic,AWD,2T2BZMCA5GC009766,970
2010 Lexus RX 350 Base,2010,Lexus,17787.0,Russ Darrow Toyota Scion,(262) 384-4738,85601.0,Tungsten Pearl,Light Gray,6-Speed Automatic,AWD,2T2BK1BA0AC005975,971
2014 Lexus GS 350 Base,2014,Lexus,28597.0,Gordie Boucher Lincoln of West Allis,(866) 413-8566,34416.0,Starfire Pearl,Black,6-Speed Automatic,AWD,JTHCE1BLXE5026724,973
2015 Lexus GS 350 350,2015,Lexus,28522.0,Gordie Boucher Lincoln of West Allis,(866) 413-8566,58026.0,Liquid Platinum,Black,6-Speed Automatic,AWD,JTHCE1BL5FA001254,974
2002 Lexus ES 300,2002,Lexus,4500.0,Gordie Boucher Lincoln of West Allis,(866) 413-8566,237953.0,Black Garnet Pearl,Ivory,5-Speed Automatic,FWD,JTHBF30G020052610,975
2017 Lexus ES 350 Base,2017,Lexus,34748.0,Boucher Kia of Milwaukee,(877) 468-4702,4431.0,Nightfall Mica,Flaxen,6-Speed Automatic,FWD,58ABK1GGXHU057861,976
2015 Lexus RX 450h AWD 4dr,2015,Lexus,32248.0,Andrew Toyota,(866) 786-0878,57917.0,Starfire Pearl,Parchment,electronically controlled cvt,All Wheel Drive,2T2BC1BA5FC004230,978
2010 Lexus ES 350,2010,Lexus,11900.0,Lexus of Milwaukee,(414) 973-2600,132635.0,Obsidian Black,Parchment,6-Speed Automatic,FWD,JTHBK1EG8A2350964,980
2017 Lexus NX 200t 200T,2017,Lexus,36000.0,Lexus of Milwaukee,(414) 375-4932,4430.0,Obsidian Black,Flaxen,6-Speed Automatic,AWD,JTJBARBZ5H2111064,985
2014 Lexus LS 460 Base,2014,Lexus,37000.0,Lexus of Milwaukee,(414) 375-4932,50299.0,Obsidian Black,Black,8-Speed Automatic,AWD,JTHCL5EF8E5022772,986
2016 Lexus NX 200t F Sport,2016,Lexus,34900.0,Lexus of Milwaukee,(414) 375-4932,45626.0,Obsidian Black,Black,6-Speed Automatic,AWD,JTJBARBZ7G2071861,987
2014 Lexus ES 350 Base,2014,Lexus,24980.0,VROOM (Milwaukee),(877) 682-3020,23131.0,Black,Black,6-Speed Automatic w/OD,FWD,JTHBK1GG6E2133433,991
2015 Lexus IS 350,2015,Lexus,30998.0,CarMax Madison,(608) 286-3923,27698.0,Red,Black,Automatic,AWD,JTHCE1D29F5007121,996
2012 Lexus CT 200h,2012,Lexus,15950.0,Lexus of Madison,(608) 478-2657,65839.0,Nebula Gray Pearl,Black,Automatic CVT,FWD,JTHKD5BH8C2061813,1001
2013 Lexus RX 350 Base,2013,Lexus,23950.0,Lexus of Madison,(608) 478-2657,64361.0,Stargazer Black,Parchment,6-Speed Automatic,AWD,2T2BK1BA4DC188639,1002
2018 Lexus RX 350L Premium,2018,Lexus,51604.0,Lexus of Madison,(608) 478-2661,0.0,Atomic Silver,Parchment,8-Speed Automatic,AWD,JTJDZKCAXJ2002929,1003
2018 Lexus ES 350 Base,2018,Lexus,42115.0,Lexus of Madison,(608) 478-2661,0.0,Atomic Silver,Black,6-Speed Automatic,FWD,58ABK1GG0JU097551,1004
2014 Lexus GX 460 Luxury,2014,Lexus,38950.0,Lexus of Madison,(608) 478-2657,48237.0,Starfire Pearl,Sepia,6-Speed Automatic,4WD,JTJJM7FX6E5083916,1005
2018 Lexus NX 300 Base,2018,Lexus,37819.0,Lexus of Madison,(608) 478-2661,0.0,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ8J2169546,1006
2018 Lexus RX 350L Premium,2018,Lexus,54183.0,Lexus of Madison,(608) 478-2661,0.0,Eminent White Pearl,Parchment,8-Speed Automatic,AWD,JTJDZKCA7J2004301,1007
2018 Lexus LC 500 Base,2018,Lexus,94909.0,Lexus of Madison,(608) 478-2661,0.0,Liquid Platinum,Red,10-Speed Automatic,RWD,JTHHP5AY5JA001901,1008
2014 Lexus IS 350 Base,2014,Lexus,24577.0,Russ Darrow Mazda of Madison,(608) 338-1572,46389.0,Ultra White,Alabaster,8-Speed Automatic,RWD,JTHBE1D2XE5001984,1010
2013 Lexus RX 350 350,2013,Lexus,24877.0,Kayser Chrysler Center,(608) 338-1543,49539.0,White,Parchment,Automatic,AWD,2T2BK1BA3DC163425,1012
2015 Lexus ES 350 NAVIGATION,2015,Lexus,24985.0,Boucher Chevrolet of Waukesha,(866) 590-9089,40810.0,Silver Lining Metallic,Black,6-Speed Automatic,FWD,JTHBK1GG7F2203507,1015
2015 Lexus GX 460 Base,2015,Lexus,42225.0,Boucher Hyundai,(866) 508-6541,16395.0,Black Onyx,Ecru,6-Speed Automatic,4WD,JTJBM7FX5F5106219,1017
