_id,ltable_vin,rtable_vin,ltable_name,ltable_year,ltable_maker,ltable_price,ltable_seller_phone,ltable_seller_name,ltable_miles,ltable_exterior_color,ltable_interior_color,rtable_name,rtable_year,rtable_maker,rtable_price,rtable_seller_phone,rtable_seller_name,rtable_miles,rtable_exterior_color,rtable_interior_color,label
11722,WAUBFAFLXFN006816,WA1CFAFP9FA030486,2015 Audi A4 2.0T Premium quattro,2015,Audi,19000.0,(262) 226-8570,Wilde Honda,47874.0,Tornado Gray Metallic,,2015 Audi Q5 AWD Premium:,2015.0,Audi,,920-922-8818,Lenz Sales & Service,48770.0,Gray,Black,0
11911,5UXKR0C58H0V65483,5UXKR0C58H0V65483,2017 BMW X5 xDrive35i,2017,BMW,65990.0,(815) 261-4475,BMW and Mazda of Crystal Lake,4456.0,Black Sapphire Metallic,,Used 2017 BMW X5 xDrive35i,2017.0,BMW,65990.0,,MAZDA OF CRYSTAL LAKE,4456.0,Black Sapphire Metallic,,1
11949,WAULFAFR3DA078762,WAULFAFR3DA078762,2013 Audi A5 Premium Plus,2013,Audi,19995.0,(414) 219-1011,Classic Motorcars,24998.0,Glacier White Metallic,S LINE BLACK,2013 AUDI A5 2.0T PREMIUM PLUS QUATTRO 2L 4inline AWD 8-speed AUTOMATIC,2013.0,Audi,19995.0,866-541-6288,Classic Motorcars,24998.0,GLACIER WHITE METALLIC,S LINE BLACK,1
12880,5UXKR0C53F0P05291,5UXKR0C53F0P05291,2015 BMW X5 xDrive35i,2015,BMW,38885.0,(414) 930-1684,International Autos,46710.0,Space Gray Metallic,Black,2015 BMW X5 xDrive35i SUV,2015.0,BMW,38885.0,,International Alfa Romeo,46710.0,Space Gray Metallic,Black,1
12971,WBA5B3C56FD544610,WBA5B3C56FD544610,2015 BMW 535 i xDrive,2015,BMW,33750.0,(815) 261-4475,BMW and Mazda of Crystal Lake,37944.0,Black,,Used 2015 BMW 5 Series 535i xDrive,2015.0,BMW,33750.0,,MAZDA OF CRYSTAL LAKE,37944.0,Black,,1
12998,5UXWX9C58E0D27756,5UXWX9C50E0D39660,2014 BMW X3 xDrive28i,2014,BMW,25989.0,(608) 338-1462,Zimbrick Hyundai Eastside,21769.0,Black Sapphire Metallic,Black,2014 BMW X3 xDrive28i AWD SUV,2014.0,BMW,27800.0,920-235-3040,Jacobson Auto Sales Inc,20765.0,Jet Black,Black,0
13028,2T2BK1BA7FC290407,2T2ZK1BA2FC167080,2015 Lexus RX 350 Base,2015,Lexus,26000.0,(608) 205-4418,Van Horn Chrysler Dodge Jeep Ram of Stoughton,61823.0,Nebula Gray Pearl,Light Gray,2015 Lexus RX 350,2015.0,Lexus,25500.0,877-510-3625 877-545-4105,Lexus of Madison,61298.0,SILVER LINING METALLIC,SADDLE TAN,0
13030,2T2BK1BA6FC274716,2T2ZK1BA2FC167080,2015 Lexus RX 350 Base,2015,Lexus,25789.0,(920) 541-2495,Kearns Motor Car Co.,59698.0,Nebula Gray Pearl,Beige,2015 Lexus RX 350,2015.0,Lexus,25500.0,877-510-3625 877-545-4105,Lexus of Madison,61298.0,SILVER LINING METALLIC,SADDLE TAN,0
13166,2T2ZK1BA8FC178147,2T2BK1BA5FC313523,2015 Lexus RX 350 Base,2015,Lexus,25249.0,(920) 541-2495,Kearns Motor Car Co.,52066.0,White,Tan,2015 Lexus RX 350 350,2015.0,Lexus,26200.0,888-217-4833 888-708-8920,Dane County Chrysler Dodge Jeep RAM,50153.0,Deep Sea Mica,Saddle Tan,0
13188,2T2BK1BA5FC313523,2T2BK1BA5FC313523,2015 Lexus RX 350 Base,2015,Lexus,26200.0,(608) 205-4418,Van Horn Chrysler Dodge Jeep Ram of Stoughton,50153.0,Deep Sea Mica,Saddle,2015 Lexus RX 350 350,2015.0,Lexus,26200.0,888-217-4833 888-708-8920,Dane County Chrysler Dodge Jeep RAM,50153.0,Deep Sea Mica,Saddle Tan,1
13815,WBA5A7C59FD620752,WBA4A7C50FD414070,2015 BMW 528 i xDrive,2015,BMW,27987.0,(866) 932-0704,BMW of Milwaukee North,41982.0,Black Sapphire Metallic,Black,2015 BMW 4 Series 4dr Sdn 428i xDrive AWD Gran Coupe,2015.0,BMW,27900.0,608-620-7188,Zimbrick Inc,43558.0,Imperial Blue Metallic,Ivory White/Black,0
13855,WBA5A7C57FD623245,WBA4A7C50FD414070,2015 BMW 528 i xDrive,2015,BMW,26000.0,(815) 261-4475,BMW and Mazda of Crystal Lake,43335.0,Glacier Silver Metallic,Black,2015 BMW 4 Series 4dr Sdn 428i xDrive AWD Gran Coupe,2015.0,BMW,27900.0,608-620-7188,Zimbrick Inc,43558.0,Imperial Blue Metallic,Ivory White/Black,0
13919,WBY1Z4C53EV276304,WBY1Z4C52EV274849,2014 BMW i3 Base w/Range Extender,2014,BMW,22990.0,(888) 570-3759,Zimbrick BMW,32542.0,Capparis White/Bmw I Frozen Bl,Tera (Full Leather),2014 BMW i3 with Range Extender,2014.0,BMW,22777.0,888-570-6761 888-570-6837,Motorwerks of Barrington,33555.0,Capparis White w/BMW i Frozen Blue Accent,Tera Dalbergia Brown,0
14261,WDDHF8JB4FB086738,WDDKJ6HB0FF304777,2015 Mercedes-Benz  E 350 4MATIC,2015,Mercedes-Benz,29855.0,(920) 545-2133,Kayser Chrysler Center Watertown,35199.0,Silver,Gray / Dark Gray,2015 Mercedes-Benz E-Class E 400,2015.0,Mercedes-Benz,30985.0,847-381-8900,Motor Werks Honda,35474.0,Red,Black,0
14283,JTHCE1BL3E5026497,JTHBE1D2XE5001984,2014 Lexus GS 350 Base,2014,Lexus,24890.0,(866) 786-0878,Andrew Toyota,46311.0,Obsidian Black,Black,Used 2014 Lexus IS 350,2014.0,Lexus,24577.0,888-356-1417,Russ Darrow Kia,46389.0,Ultra White,Alabaster,0
14807,WDDHF5KB6EA788996,WDDHF8JB2EA900101,2014 Mercedes-Benz  E 350 Sport 4dr Sedan,2014,Mercedes-Benz,23230.0,(877) 682-3020,VROOM (Milwaukee),51101.0,Gray,Tan,2014 Mercedes-Benz E-Class E 350 Sedan,2014.0,Mercedes-Benz,24730.0,877-650-2166,Umansky Motor Cars,49975.0,Black,BLACK,0
14825,WDDHF8JB2EA900101,WDDHF8JB2EA900101,2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,24730.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,49975.0,Black,Black,2014 Mercedes-Benz E-Class E 350 Sedan,2014.0,Mercedes-Benz,24730.0,877-650-2166,Umansky Motor Cars,49975.0,Black,BLACK,1
15536,WAUDFAFL5FN032717,WAUBFGFF3F1055960,2015 Audi A4 2.0T Premium quattro,2015,Audi,,(888) 450-4176,Hall Volkswagen Mazda,39583.0,Tornado Gray,,2015 Audi A3 2.0T Premium Sedan,2015.0,Audi,17796.0,888-612-9983 888-612-9986,Gregory Hyundai,39825.0,Mythos black metallic,TITANIUM GRAY,0
15573,JTJBM7FX4G5146793,JTJBM7FXXG5141646,2016 Lexus GX 460 Base,2016,Lexus,43000.0,(608) 318-4181,Smart Motors,28222.0,Black,Black,2016 LEXUS GX 460,2016.0,Lexus,43707.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,29408.0,Gray,BROWN,0
15827,WA1LFAFP1FA081884,WAUBFGFF6F1065219,2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,,(414) 375-2115,Audi North Shore,30000.0,Monsoon Gray,,2015 Audi A3 2.0T quattro Premium AWD Sedan,2015.0,Audi,22100.0,920-235-3040,Jacobson Auto Sales Inc,28999.0,Brilliant Black,Black,0
15834,WAUBFGFF6F1065219,WAUBFGFF6F1065219,2015 Audi A3 2.0T Premium,2015,Audi,22100.0,(888) 694-7192,Jacobson Auto Sales,28999.0,Brilliant Black,Black,2015 Audi A3 2.0T quattro Premium AWD Sedan,2015.0,Audi,22100.0,920-235-3040,Jacobson Auto Sales Inc,28999.0,Brilliant Black,Black,1
15990,WAUACGFF4F1020414,WAUACGFF4F1020414,2015 Audi A3 1.8T Premium,2015,Audi,16999.0,(414) 455-6995,"AutoSource Motors, Inc.",44556.0,Brilliant Black,Black,2015 Audi A3 4dr Sedan FWD 1.8T Premium,2015.0,Audi,16999.0,888-784-8893,Autosource Motors Inc.,44556.0,Brilliant Black,Black,1
16360,2T2HK31U47C042702,2T2HK31U17C021337,2007 Lexus RX 350,2007,Lexus,9495.0,(414) 326-9166,Diamond Jim's Motorcars,126480.0,Gray,Silver,2007 Lexus RX 350 Base,2007.0,Lexus,10688.0,888-231-8988,Ernie von Schledorn Buick GMC Volkswagen,126931.0,Breakwater Blue Metallic,Ivory,0
16504,WBA4B3C52FD669955,WBA4B3C52FD669955,2015 BMW 435 Gran Coupe i xDrive,2015,BMW,28888.0,(815) 580-3161,Lou Bachrodt Automall,46895.0,Black,Coral Red / Black,Used 2015 BMW 435i xDrive Sedan,2015.0,BMW,28888.0,(815) 580-4539,Lou Bachrodt Automall,46895.0,Black,Coral Red,1
16956,WBAVM5C52FVV94307,WBA3X5C51FD560363,2015 BMW X1 xDrive 35i,2015,BMW,25989.0,(608) 338-1543,Kayser Chrysler Center,30566.0,Mineral Gray,Coral Red / Gray Black,2015 BMW 328i xDrive xDrive Gran Turismo,2015.0,BMW,27985.0,,International Alfa Romeo,32450.0,Mineral White Metallic,Black,0
17000,WBA3X5C51FD560363,WBA3X5C51FD560363,2015 BMW 328 Gran Turismo i xDrive,2015,BMW,27985.0,(414) 930-1684,International Autos,32450.0,Mineral White Metallic,Black,2015 BMW 328i xDrive xDrive Gran Turismo,2015.0,BMW,27985.0,,International Alfa Romeo,32450.0,Mineral White Metallic,Black,1
17004,WBA3B3G5XFNR85359,WBA3X5C51FD560363,2015 BMW 328 i xDrive,2015,BMW,26985.0,(414) 930-1684,International Autos,31916.0,Gray,,2015 BMW 328i xDrive xDrive Gran Turismo,2015.0,BMW,27985.0,,International Alfa Romeo,32450.0,Mineral White Metallic,Black,0
18013,WAUEFGFF9F1023009,WAUEFGFF9F1023009,2015 Audi A3 2.0T Premium Plus quattro,2015,Audi,19577.0,(608) 338-1572,Russ Darrow Mazda of Madison,45209.0,Monsoon Gray Metallic,Titanium,Used 2015 Audi A3 2.0T Premium Plus Quattro,2015.0,Audi,19577.0,888-356-1417,Russ Darrow Kia,45209.0,Monsoon Gray Metallic,Titanium Gray,1
18996,2T2ZK1BA2FC167080,2T2BK1BA6FC274716,2015 Lexus RX 350 Base,2015,Lexus,25500.0,(608) 478-2657,Lexus of Madison,61298.0,Silver Lining Metallic,Saddle,2015 Lexus RX 350,2015.0,Lexus,25789.0,920-674-6777,Kearns Motor Car,59698.0,Gray,Saddle Tan,0
19178,JTHCK262562002849,JTHCK262562002849,2006 Lexus IS 250,2006,Lexus,,(888) 458-0318,Kunes Country Ford of Antioch,175503.0,Silver,,2006 Lexus IS 250,2006.0,Lexus,,888-551-0274,Kunes Country Chrysler Dodge Jeep Ram,175503.0,Silver,,1
19234,WBA3V9C51FP798550,WBA3V9C51FP798550,2015 BMW 428 i xDrive,2015,BMW,39985.0,(414) 930-1684,International Autos,24170.0,Alpine White,Black,2015 BMW 428i xDrive Convertible,2015.0,BMW,39985.0,,International Alfa Romeo,24170.0,Alpine White,Black,1
19287,JTHBK1GG0E2144928,JTHBK1GG0E2144928,2014 Lexus ES 350 Base,2014,Lexus,21499.0,(866) 690-6248,Boucher Nissan Waukesha,30075.0,Obsidian Black,Black,2014 LEXUS ES 350 350 Sedan,2014.0,Lexus,21499.0,877-917-4507,Boucher Nissan of Waukesha,30075.0,Obsidian,BLACK,1
19383,WAUSFAFR1FA034306,WAUSFAFR1FA034306,2015 Audi A5 2.0T Premium Plus quattro,2015,Audi,29000.0,(414) 939-8502,International Autos,31540.0,Monsoon Gray Metallic,Brown,2015 Audi A5 2.0T Premium Coupe,2015.0,Audi,29000.0,,International Alfa Romeo,31540.0,Monsoon gray metallic,Chestnut brown,1
19486,WAUGFAFC9FN027405,WAUSFAFR1FA034306,2015 Audi A6 4dr Sdn quattro 2.0T Premium Plus,2015,Audi,28000.0,,Zimbrick European,31572.0,Brilliant Black,Black,2015 Audi A5 2.0T Premium Coupe,2015.0,Audi,29000.0,,International Alfa Romeo,31540.0,Monsoon gray metallic,Chestnut brown,0
19517,WAUFGAFC4FN017146,WAUSFAFR1FA034306,2015 Audi A6 3.0T Premium Plus,2015,Audi,30989.0,(608) 338-1462,Zimbrick Hyundai Eastside,29591.0,Oolong Gray Metallic,Black,2015 Audi A5 2.0T Premium Coupe,2015.0,Audi,29000.0,,International Alfa Romeo,31540.0,Monsoon gray metallic,Chestnut brown,0
19899,WDDSJ4EB9EN128065,WDDSJ4GBXEN160150,2014 Mercedes-Benz  CLA250,2014,Mercedes-Benz,21730.0,(877) 682-3020,VROOM (Milwaukee),36626.0,Gray,Gray,Pre-Owned 2014 Mercedes-Benz CLA250 CLA 250 AWD,2014.0,Mercedes-Benz,21938.0,262-886-2886,Frank Boucher Kia,35005.0,Gray,Black,0
20113,WBA8D9G3XHNU63058,WBA8D9G3XHNU63058,2017 BMW 330 i xDrive,2017,BMW,46555.0,(866) 932-0704,BMW of Milwaukee North,4597.0,Glacier Silver Metallic,Black,2017 BMW 330i xDrive Sedan,2017.0,BMW,46555.0,888-258-1784 888-258-6303,Concours BMW,4597.0,Glacier Silver,BLACK,1
20114,WBA8D9C58HK678110,WBA8D9G3XHNU63058,2017 BMW 330 i xDrive,2017,BMW,45987.0,(866) 932-0704,BMW of Milwaukee North,4771.0,Mineral Gray Metallic,Black,2017 BMW 330i xDrive Sedan,2017.0,BMW,46555.0,888-258-1784 888-258-6303,Concours BMW,4597.0,Glacier Silver,BLACK,0
20152,WDDHF9BB5EA866711,4JGDF7CE8EA332183,2014 Mercedes-Benz  E 550 4MATIC,2014,Mercedes-Benz,34875.0,(262) 510-0488,Mercedes-Benz of Elmbrook,63265.0,Black,Chestnut Brown,2014 Mercedes-Benz GL-Class GL 450 4MATIC SUV,2014.0,Mercedes-Benz,35995.0,847-265-1122,Zeigler Nissan Gurnee,64083.0,Chrome,ALUMINUM,0
20222,WA1LMAFE3FD021737,WA1LMAFE3FD021737,2015 Audi Q7 3.0L TDI Premium Plus,2015,Audi,33995.0,(414) 455-6995,"AutoSource Motors, Inc.",31556.0,Graphite Gray Metallic,Black,2015 Audi Q7 quattro 4dr 3.0L TDI Premium Plus SUV,2015.0,Audi,33995.0,888-784-8893,Autosource Motors Inc.,31556.0,Graphite Gray Metallic,Black,1
20360,WAUFGAFC0FN030637,WA1LMAFE3FD021737,2015 Audi A6 3.0T Premium Plus quattro,2015,Audi,34000.0,(414) 939-8502,International Autos,31921.0,Aviator Blue Metallic,Black,2015 Audi Q7 quattro 4dr 3.0L TDI Premium Plus SUV,2015.0,Audi,33995.0,888-784-8893,Autosource Motors Inc.,31556.0,Graphite Gray Metallic,Black,0
20404,WA1LFAFP1FA081884,WA1LMAFE3FD021737,2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,,(414) 375-2115,Audi North Shore,30000.0,Monsoon Gray,,2015 Audi Q7 quattro 4dr 3.0L TDI Premium Plus SUV,2015.0,Audi,33995.0,888-784-8893,Autosource Motors Inc.,31556.0,Graphite Gray Metallic,Black,0
20645,5UXKR0C58J0X84305,5UXKR0C51J0X84257,2018 BMW X5 xDrive35i,2018,BMW,59650.0,(414) 939-8502,International Autos,5217.0,Silver,,2018 BMW X5 xDrive35i SAV,2018.0,BMW,58335.0,888-258-1784 888-258-6303,Concours BMW,4978.0,Alpine White,BLACK,0
20666,WBAPK73529A453596,WBAPK73529A453596,2009 BMW 328 i xDrive,2009,BMW,,(847) 453-7391,James Chrysler Dodge Jeep Ram,80368.0,,,2009 BMW 328i xDrive Sedan,2009.0,BMW,,847-683-2424,Fenzel Motor Sales Inc,80368.0,,,1
21182,2T2BK1BA8AC031384,2T2BK1BA8AC031384,2010 Lexus RX 350 Base,2010,Lexus,10998.0,(866) 636-0613,Ray Chevrolet,156685.0,Black,,2010 Lexus RX 350,2010.0,Lexus,10998.0,501-843-3592,"Ray Chevrolet, Inc.",156685.0,Exterior,,1
21429,5UXWX9C34H0T23686,5UXWX9C34H0T23686,2017 BMW X3 xDrive28i,2017,BMW,32986.0,(920) 541-2495,Kearns Motor Car Co.,23938.0,Black,,2017 BMW X3 xDrive28i,2017.0,BMW,32986.0,920-674-6777,Kearns Motor Car,23938.0,Black,,1
21451,WBS6C9C53FD467498,WBS6C9C53FD467498,2015 BMW M6 Gran Coupe Base,2015,BMW,68595.0,(262) 649-2196,Doering Leasing Co.,12955.0,Gray,Black,2015 BMW M6 Gran Coupe,2015.0,BMW,68595.0,414-461-4100,Doering Leasing Co,12955.0,Gray,Leather,1
21541,WBA3C3G57ENS71930,WBA3C3G57ENS71930,2014 BMW 320 i xDrive,2014,BMW,20599.0,(608) 286-3923,CarMax Madison,26686.0,Red,Black,2014 BMW 320 XI,2014.0,BMW,20599.0,608-286-3969,Carmax Madison,27000.0,Red,Black,1
21620,WBA8E5G34HNU44267,WBA8E5G34HNU44267,2017 BMW 320 i xDrive,2017,BMW,34885.0,(414) 939-8502,International Autos,6360.0,Blue Metallic,,2017 BMW 320i xDrive Sedan,2017.0,BMW,34885.0,,International Alfa Romeo,6360.0,Bluemetallic,Black W Upholstery,1
22025,WBAVM5C52FVV94307,WBA3B3C52FF545622,2015 BMW X1 xDrive 35i,2015,BMW,25989.0,(608) 338-1543,Kayser Chrysler Center,30566.0,Mineral Gray,Coral Red / Gray Black,2015 BMW 328i xDrive Sedan,2015.0,BMW,26929.0,888-258-1784 888-258-6303,Concours BMW,29919.0,Mineral Gray Metallic,BLACK,0
22197,JTJBM7FX3F5100287,JTJBM7FX8F5120003,2015 Lexus GX 460 Base,2015,Lexus,38950.0,(608) 478-2657,Lexus of Madison,32373.0,Silver Lining Metallic,Black,2015 LEXUS GX 460,2015.0,Lexus,37500.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,33889.0,Starfire Pearl,BLACK,0
22642,WDDSJ4GB2EN143634,WDCGG8JB5EG326992,2014 Mercedes-Benz  CLA250 4MATIC,2014,Mercedes-Benz,23998.0,(608) 286-3923,CarMax Madison,20986.0,White,Black,Used 2014 Mercedes-Benz GLK 4MATIC 4dr GLK 350,2014.0,Mercedes-Benz,25917.0,815-398-0505,Napleton Auto Group,20173.0,Black,Mocha,0
22714,WA1JCCFS9JR008269,WA1ECCFS0JR001311,2018 Audi Q3 2.0 TFSI Premium Plus quattro AWD,2018,Audi,35400.0,,Zimbrick European,4458.0,Brilliant Black,Chestnut Brown,2018 Audi Q3 2.0T SUV,2018.0,Audi,33500.0,,International Alfa Romeo,6002.0,Glacier white metallic,Chestnut brown,0
22835,WDDZF4KB8HA206416,WDDZF4KB5HA229121,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57065.0,(262) 510-0488,Mercedes-Benz of Elmbrook,4310.0,Black,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56892.0,877-650-2166,Umansky Motor Cars,5044.0,Selenite Gray Metallic,BLACK,0
22840,WDDZF4KB0HA206992,WDDZF4KB5HA229121,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57781.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,4387.0,Obsidian Black Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56892.0,877-650-2166,Umansky Motor Cars,5044.0,Selenite Gray Metallic,BLACK,0
22842,WDDZF4KB9HA023218,WDDZF4KB5HA229121,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,56499.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4499.0,Black,Macchiato Beige,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56892.0,877-650-2166,Umansky Motor Cars,5044.0,Selenite Gray Metallic,BLACK,0
22843,WDDZF4KB3HA135206,WDDZF4KB5HA229121,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55499.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,4163.0,Selenite Grey Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56892.0,877-650-2166,Umansky Motor Cars,5044.0,Selenite Gray Metallic,BLACK,0
22846,WDDZF4KB3HA152524,WDDZF4KB5HA229121,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57304.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,5356.0,Black,Macchiato Beige / Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56892.0,877-650-2166,Umansky Motor Cars,5044.0,Selenite Gray Metallic,BLACK,0
22849,WDDZF4KB5HA229121,WDDZF4KB5HA229121,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,56892.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,5044.0,Selenite Grey Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56892.0,877-650-2166,Umansky Motor Cars,5044.0,Selenite Gray Metallic,BLACK,1
22862,55SWF4KB7HU215112,WDDZF4KB5HA229121,2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,4878.0,Black,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56892.0,877-650-2166,Umansky Motor Cars,5044.0,Selenite Gray Metallic,BLACK,0
23114,WBA8D9G3XHNU63058,WBA8K3C31HA022967,2017 BMW 330 i xDrive,2017,BMW,46555.0,(866) 932-0704,BMW of Milwaukee North,4597.0,Glacier Silver Metallic,Black,2017 BMW 330i xDrive Sports Wagon,2017.0,BMW,47555.0,888-258-1784 888-258-6303,Concours BMW,5120.0,Mineral White,SADDLE BROWN,0
23320,WAUFGAFC7FN028982,WA1LGAFE5FD005952,2015 Audi A6 3.0T Premium Plus,2015,Audi,31900.0,(608) 338-0718,Zimbrick Nissan,28164.0,Phantom Black Pearl Effect,Black,2015 Audi Q7 3.0T Quattro Premium Plus AWD 3.0T quattro Premium Plus SUV,2015.0,Audi,33500.0,847-265-1122,Zeigler Nissan Gurnee,29897.0,Glacier White Metallic,,0
23645,JTHCE1D29F5007121,2T2BK1BAXFC254064,2015 Lexus IS 350,2015,Lexus,30998.0,(608) 286-3923,CarMax Madison,27698.0,Red,Black,2015 Lexus RX 350,2015.0,Lexus,29998.0,262-857-6212,Carmax Kenosha,28000.0,Silver,Gray,0
23652,JTHBE1BL0FA010116,2T2BK1BAXFC254064,2015 Lexus GS 350 4dr Sedan,2015,Lexus,29230.0,(877) 682-3020,VROOM (Milwaukee),26624.0,Silver,Tan,2015 Lexus RX 350,2015.0,Lexus,29998.0,262-857-6212,Carmax Kenosha,28000.0,Silver,Gray,0
23661,JTHBK1GG3F2186172,2T2BK1BAXFC254064,2015 Lexus ES 350 350,2015,Lexus,28307.0,(262) 510-0474,Lexus of Brookfield,27505.0,Obsidian Black,Black,2015 Lexus RX 350,2015.0,Lexus,29998.0,262-857-6212,Carmax Kenosha,28000.0,Silver,Gray,0
23713,JTHBK1GG7F2203507,JTHBK1GG7F2203507,2015 Lexus ES 350 NAVIGATION,2015,Lexus,24985.0,(866) 590-9089,Boucher Chevrolet of Waukesha,40810.0,Silver Lining Metallic,Black,Used 2015 Lexus ES 350 4dr Sdn,2015.0,Lexus,24985.0,866-668-0615 866-590-9089,Boucher Chevrolet,40810.0,Silver Lining Metallic,Black W/perforated Nuluxe Seat Trim Orange Leather,1
23719,JTHBK1GG2F2181528,JTHBK1GG7F2203507,2015 Lexus ES 350 4dr Sedan,2015,Lexus,25980.0,(877) 682-3020,VROOM (Milwaukee),40726.0,Gray,Gray,Used 2015 Lexus ES 350 4dr Sdn,2015.0,Lexus,24985.0,866-668-0615 866-590-9089,Boucher Chevrolet,40810.0,Silver Lining Metallic,Black W/perforated Nuluxe Seat Trim Orange Leather,0
24596,5UXKS4C55F0N07114,5UXKS4C55F0N07114,2015 BMW X5 xDrive35d,2015,BMW,43415.0,(563) 239-2208,Deery Brothers of Dubuque,41911.0,Mineral Silver Metallic,Canberra Beige,2015 BMW X5 xDrive35d SUV,2015.0,BMW,43415.0,888-810-0623 877-500-2315,BMW of Dubuque,41911.0,Mineral Silver Metallic,CANBERRA BEIGE,1
24891,WA1LGAFE6FD006141,WA1LGAFE6FD006141,2015 Audi Q7 3.0T Premium Plus,2015,Audi,33000.0,(414) 939-8502,International Autos,46983.0,Daytona Gray Pearl,Limestone,2015 Audi Q7 3.0T Premium (Tiptronic) SUV,2015.0,Audi,33452.0,,International Alfa Romeo,46983.0,Daytona gray pearl,Limestone gray,1
25575,55SWF4KB9FU041041,55SWF4KB2FU026106,2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,28969.0,(262) 510-2426,Mercedes-Benz of Elmbrook,29598.0,Designo Diamond White Metallic,Black,2015 Mercedes-Benz C-Class 4dr Sdn C 300 4MATIC,2015.0,Mercedes-Benz,26988.0,608-620-7188,Zimbrick Inc,30091.0,Black,Black,0
26242,WA1L2AFP4GA004035,WA1L2AFP4GA004035,2016 Audi Q5 quattro 4dr 2.0T Premium Plus,2016,Audi,34100.0,,Zimbrick European,26376.0,Brilliant Black,Black,2016 Audi Q5 quattro 4dr 2.0T Premium Plus Sport Utility,2016.0,Audi,34100.0,(608) 258-4000,Zimbrick Audi,26376.0,Brilliant Black,BLACK,1
26366,WDDSJ4GB3JN528291,WDDSJ4GB1JN539791,2018 Mercedes-Benz CLA 250 Base,2018,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,6086.0,Lunar Blue Metallic,Sahara Beige,2018 Mercedes-Benz CLA CLA 250,2018.0,Mercedes-Benz,36991.0,847-381-8900,Motor Werks Honda,4579.0,Blue,Sahara Beige,0
26678,JTJBARBZ4F2032529,JTJBARBZ6F2018390,2015 Lexus NX 200t 200T,2015,Lexus,30000.0,(262) 510-0474,Lexus of Brookfield,43599.0,Atomic Silver,Black,2015 LEXUS NX 200t F Sport SUV,2015.0,Lexus,31640.0,877-289-1712 866-415-5651,Gary Lang Auto Group,41656.0,Gray,F SPORT BLACK,0
26725,WBA3C3G55ENS69108,WBA3C3G55ENS69108,2014 BMW 320 i xDrive,2014,BMW,19998.0,(608) 286-3923,CarMax Madison,26570.0,Black,Black,2014 BMW 320 XI,2014.0,BMW,19998.0,608-286-3969,Carmax Madison,27000.0,Black,Black,1
26729,WBA3C3G57ENS71930,WBA3C3G55ENS69108,2014 BMW 320 i xDrive,2014,BMW,20599.0,(608) 286-3923,CarMax Madison,26686.0,Red,Black,2014 BMW 320 XI,2014.0,BMW,19998.0,608-286-3969,Carmax Madison,27000.0,Black,Black,0
26734,WA1L2AFPXGA004007,WA1L2AFPXGA004007,2016 Audi Q5 2.0T Premium Plus quattro,2016,Audi,32950.0,(608) 478-2660,Lexus of Madison,11808.0,Brilliant Black,Black,2016 Audi Q5,2016.0,Audi,32950.0,877-510-3625 877-545-4105,Lexus of Madison,11808.0,Brilliant Black,Black,1
26753,WDDKJ8JB6EF278982,WDDKJ8JB9EF282783,2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,25480.0,(877) 682-3020,VROOM (Milwaukee),47700.0,Blue,Black,2014 Mercedes-Benz E-Class E 350 4MATIC,2014.0,Mercedes-Benz,24991.0,847-381-8900,Motor Werks Honda,48814.0,,,0
26770,WDDHF8JB4EA870499,WDDKJ8JB9EF282783,2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,26980.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,47842.0,Black,Black,2014 Mercedes-Benz E-Class E 350 4MATIC,2014.0,Mercedes-Benz,24991.0,847-381-8900,Motor Werks Honda,48814.0,,,0
