name,year,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2015 Lexus IS 250 Base,2015,Lexus,Beige,21635,Kunes Country Chrysler Dodge Jeep Ram of Elkhorn,(262) 607-8408,4.8,278,65596,51,Beige,Tan,6-SPEED A/T,All Wheel Drive,JTHCF1D26F5022267
2014 Lexus ES 300h Base,2014,Lexus,White,22589,Napleton Cadillac Rockford,(815) 552-1411,4.8,480,46591,58,Starfire Pearl,Light Gray,Automatic CVT,FWD,JTHBW1GG4E2062902
2015 Lexus RC 350 Base,2015,Lexus,White,33998,Boucher Hyundai,(866) 508-6541,4.9,881,12608,60,Starfire Pearl,Black,8-Speed Automatic,RWD,JTHHE5BC5F5006301
2015 Lexus RX 350 Base,2015,Lexus,White,27000,Van Horn Ford of Lomira,(888) 637-0659,4.9,8,51571,60,Starfire Pearl,Parchment,6-Speed Automatic,AWD,2T2BK1BA7FC275518
2017 Lexus ES 350 Base,2017,Lexus,Blue,34410,Boucher Hyundai,(866) 508-6541,4.9,881,15161,60,Nightfall Mica,Parchment,6-Speed Automatic,FWD,58ABK1GG1HU050331
2016 Lexus RX 350 350,2016,Lexus,Blue,40533,Boucher Hyundai,(866) 508-6541,4.9,881,26299,60,Nightfall Mica,Black,8-Speed Automatic,AWD,2T2BZMCA9GC015019
2015 Lexus RX 350 4DR AWD w/ Navi & Moonroof,2015,Lexus,Silver,19500,Wilde Honda,(262) 226-8570,4.5,631,100322,60,Silver,,6-Speed Automatic w/OD,AWD,2T2BK1BA9FC323097
2013 Lexus RX 450h 4DR AWD w/ Navi & Moonroof,2013,Lexus,White,23500,Wilde Honda,(262) 226-8570,4.5,631,69988,60,Starfire Pearl,,1-Speed Continuously Variable Ratio,AWD,JTJBC1BA1D2451120
2012 Lexus RX 350 AWD,2012,Lexus,Black,22968,Wilde Chrysler Jeep Dodge Ram & Subaru,(262) 347-4170,4.6,552,64156,60,Obsidian,Parchment,6-Speed Automatic w/manual shift,AWD/All-Wheel Drive,2T2BK1BA3CC122887
2014 Lexus ES 350 Base,2014,Lexus,Black,23989,Wheels by RT,(815) 580-3162,5,38,32087,60,Obsidian Black,Black,6-Speed Automatic,FWD,JTHBK1GG3E2139707
2015 Lexus RX 350 Base,2015,Lexus,Black,31989,Wheels by RT,(815) 580-3162,5,38,27988,60,Stargazer Black,Saddle,6-Speed Automatic,AWD,2T2BK1BA7FC297440
2016 Lexus GX 460 Base,2016,Lexus,Gray,41500,Wilde Honda,(262) 226-8570,4.5,631,21503,60,Nebula Gray Pearl,,6-Speed Automatic w/OD,4WD,JTJBM7FX4G5134949
2013 Lexus IS 250C Base,2013,Lexus,Black,24000,Toyota of Brookfield,(262) 558-4486,4.8,62,40116,61,Obsidian Black,Black,6-Speed Automatic,RWD,JTHFF2C22D2529024
2013 Lexus RX 450h Base,2013,Lexus,Gray,28000,Toyota of Brookfield,(262) 558-4486,4.8,62,59450,61,Nebula Gray Pearl,Parchment,Automatic CVT,AWD,JTJBC1BA7D2052597
2016 Lexus RX 350 350,2016,Lexus,White,43007,Lexus of Brookfield,(262) 510-0474,4.9,184,23725,62,White,Black,8-Speed Automatic,AWD,JTJBZMCA6G2002132
2013 Lexus RX 350 350,2013,Lexus,Gray,21507,Lexus of Brookfield,(262) 510-0474,4.9,184,97546,62,Gray,Light Gray,Automatic,AWD,2T2BK1BA4DC156547
2012 Lexus RX 350,2012,Lexus,Gray,24707,Lexus of Brookfield,(262) 510-0474,4.9,184,48496,62,Gray,Light Gray,6-Speed Automatic,AWD,2T2BK1BA9CC148071
2017 Lexus ES 350,2017,Lexus,White,38707,Lexus of Brookfield,(262) 510-0474,4.9,184,8973,62,White,Brown,6-Speed Automatic,FWD,58ABK1GG0HU059604
2015 Lexus NX 200t 200T,2015,Lexus,Blue,33507,Lexus of Brookfield,(262) 510-0474,4.9,184,28971,62,Blue,Brown,6-Speed Automatic,AWD,JTJBARBZ0F2034892
2018 Lexus ES 350,2018,Lexus,Black,45056,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Obsidian Black,Black,6-Speed Automatic,FWD,58ABK1GG6JU089843
2010 Lexus RX 350,2010,Lexus,Gray,19007,Lexus of Brookfield,(262) 510-0474,4.9,184,63255,62,Gray,Black,6-Speed Automatic,AWD,2T2BK1BA0AC051340
2018 Lexus ES 350,2018,Lexus,Gray,44862,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Nebula Gray Pearl,Gray,6-Speed Automatic,FWD,58ABK1GG2JU094554
2015 Lexus ES 350 350,2015,Lexus,Black,27500,Lexus of Brookfield,(262) 510-0474,4.9,184,23549,62,Black,Black,6-Speed Automatic,FWD,JTHBK1GG3F2208543
2015 Lexus RX 350,2015,Lexus,Red,31500,Lexus of Brookfield,(262) 373-6622,4.9,184,34736,62,Red,Light Tan,6-Speed Automatic,AWD,2T2BK1BA4FC290414
2015 Lexus RX 350,2015,Lexus,Silver,30000,Lexus of Brookfield,(262) 373-6622,4.9,184,35106,62,Silver,Light Gray,6-Speed Automatic,AWD,2T2BK1BA8FC338917
2018 Lexus IS 300,2018,Lexus,White,43700,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Eminent White Pearl,Black,6-Speed Automatic,AWD,JTHC81D29J5028647
2015 Lexus ES 350 350,2015,Lexus,Black,23400,Lexus of Brookfield,(262) 373-6622,4.9,184,61049,62,Black,Light Tan,6-Speed Automatic,FWD,JTHBK1GG4F2161507
2008 Lexus RX 350,2008,Lexus,Silver,11200,Lexus of Brookfield,(262) 510-0474,4.9,184,128425,62,Silver,Black,5-Speed Automatic,AWD,2T2HK31U58C063673
2015 Lexus RX 350,2015,Lexus,Gray,30500,Lexus of Brookfield,(262) 373-6622,4.9,184,44320,62,Gray,Black,6-Speed Automatic,AWD,2T2BK1BA3FC306019
2018 Lexus ES 350,2018,Lexus,Black,46971,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Obsidian Black,Black,6-Speed Automatic,FWD,58ABK1GG2JU097261
2018 Lexus ES 350,2018,Lexus,Blue,40775,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Nightfall Mica,Parchment,6-Speed Automatic,FWD,58ABK1GGXJU094303
2018 Lexus GX 460 Luxury,2018,Lexus,White,66703,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Starfire Pearl,Ecru,6-Speed Automatic,4WD,JTJJM7FX3J5193803
2018 Lexus ES 350,2018,Lexus,Black,40581,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Obsidian Black,Black,6-Speed Automatic,FWD,58ABK1GG1JU086459
2013 Lexus LX 570 Base,2013,Lexus,Gray,36956,Russ Darrow West Bend Chrysler Jeep Dodge RAM,(262) 299-4737,4.8,438,92310,63,Gray,Black,6-Speed Automatic,4WD,JTJHY7AX9D4122979
2016 Lexus RX 350 350,2016,Lexus,Blue,42277,Russ Darrow Toyota Scion,(262) 384-4738,4.8,617,10370,64,Nightfall Mica,Brown,8-Speed Automatic,AWD,2T2BZMCA5GC009766
2010 Lexus RX 350 Base,2010,Lexus,White,17787,Russ Darrow Toyota Scion,(262) 384-4738,4.8,617,85601,64,Tungsten Pearl,Light Gray,6-Speed Automatic,AWD,2T2BK1BA0AC005975
2011 Lexus GX 460 4WD:,2011,Lexus,Black,22692,Lenz Truck Center,(920) 933-8265,4.8,1031,86704,67,Black Onyx,Ecru,6-Speed Automatic,4WD,JTJBM7FX8B5024298
2014 Lexus GS 350 Base,2014,Lexus,White,28597,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76,34416,68,Starfire Pearl,Black,6-Speed Automatic,AWD,JTHCE1BLXE5026724
2015 Lexus GS 350 350,2015,Lexus,Silver,28522,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76,58026,68,Liquid Platinum,Black,6-Speed Automatic,AWD,JTHCE1BL5FA001254
2002 Lexus ES 300,2002,Lexus,Red,4500,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76,237953,68,Black Garnet Pearl,Ivory,5-Speed Automatic,FWD,JTHBF30G020052610
2017 Lexus ES 350 Base,2017,Lexus,Blue,34748,Boucher Kia of Milwaukee,(877) 468-4702,4.8,50,4431,69,Nightfall Mica,Flaxen,6-Speed Automatic,FWD,58ABK1GGXHU057861
2007 Lexus RX 350,2007,Lexus,Gray,10800,Hometown Auto Sales,(262) 421-4659,5,1,133022,72,Flint Mica,Black,5-SPEED A/T,,2T2HK31UX7C022194
2015 Lexus RX 450h AWD 4dr,2015,Lexus,White,32248,Andrew Toyota,(866) 786-0878,4.9,1461,57917,73,Starfire Pearl,Parchment,electronically controlled cvt,All Wheel Drive,2T2BC1BA5FC004230
2017 Lexus IS 300,2017,Lexus,Gray,44282,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Gray Pearl,Black,6-Speed Automatic,AWD,JTHCM1D27H5022416
2010 Lexus ES 350,2010,Lexus,Black,11900,Lexus of Milwaukee,(414) 973-2600,5,9,132635,74,Obsidian Black,Parchment,6-Speed Automatic,FWD,JTHBK1EG8A2350964
2018 Lexus ES 350 Base,2018,Lexus,White,42324,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Eminent White Pearl,Beige,6-Speed Automatic,FWD,58ABK1GG4JU099366
2018 Lexus IS 300,2018,Lexus,Black,44103,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Obsidian Black,Red,6-Speed Automatic,AWD,JTHC81D20J5029394
2005 Lexus RX 330,2005,Lexus,Blue,6995,Car Planet,(414) 292-9743,2.6,5,133765,74,Blue,Tan,5-Speed Automatic,AWD,JTJHA31U350089375
2017 Lexus IS 300,2017,Lexus,Silver,43255,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Silver,Black,6-Speed Automatic,AWD,JTHCM1D26H5023945
2017 Lexus NX 200t 200T,2017,Lexus,Black,36000,Lexus of Milwaukee,(414) 375-4932,5,9,4430,74,Obsidian Black,Flaxen,6-Speed Automatic,AWD,JTJBARBZ5H2111064
2014 Lexus LS 460 Base,2014,Lexus,Black,37000,Lexus of Milwaukee,(414) 375-4932,5,9,50299,74,Obsidian Black,Black,8-Speed Automatic,AWD,JTHCL5EF8E5022772
2016 Lexus NX 200t F Sport,2016,Lexus,Black,34900,Lexus of Milwaukee,(414) 375-4932,5,9,45626,74,Obsidian Black,Black,6-Speed Automatic,AWD,JTJBARBZ7G2071861
2018 Lexus GX 460 Base,2018,Lexus,Silver,56000,Lexus of Milwaukee,(414) 375-4932,5,9,2487,74,Silver Lining Metallic,Sepia,6-Speed Automatic,4WD,JTJBM7FX4J5183673
2004 Lexus RX 330,2004,Lexus,Black,10990,Racine Hyundai,(262) 324-1253,4.9,120,89653,76,Black Onyx,Black,5-Speed Automatic w/OD,AWD,JTJHA31U140060679
2016 Lexus IS 350 Base,2016,Lexus,White,32230,VROOM (Milwaukee),(877) 682-3020,,,23742,73,White,Tan,8-Speed Automatic w/OD,RWD,JTHBE1D26G5027355
2014 Lexus ES 350 Base,2014,Lexus,Black,24980,VROOM (Milwaukee),(877) 682-3020,,,23131,73,Black,Black,6-Speed Automatic w/OD,FWD,JTHBK1GG6E2133433
2015 Lexus GS 350 4dr Sedan,2015,Lexus,Blue,29730,VROOM (Milwaukee),(877) 682-3020,,,21085,73,Blue,Brown,8-Speed Automatic w/OD,RWD,JTHBE1BL7FA014244
2015 Lexus IS 250 4dr Sedan,2015,Lexus,Black,24230,VROOM (Milwaukee),(877) 682-3020,,,24657,73,Black,Tan,6-Speed Automatic w/OD,RWD,JTHBF1D29F5053413
2014 Lexus ES 350 Base,2014,Lexus,Silver,19230,VROOM (Milwaukee),(877) 682-3020,,,61907,73,Silver,Black,Automatic,FWD,JTHBK1GG6E2144190
2015 Lexus RX 450h,2015,Lexus,Gray,36500,Smart Motors,(608) 318-4181,4.7,432,34649,4,Nebula Gray Pearl,Black,1-Speed CVT w/OD,AWD,2T2BC1BAXFC002893
2015 Lexus IS 350,2015,Lexus,Red,30998,CarMax Madison,(608) 286-3923,4.3,3,27698,5,Red,Black,Automatic,AWD,JTHCE1D29F5007121
2015 Lexus IS 250,2015,Lexus,White,26998,CarMax Madison,(608) 286-3923,4.3,3,27960,5,White,Tan,6-Speed Automatic w/OD,AWD,JTHCF1D24F5021182
2018 Lexus RX 350 F Sport,2018,Lexus,White,55980,Lexus of Madison,(608) 478-2661,5,68,,6,Ultra White,Black,8-Speed Automatic,AWD,2T2BZMCA0JC135475
2018 Lexus RX 350L Premium,2018,Lexus,Silver,53806,Lexus of Madison,(608) 478-2661,5,68,,6,Silver Lining Metallic,Gray,8-Speed Automatic,AWD,JTJDZKCA6J2002698
2015 Lexus RC 350 Base,2015,Lexus,Gray,34950,Lexus of Madison,(608) 478-2657,5,68,12426,6,Nebula Gray Pearl,Gray,6-Speed Automatic,AWD,JTHSE5BC2F5004575
2012 Lexus CT 200h,2012,Lexus,Gray,15950,Lexus of Madison,(608) 478-2657,5,68,65839,6,Nebula Gray Pearl,Black,Automatic CVT,FWD,JTHKD5BH8C2061813
2013 Lexus RX 350 Base,2013,Lexus,Black,23950,Lexus of Madison,(608) 478-2657,5,68,64361,6,Stargazer Black,Parchment,6-Speed Automatic,AWD,2T2BK1BA4DC188639
2018 Lexus RX 350L Premium,2018,Lexus,Silver,51604,Lexus of Madison,(608) 478-2661,5,68,,6,Atomic Silver,Parchment,8-Speed Automatic,AWD,JTJDZKCAXJ2002929
2018 Lexus ES 350 Base,2018,Lexus,Silver,42115,Lexus of Madison,(608) 478-2661,5,68,,6,Atomic Silver,Black,6-Speed Automatic,FWD,58ABK1GG0JU097551
2014 Lexus GX 460 Luxury,2014,Lexus,White,38950,Lexus of Madison,(608) 478-2657,5,68,48237,6,Starfire Pearl,Sepia,6-Speed Automatic,4WD,JTJJM7FX6E5083916
2018 Lexus NX 300 Base,2018,Lexus,Silver,37819,Lexus of Madison,(608) 478-2661,5,68,,6,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ8J2169546
2018 Lexus RX 350L Premium,2018,Lexus,White,54183,Lexus of Madison,(608) 478-2661,5,68,,6,Eminent White Pearl,Parchment,8-Speed Automatic,AWD,JTJDZKCA7J2004301
2018 Lexus LC 500 Base,2018,Lexus,Silver,94909,Lexus of Madison,(608) 478-2661,5,68,,6,Liquid Platinum,Red,10-Speed Automatic,RWD,JTHHP5AY5JA001901
2018 Lexus ES 350 Base,2018,Lexus,Silver,41048,Lexus of Madison,(608) 478-2661,5,68,,6,Atomic Silver,Flaxen,6-Speed Automatic,FWD,58ABK1GGXJU100679
2014 Lexus IS 350 Base,2014,Lexus,White,24577,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156,46389,7,Ultra White,Alabaster,8-Speed Automatic,RWD,JTHBE1D2XE5001984
2014 Lexus GS 350 Base,2014,Lexus,Black,26477,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156,61623,7,Obsidian Black,Cabernet,6-Speed Automatic,AWD,JTHCE1BL4E5026895
2013 Lexus RX 350 350,2013,Lexus,White,24877,Kayser Chrysler Center,(608) 338-1543,4.5,91,49539,22,White,Parchment,Automatic,AWD,2T2BK1BA3DC163425
2015 Lexus GX 460 Luxury,2015,Lexus,Gray,40401,Kayser Chrysler Center,(608) 338-1543,4.5,91,53049,22,Gray,Ecru,6-Speed Automatic,4WD,JTJJM7FX0F5104647
2013 Lexus RX 350 F Sport,2013,Lexus,Red,23495,Hall Automotive,(262) 229-4616,,,59507,58,Maroon,,8-Speed Automatic,AWD,2T2BK1BA7DC182804
2015 Lexus ES 350 NAVIGATION,2015,Lexus,Silver,24985,Boucher Chevrolet of Waukesha,(866) 590-9089,4.5,55,40810,59,Silver Lining Metallic,Black,6-Speed Automatic,FWD,JTHBK1GG7F2203507
2015 Lexus ES 350 Base,2015,Lexus,White,25983,Boucher Chevrolet of Waukesha,(866) 590-9089,4.5,55,31717,59,Starfire Pearl,Parchment,6-Speed Automatic,FWD,JTHBK1GG8F2151479
2015 Lexus GX 460 Base,2015,Lexus,Black,42225,Boucher Hyundai,(866) 508-6541,4.9,881,16395,60,Black Onyx,Ecru,6-Speed Automatic,4WD,JTJBM7FX5F5106219
2016 Lexus IS 300 Base,2016,Lexus,White,29277,Wilde Honda,(262) 226-8570,4.5,631,41133,60,Ultra White,,6-Speed Automatic w/OD,AWD,JTHCM1D26G5002396
2015 Lexus ES 350 350,2015,Lexus,Black,26998,Boucher Hyundai,(866) 508-6541,4.9,881,25562,60,Obsidian Black,Parchment,6-Speed Automatic,FWD,JTHBK1GG9F2180361
2015 Lexus RX 350,2015,Lexus,Brown,26998,CarMax Waukesha,(262) 207-2339,,,38624,61,Brown,Tan,,AWD,JTJBK1BA0F2476144
2013 Lexus RX 350 350,2013,Lexus,Silver,21500,Lexus of Brookfield,(262) 510-0474,4.9,184,82673,62,Silver,Brown,Automatic,AWD,2T2BK1BA0DC179954
2016 Lexus RC 300,2016,Lexus,Red,37000,Lexus of Brookfield,(262) 373-6622,4.9,184,11513,62,Red,Brown,6-Speed Automatic,AWD,JTHSM5BC2G5002328
2017 Lexus RX 350 F Sport,2017,Lexus,Gray,51907,Lexus of Brookfield,(262) 510-0474,4.9,184,11051,62,Gray,Red,8-Speed Automatic,AWD,2T2BZMCA2HC085978
2014 Lexus IS 350,2014,Lexus,Black,24007,Lexus of Brookfield,(262) 510-0474,4.9,184,87104,62,Black,Black,6-Speed Automatic,AWD,JTHCE1D27E5002465
2016 Lexus GX 460,2016,Lexus,Gray,43707,Lexus of Brookfield,(262) 510-0474,4.9,184,29408,62,Gray,Brown,6-Speed Automatic,4WD,JTJBM7FXXG5141646
2018 Lexus ES 350,2018,Lexus,Silver,44862,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Silver Lining Metallic,Black,6-Speed Automatic,FWD,58ABK1GG1JU091533
2018 Lexus IS 300,2018,Lexus,Blue,44651,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Ultrasonic Blue Mica,Black,6-Speed Automatic,AWD,JTHC81D26J5026788
2013 Lexus RX 350,2013,Lexus,Red,27507,Lexus of Brookfield,(262) 510-0474,4.9,184,52098,62,Maroon,Light Tan,6-Speed Automatic,AWD,2T2BK1BA8DC189924
2018 Lexus ES 300h,2018,Lexus,White,46007,Lexus of Brookfield,(262) 510-0474,4.9,184,9400,62,White,Light Tan,Automatic CVT,FWD,JTHBW1GG3J2172561
2016 Lexus NX 200t 200T,2016,Lexus,Black,34707,Lexus of Brookfield,(262) 510-0474,4.9,184,26401,62,Black,Brown,6-Speed Automatic,AWD,JTJBARBZ5G2049163
2014 Lexus IS 250,2014,Lexus,Black,30000,Lexus of Brookfield,(262) 373-6622,4.9,184,2237,62,Black,Light Gray,6-Speed Automatic,AWD,JTHCF1D22E5005206
2007 Lexus GS 350,2007,Lexus,White,13500,Lexus of Brookfield,(262) 510-0474,4.9,184,117552,62,White,Ash,6-Speed Automatic,AWD,JTHCE96SX70007834
2018 Lexus IS 300,2018,Lexus,Silver,43734,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Atomic Silver,Red,6-Speed Automatic,AWD,JTHC81D21J5029159
2007 Lexus LS 460 Base,2007,Lexus,Gray,8995,Russ Darrow Toyota Scion,(262) 384-4738,4.8,617,199866,64,Smoky Granite Mica,Black,8-Speed Automatic,RWD,JTHBL46F375003358
2007 Lexus RX 350,2007,Lexus,Blue,8995,Russ Darrow Toyota Scion,(262) 384-4738,4.8,617,150139,64,Blue Metallic,Light Gray,5-Speed Automatic,AWD,2T2HK31U87C044520
2017 Lexus RX 350,2017,Lexus,White,50998,Holiday Mazda,(855) 294-9011,4.9,96,9909,67,Ultra White,Parchment,8-Speed Automatic,AWD,2T2BZMCA1HC092470
2008 Lexus ES 350,2008,Lexus,Black,9690,Boucher Volkswagen Marketplace of Franklin,(866) 571-8206,5,58,118528,68,Black Sapphire,Cashmere,6-Speed Automatic,FWD,JTHBJ46G282225049
2015 Lexus RC 350 Base,2015,Lexus,Black,32987,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76,45568,68,Obsidian Black,Black,6-Speed Automatic,AWD,JTHSE5BC9F5003052
2010 Lexus ES 350,2010,Lexus,Brown,12599,CarMax Metro Parc,(414) 214-9772,4,2,113502,68,Tan,Tan,6-Speed Automatic,FWD,JTHBK1EG3A2389834
2005 Lexus ES 330,2005,Lexus,Blue,8899,Hometown Auto Sales,(262) 421-4659,5,1,54502,72,Blue Shale Mica,Black,5-SPEED A/T,,JTHBA30G055056243
2015 Lexus IS 250 Base,2015,Lexus,Gray,26661,Andrew Toyota,(866) 786-0878,4.9,1461,14325,73,Nebula Gray Pearl,Black,6-SPEED A/T,All Wheel Drive,JTHCF1D22F5021701
2003 Lexus LS 430 Base,2003,Lexus,Gold,6493,INFINITI North Shore,(888) 675-1554,,,148588,73,Mystic Gold Metallic,Black,5-Speed Automatic with Overdrive,Rear Wheel Drive,JTHBN30F230093655
2011 Lexus IS 250 Base,2011,Lexus,Red,10999,Braeger Chevrolet,(414) 292-9757,4.8,1053,122389,73,Matador Red Mica,Black,6-Speed Automatic,AWD,JTHCF5C26B5045857
2018 Lexus ES 350 Base,2018,Lexus,Black,44986,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Obsidian Black,Flaxen,6-Speed Automatic,FWD,58ABK1GGXJU085066
2017 Lexus IS 300,2017,Lexus,Silver,42812,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Silver,Black,6-Speed Automatic,AWD,JTHCM1D27H5022092
2015 Lexus RX 350 350,2015,Lexus,Brown,31595,Porsche Milwaukee North,(888) 481-5925,,,20723,74,Brown,Tan,Automatic,AWD,JTJBK1BA7F2478764
2015 Lexus RX 350 350,2015,Lexus,Gray,28875,Porsche Milwaukee North,(888) 481-5925,,,36071,74,Nebula Gray Pearl,Black,Automatic,AWD,2T2BK1BA9FC266772
2018 Lexus RX 350 Base,2018,Lexus,Black,57314,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Caviar,Black,8-Speed Automatic,AWD,2T2BZMCA2JC138278
2018 Lexus RX 350 Base,2018,Lexus,Silver,52080,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Silver Lining Metallic,Gray,8-Speed Automatic,AWD,2T2BZMCA0JC141907
2018 Lexus GX 460 Base,2018,Lexus,Black,55607,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Onyx Black,Black,6-Speed Automatic,4WD,JTJBM7FX4J5198254
2018 Lexus NX 300 F Sport,2018,Lexus,Black,45364,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Obsidian Black,Black,6-Speed Automatic,AWD,JTJBARBZ2J2159885
2018 Lexus NX 300 Base,2018,Lexus,Silver,41401,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Silver,Black,6-Speed Automatic,AWD,JTJBARBZ2J2159241
2018 Lexus NX 300 Base,2018,Lexus,Black,41048,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Caviar,Red,6-Speed Automatic,AWD,JTJBARBZ2J2160695
2018 Lexus ES 350 Base,2018,Lexus,Gray,42832,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Cashmere Metallic,Beige,6-Speed Automatic,FWD,58ABK1GG0JU082810
2009 Lexus RX 350,2009,Lexus,Black,12495,GS Auto,(414) 930-1646,4.9,25,101271,75,Black,Silver,5-Speed Automatic,AWD,2T2HK31U39C110314
2005 Lexus RX 330 Base,2005,Lexus,Silver,9950,4 Wheels of Fox Lake,(847) 629-4507,5,79,127226,77,Silver,Beige,5-SPEED A/T,All Wheel Drive,2T2HA31U85C081115
2008 Lexus RX 350,2008,Lexus,Blue,12597,Turn Key Auto Sales,(920) 267-5115,5,11,102326,78,Blue,Gray,5-Speed Automatic,AWD,2T2HK31U08C059367
2016 Lexus IS 300 Base,2016,Lexus,White,34800,Jacobson Auto Sales,(888) 694-7192,5,5,9312,79,Ultra White,Rioja Red w/Silver Performance Trim,6-SPEED A/T,AWD,JTHCM1D26G5004827
2014 Lexus GX 460 Base,2014,Lexus,Black,37230,VROOM (Milwaukee),(877) 682-3020,,,33518,73,Black,Black,6-Speed Automatic w/OD,4WD,JTJBM7FX2E5085988
2015 Lexus RX 350 Base,2015,Lexus,Silver,29730,VROOM (Milwaukee),(877) 682-3020,,,25802,73,Silver,Brown,6-Speed Automatic w/OD,FWD,2T2ZK1BA8FC158903
2015 Lexus NX 200t AWD 4dr Crossover,2015,Lexus,Gray,23980,VROOM (Milwaukee),(877) 682-3020,,,72859,73,Gray,Black,6-Speed Automatic w/OD,AWD,JTJBARBZ2F2001375
2013 Lexus GS 350 Base,2013,Lexus,Black,24480,VROOM (Milwaukee),(877) 682-3020,,,43638,73,Black,Black,6-Speed Automatic w/Manual Shift,RWD,JTHBE1BL1D5027223
2013 Lexus GS 350 Base,2013,Lexus,Black,21980,VROOM (Milwaukee),(877) 682-3020,,,67481,73,Black,Gray,6-Speed Automatic w/Manual Shift,RWD,JTHBE1BL9D5016146
2013 Lexus RX 450h Base,2013,Lexus,Gray,24980,VROOM (Milwaukee),(877) 682-3020,,,54012,73,Gray,Black,Variable,AWD,JTJBC1BAXD2052643
2015 Lexus RX 350 Base,2015,Lexus,Red,31730,VROOM (Milwaukee),(877) 682-3020,,,21234,73,Maroon,Black,6-Speed Automatic w/OD,FWD,2T2ZK1BA1FC174828
2015 Lexus ES 350 4dr Sedan,2015,Lexus,Gray,25980,VROOM (Milwaukee),(877) 682-3020,,,40726,73,Gray,Gray,6-Speed Automatic w/OD,FWD,JTHBK1GG2F2181528
2015 Lexus GS 350 AWD 4dr Sedan,2015,Lexus,Silver,34730,VROOM (Milwaukee),(877) 682-3020,,,18354,73,Silver,Brown,6-Speed Automatic w/OD,AWD,JTHCE1BL3FA004699
2013 Lexus GS 350 Base,2013,Lexus,Black,22480,VROOM (Milwaukee),(877) 682-3020,,,57215,73,Black,Tan,6-Speed Automatic w/Manual Shift,RWD,JTHBE1BL5D5009632
2013 Lexus GS 350 Base,2013,Lexus,Red,23730,VROOM (Milwaukee),(877) 682-3020,,,61833,73,Red,Brown,6-Speed Automatic w/Manual Shift,RWD,JTHBE1BL6D5011860
2013 Lexus ES 350 4dr Sdn,2013,Lexus,Silver,19980,VROOM (Milwaukee),(877) 682-3020,,,49674,73,Silver,Gray,6-Speed Automatic w/Manual Shift,FWD,JTHBK1GG8D2029170
2015 Lexus IS 250C Base,2015,Lexus,Black,34730,VROOM (Milwaukee),(877) 682-3020,,,30185,73,Black,Red,6-Speed Automatic w/OD,RWD,JTHFF2C20F2532944
2015 Lexus GS 350 4dr Sedan,2015,Lexus,White,34480,VROOM (Milwaukee),(877) 682-3020,,,7256,73,White,Gray,8-Speed Automatic w/OD,RWD,JTHBE1BL1FA019245
2015 Lexus RC 350 Base,2015,Lexus,White,33980,VROOM (Milwaukee),(877) 682-3020,,,21993,73,White,Red,8-Speed Automatic w/OD,RWD,JTHHE5BC4F5008864
2016 Lexus NX 200t F SPORT 4dr Crossover,2016,Lexus,Silver,34730,VROOM (Milwaukee),(877) 682-3020,,,16552,73,Silver,Black,6-Speed Automatic w/OD,FWD,JTJYARBZ1G2027347
2015 Lexus GX 460 Base,2015,Lexus,White,38480,VROOM (Milwaukee),(877) 682-3020,,,46437,73,White,Black,6-Speed Automatic w/OD,4WD,JTJBM7FX5F5095044
2017 Lexus  Base,2017,Lexus,Blue,61480,VROOM (Milwaukee),(877) 682-3020,,,15190,73,Blue,Brown,8-Speed Automatic w/OD,AWD,JTHCL5EF7H5027742
2015 Lexus GS 350 4dr Sedan,2015,Lexus,White,29980,VROOM (Milwaukee),(877) 682-3020,,,26288,73,White,Black,8-Speed Automatic w/OD,RWD,JTHBE1BL0FA006101
