name,year,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2008 Audi S8 5.2,2008,Audi,Blue,19995,Alpha Motors,(262) 649-5754,4.8,4,143312,63,Blue,Black,6-SPEED A/T,All Wheel Drive,WAUPN94EX8N015563
2008 Audi A4 2.0T,2008,Audi,Black,6944,Russ Darrow Mazda of Milwaukee,(888) 364-8375,4.7,337,101184,67,Phantom Black Pearl,Black,6-Speed Automatic with Tiptronic,AWD,WAUDF78E38A018780
1996 Audi A4 2.8 quattro,1996,Audi,Silver,1499,Russ Darrow Mazda of Milwaukee,(888) 364-8375,4.7,337,174554,67,Silver,Gray,5-Speed Manual,AWD,WAUEA88D1TA263831
2015 Audi Q5 2.0T Premium,2015,Audi,Silver,29491,Lenz Truck Center,(920) 933-8265,4.8,1031,33906,67,Florett Silver Metallic,Black,8-Speed Automatic w/OD,AWD,WA1LFAFPXFA057390
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Red,57410,International Autos,(414) 203-5342,3.8,56,,68,Matador Red Metallic / Black Roof,Atlas Beige,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF51JN011154
2017 Audi A3 2.0T Premium Plus,2017,Audi,Black,31757,International Autos,(414) 939-8502,3.8,56,8200,68,Brilliant Black,Black,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFF0H1005476
2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,Blue,28500,International Autos,(414) 269-8729,3.8,56,39570,68,Moonlight Blue Metallic,Pistachio Beige,8-Speed Automatic,AWD,WA1LFAFP6FA028744
2012 Audi Q5 2.0T Premium quattro,2012,Audi,Black,16500,International Autos,(414) 939-8502,3.8,56,89610,68,Brilliant Black,Black,8-Speed Automatic,AWD,WA1CFBFP9CA044308
2012 Audi A4 2.0T Premium Plus quattro,2012,Audi,White,14792,International Autos,(414) 939-8502,3.8,56,88075,68,Glacier White Metallic,Cardamom Beige,8-Speed Automatic,AWD,WAUFFAFL8CA101492
2018 Audi A4 2.0T Premium Plus,2018,Audi,Gray,50100,International Autos,(414) 203-5342,3.8,56,,68,Manhattan Gray Metallic,Rock Gray,7-Speed Automatic with Auto-Shift,AWD,WAUENAF42JA058448
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Gray,50850,International Autos,(414) 203-5342,3.8,56,,68,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUPNAF56JA024725
2013 Audi Q7 3.0 TDI Premium Plus,2013,Audi,Gray,29000,International Autos,(414) 939-8502,3.8,56,56743,68,Daytona Gray Pearl,Espresso,8-Speed Automatic,AWD,WA1LMBFE8DD012616
2009 Audi A4 2.0T Premium quattro,2009,Audi,Silver,9872,International Autos,(414) 939-8502,3.8,56,103949,68,Ice Silver Metallic,Black,6-Speed Automatic,AWD,WAULF78K19N033001
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,White,57685,International Autos,(414) 203-5342,3.8,56,,68,Ibis White / Black Roof,Black,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF50JN005040
2015 Audi Q5 3.0T Premium Plus quattro,2015,Audi,Gray,31900,International Autos,(414) 269-8729,3.8,56,35942,68,Monsoon Gray Metallic,Black,8-Speed Automatic,AWD,WA1DGAFP7FA048261
2015 Audi Q5 3.0T Premium Plus quattro,2015,Audi,Blue,33500,International Autos,(414) 939-8502,3.8,56,21374,68,Moonlight Blue Metallic,Chestnut Brown,8-Speed Automatic,AWD,WA1DGAFP9FA068740
2018 Audi Q3 2.0T Premium Plus,2018,Audi,White,33500,International Autos,(414) 939-8502,3.8,56,6002,68,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1ECCFS0JR001311
2015 Audi S5 3.0T Premium Plus quattro,2015,Audi,Gray,36000,International Autos,(414) 939-8502,3.8,56,27996,68,Daytona Gray Pearl Effect / Black Roof,Black / Silver,7-Speed Automatic with Auto-Shift,AWD,WAUCGAFH1FN005129
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Gray,51700,International Autos,(414) 203-5342,3.8,56,,68,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUTNAF59JA004645
2018 Audi A6 3.0T Premium quattro,2018,Audi,White,60210,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Black,8-Speed Automatic,AWD,WAUG3AFCXJN006015
2018 Audi A3 2.0T Premium quattro,2018,Audi,Blue,43210,International Autos,(414) 203-5342,3.8,56,,68,Cosmos Blue Metallic / Black Roof,Rock Gray,6-Speed Automatic with Auto-Shift,AWD,WAU78LFFXJ1001217
2018 Audi A3 2.0T Premium quattro,2018,Audi,White,37125,International Autos,(414) 203-5342,3.8,56,,68,Ibis White,Black,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFF5J1017550
2018 Audi A4 2.0T Premium Plus,2018,Audi,White,48460,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUENAF42JN001255
2014 Audi A5 Premium Plus,2014,Audi,Black,28977,Selig Auto Sales and Leasing,(414) 395-8880,5,15,39181,68,Black,Saddle,8-SPEED A/T,All Wheel Drive,WAULFAFH4EN011282
2014 Audi A7 3.0 Prestige,2014,Audi,Gray,34998,CarMax Metro Parc,(414) 214-9772,4,2,50926,68,Gray,Brown,8-Speed Automatic w/OD,AWD,WAU2GAFC5EN014415
2018 Audi A6 3.0T Premium quattro,2018,Audi,White,68260,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Black,8-Speed Automatic,AWD,WAUH3AFC2JN011682
2014 Audi allroad 2.0T Premium quattro,2014,Audi,Blue,24500,International Autos,(414) 939-8502,3.8,56,41976,68,Moonlight Blue Metallic,Beige,8-Speed Automatic,AWD,WA1TFAFL9EA141910
2016 Audi S5 3.0T Premium Plus quattro,2016,Audi,Gray,43500,International Autos,(414) 269-8729,3.8,56,27075,68,Daytona Gray Pearl Effect,Black,7-Speed Automatic with Auto-Shift,AWD,WAUC4AFR6GA020977
2006 Audi A4 2.0T,2006,Audi,Red,6999,Car King,(414) 255-0262,3.2,39,122141,68,Brilliant Red,Tan,Automatic,All Wheel Drive,WAUDF78EX6A193640
2016 Audi A6 2.0T Premium quattro,2016,Audi,Black,34000,International Autos,(414) 269-8729,3.8,56,39945,68,Brilliant Black,Black,8-Speed Automatic,AWD,WAUFFAFC3GN106288
2018 Audi A6 2.0T Premium Plus,2018,Audi,Gray,54510,International Autos,(414) 203-5342,3.8,56,,68,Tornado Gray Metallic,Black,8-Speed Automatic,AWD,WAUG8AFC4JN011602
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Black,41155,International Autos,(414) 203-5342,3.8,56,,68,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS7JR011445
2015 Audi Q7 3.0T Premium Plus,2015,Audi,Gray,33000,International Autos,(414) 939-8502,3.8,56,46983,68,Daytona Gray Pearl,Limestone,8-Speed Automatic,AWD,WA1LGAFE6FD006141
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Black,58190,International Autos,(414) 203-5342,3.8,56,,68,Mythos Black Metallic / Black Roof,Black,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF59JN009720
2006 Audi A6 3.2L,2006,Audi,Gray,7499,Car King,(414) 255-0262,3.2,39,120632,68,Slate Grey,Black,6-SPEED A/T,All Wheel Drive,WAUDG74F56N053886
2011 Audi A4 2.0T Premium  Plus,2011,Audi,White,16467,Selig Auto Sales and Leasing,(414) 395-8880,5,15,52078,68,White,Cardamom Beige,8-SPEED A/T,All Wheel Drive,WAUWFAFL0BA051184
2009 Audi A4 2.0T Prem Plus,2009,Audi,Black,10495,Classic Motorcars,(414) 219-1011,4.8,149,57060,70,Brilliant Black,CARDAMOM BEIGE,6-SPEED A/T,All Wheel Drive,WAUSF78KX9N048981
2016 Audi S3 2.0T Premium Plus quattro,2016,Audi,Silver,36967,Audi North Shore,(414) 375-2104,3.5,14,24236,72,Florett Silver Metallic,Black / Magma Red,6-Speed Automatic with Auto-Shift,AWD,WAUB1GFF6G1038778
2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,Black,31967,Audi North Shore,(414) 375-2104,3.5,14,25867,72,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WA1LFAFP2FA078458
2015 Audi A4 2.0T Premium Plus quattro,2015,Audi,Silver,24767,Audi North Shore,(414) 375-2104,3.5,14,37814,72,Florett Silver Metallic,Black,8-Speed Automatic,AWD,WAUFFAFL2FN012031
2013 Audi RS 5 4.2,2013,Audi,Blue,47967,Audi North Shore,(414) 375-2104,3.5,14,16253,72,Estorial Blue Crystal Effect,Black,7-Speed Automatic with Auto-Shift,AWD,WUAC6AFH0DN900228
2015 Audi SQ5 3.0T Premium Plus quattro,2015,Audi,Black,38867,Audi North Shore,(414) 375-2104,3.5,14,33392,72,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WA1CGAFP8FA023560
2015 Audi A3 2.0T Premium quattro,2015,Audi,Gray,20867,Audi North Shore,(414) 375-2104,3.5,14,31372,72,Monsoon Gray Metallic,Black,6-Speed Automatic with Auto-Shift,AWD,WAUBFGFF3F1040584
2016 Audi Q5 3.0T Prestige quattro,2016,Audi,White,41967,Audi North Shore,(414) 375-2104,3.5,14,15222,72,Glacier White Metallic,Pistachio Beige,8-Speed Automatic,AWD,WA1W7AFP8GA012296
2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,Gray,26967,Audi North Shore,(414) 375-2115,3.5,14,59215,72,Monsoon Gray Metallic,Black,8-Speed Automatic,AWD,WA1LFAFP0FA057155
2013 Audi A5 2.0T Premium Plus quattro,2013,Audi,Other,20967,Audi North Shore,(414) 375-2115,3.5,14,31825,72,Ice Silver Metallic / Brown Roof,Black,8-Speed Automatic,AWD,WAULFAFR8DA080300
2014 Audi S4 Premium Plus,2014,Audi,Other,30900,5 Corners Chrysler Dodge Jeep RAM,(888) 454-5748,5,8,45670,72,,,7-SPEED A/T,All Wheel Drive,WAUBGAFL1EA154257
2018 Audi A4 2.0T Premium Plus,2018,Audi,White,49150,Audi North Shore,(414) 375-4847,3.5,14,,72,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUENAF40JA013783
2018 Audi Q5 2.0T Prestige quattro,2018,Audi,Black,55695,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD,WA1CNAFY5J2126453
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Red,52950,Audi North Shore,(414) 375-4847,3.5,14,,72,Matador Red Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUTNAF56JA000617
2014 Audi A6 2.0T Premium Plus quattro,2014,Audi,Gray,23686,Reichert Chevrolet Buick,(815) 572-4289,4.2,11,47619,72,Quartz Gray Metallic,Black,8-Speed Automatic,AWD,WAUGFAFC8EN074889
2017 Audi Q5 2.0T Premium quattro,2017,Audi,Silver,33173,Van Horn Latino of Milwaukee,(414) 375-4933,5,1,28953,73,Florett Silver Metallic,Pistachio Beige,8-Speed Automatic,AWD,WA1C2AFP4HA096460
2009 Audi A5 3.2 quattro,2009,Audi,Silver,10991,Runde Chevrolet,(888) 380-6201,4.8,108,106141,73,Silver,,6-Speed Automatic,AWD,WAUDK78T39A049345
2015 Audi A3 2.0T Premium Plus quattro,2015,Audi,White,21343,Porsche Milwaukee North,(888) 481-5925,,,37314,74,Glacier White Metallic,Black,6-Speed Automatic with Auto-Shift,AWD,WAUEFGFF4F1011009
2012 Audi A8 4.2 quattro,2012,Audi,Gray,21717,Porsche Milwaukee North,(888) 481-5925,,,107692,74,Quartz Gray Metallic,Black,8-Speed Automatic,AWD,WAUAVAFDXCN021335
2014 Audi Q7 3.0L TDI Premium Plus,2014,Audi,Black,28995,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162,60671,76,Night Black,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE8ED001322
2014 Audi Q7 3.0L TDI Premium Plus,2014,Audi,Gray,27995,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162,64327,76,Daytona Gray Pearl Effect,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE2ED009920
2013 Audi Q7 3.0L TDI Premium Plus,2013,Audi,Gray,28995,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162,45191,76,Lava Gray Pearl Effect,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE0DD010854
2013 Audi A6 2.0T Premium Plus,2013,Audi,Gray,15995,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162,91321,76,Quartz Gray Metallic,Black,8-SPEED A/T,All Wheel Drive,WAUGFAFC2DN145650
2015 Audi A3 2.0T Premium,2015,Audi,Gray,27000,Jacobson Auto Sales,(888) 694-7192,5,5,9484,79,Lotus Gray Metallic,Black,6-SPEED A/T,AWD,WAUEFGFF0F1093966
2017 Audi A8 3.0T quattro,2017,Audi,White,48780,VROOM (Milwaukee),(877) 682-3020,,,28290,73,White,Brown,8-Speed Automatic w/OD,AWD,WAU44AFD6HN012834
2015 Audi Q3 2.0T Premium Plus,2015,Audi,Black,23730,VROOM (Milwaukee),(877) 682-3020,,,55441,73,Black,Black,6-Speed Automatic w/OD,AWD,WA1EFCFS1FR013353
2018 Audi S5 Prestige,2018,Audi,White,62230,VROOM (Milwaukee),(877) 682-3020,,,5524,73,White,Black,8-Speed Automatic w/OD,AWD,WAUC4CF5XJA034073
2016 Audi A6 2.0T Premium,2016,Audi,White,30730,VROOM (Milwaukee),(877) 682-3020,,,37754,73,White,Tan,7-Speed Auto-Shift Manual w/OD,FWD,WAUDFAFC7GN114157
2016 Audi A4 2.0T Premium Plus quattro,2016,Audi,White,27730,VROOM (Milwaukee),(877) 682-3020,,,20194,73,White,Black,8-Speed Automatic w/OD,AWD,WAUFFAFL5GN000554
2014 Audi Q7 3.0 TDI Premium,2014,Audi,White,33730,VROOM (Milwaukee),(877) 682-3020,,,52206,73,White,Black,8-Speed Automatic w/OD,AWD,WA1LMAFE2ED001526
2016 Audi A4 2.0T Premium Plus quattro,2016,Audi,Silver,25730,VROOM (Milwaukee),(877) 682-3020,,,29139,73,Silver,Black,8-Speed Automatic w/OD,AWD,WAUFFAFL4GN013716
2014 Audi A6 2.0T Premium,2014,Audi,Black,25980,VROOM (Milwaukee),(877) 682-3020,,,27270,73,Black,Black,8-Speed CVT w/OD,FWD,WAUDFAFC6EN164481
2016 Audi Q5 2.0T Premium,2016,Audi,Gray,33730,VROOM (Milwaukee),(877) 682-3020,,,24073,73,Gray,Gray,8-Speed Automatic w/OD,AWD,WA1L2AFP6GA127903
2015 Audi A5 2.0T quattro,2015,Audi,Red,29730,VROOM (Milwaukee),(877) 682-3020,,,37796,73,Red,Black,8-Speed Automatic w/OD,AWD,WAUMFAFH0FN000723
2017 Audi Q3 2.0T Premium,2017,Audi,Black,25480,VROOM (Milwaukee),(877) 682-3020,,,23139,73,Black,Black,6-Speed Automatic w/OD,FWD,WA1BCCFS3HR013952
2018 Audi Q5 2.0T Premium,2018,Audi,Black,46398,Van Horn Ford of Oconomowoc,(262) 264-7724,4.8,76,3067,46,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY8J2004536
2014 Audi A6 2.0T Premium Plus,2014,Audi,Other,19499,Speedway Auto Mall,(815) 209-9189,2.6,64,76860,52,Not Specified,Other,8-SPEED A/T,All Wheel Drive,WAUGFAFC7EN119871
2018 Audi A6 3.0T quattro Sport,2018,Audi,Gray,60410,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522,,55,Tornado Gray Metallic,Black,8-Speed Automatic,AWD,WAUF3AFC0JN070303
2007 Audi A8 L 4.2 quattro,2007,Audi,Black,8999,Car King,(414) 255-0262,3.2,39,142637,68,Black,Black,6-SPEED A/T,All Wheel Drive,WAUMV44E27N018560
2018 Audi A3 2.0T Premium quattro,2018,Audi,Black,41735,International Autos,(414) 203-5342,3.8,56,,68,Mythos Black Metallic,Black,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFF9J1002291
2018 Audi A6 3.0T Premium quattro,2018,Audi,White,60210,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Black,8-Speed Automatic,AWD,WAUG3AFCXJN004698
2018 Audi A6 2.0T Premium Plus,2018,Audi,Gray,55560,International Autos,(414) 203-5342,3.8,56,,68,Tornado Gray Metallic,Black,8-Speed Automatic,AWD,WAUG8AFC8JN009397
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Gray,41730,International Autos,(414) 203-5342,3.8,56,,68,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS6JR011212
2018 Audi A4 2.0T Premium Plus,2018,Audi,White,48150,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Atlas Beige / Gray,7-Speed Automatic with Auto-Shift,AWD,WAUENAF44JA074330
2018 Audi S3 2.0T Premium Plus quattro,2018,Audi,Red,48205,International Autos,(414) 203-5342,3.8,56,,68,Tango Red Metallic,Black,6-Speed Automatic with Auto-Shift,AWD,WAUB1GFF5J1008968
2018 Audi A7 3.0T Premium Plus quattro,2018,Audi,Gray,73560,International Autos,(414) 203-5342,3.8,56,,68,Tornado Gray Metallic,Black,8-Speed Automatic,AWD,WAUW3AFC3JN052054
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Black,50850,International Autos,(414) 203-5342,3.8,56,,68,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUPNAF57JA009683
2013 Audi A5 2.0T quattro,2013,Audi,White,20998,CarMax Metro Parc,(414) 214-9772,4,2,50955,68,White,Gray,8-Speed Automatic w/Manual Shift,AWD,WAULFAFR4DA041638
2017 Audi A4 2.0T Premium quattro,2017,Audi,Silver,45275,Audi North Shore,(414) 375-4847,3.5,14,,72,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUANAF44HN031317
2018 Audi S5 3.0T Prestige quattro,2018,Audi,White,75655,Audi North Shore,(414) 375-4847,3.5,14,,72,Glacier White Metallic / Black Roof,Black,8-Speed Automatic,AWD,WAU24GF58JN007076
2018 Audi Q5 2.0T Premium,2018,Audi,Blue,50590,Audi North Shore,(414) 375-4847,3.5,14,,72,Navarra Blue Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1ANAFY5J2017241
2018 Audi A4 2.0T Premium quattro,2018,Audi,Gray,45310,Audi North Shore,(414) 375-4847,3.5,14,,72,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUDNAF46JN001402
2018 Audi A4 2.0T Premium quattro,2018,Audi,White,44735,Audi North Shore,(414) 375-4847,3.5,14,,72,Ibis White,Black,7-Speed Automatic with Auto-Shift,AWD,WAUDNAF47JN001151
2018 Audi Q5 2.0T Premium,2018,Audi,Blue,54495,Audi North Shore,(414) 375-4847,3.5,14,,72,Moonlight Blue Metallic,Rock Gray,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY2J2121805
2018 Audi A5 2.0T Premium quattro,2018,Audi,Black,53480,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUENCF52JA067963
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Gray,57755,Audi North Shore,(414) 375-4847,3.5,14,,72,Manhattan Gray Metallic / Black Roof,Black,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF59JN012293
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Gray,41165,Audi North Shore,(414) 375-4847,3.5,14,,72,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFSXJR012072
2018 Audi A6 3.0T Premium quattro,2018,Audi,White,63375,Audi North Shore,(414) 375-4847,3.5,14,,72,Glacier White Metallic,Nougat Brown,8-Speed Automatic,AWD,WAUG3AFC1JN011510
2014 Audi A4 Premium,2014,Audi,Black,17995,Reo Motors,(414) 312-4806,3.4,60,37943,73,Black,Black,8-SPEED A/T,All Wheel Drive,WAUBFAFL0EN027608
2009 Audi A5 2dr Coupe Auto,2009,Audi,Gray,15590,Car Castle,(262) 456-5159,4.9,45,82783,76,Meteor Gray Pearl,Black,6-speed Automatic,All Wheel Drive,WAUDK78T69A027047
2016 Audi A6 3.0L TDI Premium Plus,2016,Audi,Gray,36998,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162,10597,76,Tornado Gray Metallic,Black,8-SPEED A/T,All Wheel Drive,WAUFMAFC8GN010534
2016 Audi Q3 2.0T Premium Plus,2016,Audi,White,26525,Mike,,,,41000,79,White,Brown,Automatic,4x4/4-wheel drive,WA1EFCFS8GR003470
2014 Audi Q7 3.0T S Line Prestige,2014,Audi,Black,31500,BMW and Mazda of Crystal Lake,(815) 261-4475,4.6,422,52198,79,Black,Black,8-Speed Automatic,AWD,WA1DGAFE1ED017714
2015 Audi S5 Premium Plus,2015,Audi,Blue,35980,VROOM (Milwaukee),(877) 682-3020,,,43749,73,Blue,Black,Automatic,AWD,WAUCGAFH4FN005982
2013 Audi A5 Premium Plus,2013,Audi,White,19995,Classic Motorcars,(414) 219-1011,4.8,149,24998,70,Glacier White Metallic,S LINE BLACK,8-SPEED A/T,All Wheel Drive,WAULFAFR3DA078762
2018 Audi Q3 2.0T Sport Premium,2018,Audi,Gray,39615,Audi North Shore,(414) 375-4847,3.5,14,,72,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS7JR016856
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Gray,50850,International Autos,(414) 203-5342,3.8,56,,68,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUPNAF55JA017801
2015 Audi Q5 2.0T Premium,2015,Audi,Silver,30998,CarMax Metro Parc,(414) 214-9772,4,2,18692,68,Silver,Black,8-Speed Automatic w/OD,AWD,WA1CFAFP7FA030471
2018 Audi Q3 2.0T Premium Plus,2018,Audi,White,41730,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS2JR011062
2013 Audi A5 2.0T Premium Plus quattro,2013,Audi,Gray,13667,Audi North Shore,(414) 375-2115,3.5,14,114675,72,Monsoon Gray Metallic,Black,8-Speed Automatic,AWD,WAULFAFR8DA039018
2015 Audi Q5 2.0T Premium,2015,Audi,Gray,26797,Lenz Truck Center,(920) 933-8265,4.8,1031,48770,67,Lava Gray Pearl Effect,Black,8-Speed Automatic w/OD,AWD,WA1CFAFP9FA030486
2018 Audi A6 2.0T Premium Plus,2018,Audi,White,55560,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Black,8-Speed Automatic,AWD,WAUG8AFC5JN016307
2014 Audi A5 Premium Plus,2014,Audi,Black,24995,Selig Auto Sales and Leasing,(414) 395-8880,5,15,53221,68,Black,Black,8-SPEED A/T,All Wheel Drive,WAULFAFH9EN012153
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,White,44493,International Autos,(414) 939-8502,3.8,56,4522,68,Glacier White Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD,WAUENCF53JA028329
2018 Audi Q7 3.0T Prestige,2018,Audi,White,71220,Audi North Shore,(414) 375-4847,3.5,14,,72,Glacier White Metallic,Black,8-Speed Automatic,AWD,WA1VAAF78JD023074
2018 Audi Q5 2.0T Premium,2018,Audi,Blue,53745,Audi North Shore,(414) 375-4847,3.5,14,,72,Moonlight Blue Metallic,Rock Gray,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY5J2126089
2015 Audi A3 2.0T Premium Plus quattro,2015,Audi,Gray,17495,Diamond Jim's Motorcars,(414) 326-9166,4,68,63281,73,Dakota Gray Metallic,Black,6-Speed Automatic with Auto-Shift,AWD,WAUEFGFF9F1011846
2018 Audi A4 2.0T Premium Plus,2018,Audi,Gray,49100,Audi North Shore,(414) 375-4847,3.5,14,,72,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUENAF41JA090520
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Black,57410,International Autos,(414) 203-5342,3.8,56,,68,Mythos Black Metallic / Black Roof,Rock Gray,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF50JN011095
2018 Audi A3 2.0T Premium,2018,Audi,White,34010,International Autos,(414) 203-5342,3.8,56,,68,Ibis White,Black,7-Speed Automatic with Auto-Shift,FWD,WAUAUGFF2J1001981
2014 Audi Q5 Premium Plus,2014,Audi,Gray,20490,Car Castle,(262) 456-5159,4.9,45,79173,76,Monsoon Gray Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1LFAFP0EA018855
2018 Audi A8 L 3.0T,2018,Audi,Black,87055,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAU44AFD9JN000375
2018 Audi A6 2.0T Premium Plus,2018,Audi,Black,57870,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Nougat Brown,8-Speed Automatic,AWD,WAUG8AFC4JN015231
2013 Audi S4 3.0T Premium Plus,2013,Audi,Silver,21995,Monticello Ford Inc,(608) 298-5382,,,83984,24,Silver,Black,Auto,AWD,WAUBGAFL6DA052130
2013 Audi S4 3.0T Premium Plus,2013,Audi,Black,23980,"FIRL AUTO SALES, LLC",,,,71317,69,Black,Black,Automatic,AWD,
2016 Audi Q5 2.0T Premium Plus quattro,2016,Audi,Blue,35000,International Autos,(414) 269-8729,3.8,56,17907,68,Moonlight Blue Metallic,Pistachio Beige,8-Speed Automatic,AWD,WA1L2AFP6GA094904
2018 Audi A7 3.0T Prestige quattro,2018,Audi,Black,75310,International Autos,(414) 203-5342,3.8,56,,68,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAU23AFC1JN007497
2018 Audi A6 3.0T Premium quattro,2018,Audi,White,65220,Audi North Shore,(414) 375-4847,3.5,14,,72,Glacier White Metallic,Atlas Beige,8-Speed Automatic,AWD,WAUH3AFC3JN010217
2018 Audi A6 3.0T Premium quattro,2018,Audi,Black,62210,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUG3AFC0JN004919
2013 Audi S4 3.0T Premium Plus,2013,Audi,Silver,27491,International Autos,(414) 939-8502,3.8,56,66286,68,Ice Silver Metallic,Black,6-Speed Manual,AWD,WAUDGAFL3DA146233
2018 Audi Q7 3.0T Premium,2018,Audi,Blue,66525,Audi North Shore,(414) 375-4847,3.5,14,,72,Galaxy Blue Metallic,Black,8-Speed Automatic,AWD,WA1LAAF76JD028894
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,White,58540,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic / Black Roof,Black,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF54JN009768
2015 Audi R8 V10,2015,Audi,Black,129989,Kearns Motor Car Co.,(920) 541-2495,4.7,256,10918,31,Black,Black,7-SPEED A/T,All Wheel Drive,WUAVNAFG2F7001607
2016 Audi Q5 3.0T Premium Plus quattro,2016,Audi,Black,44093,International Autos,(414) 203-5342,3.8,56,,68,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WA1CVAFP3GA048910
2014 Audi A6 3.0 TDI Premium Plus,2014,Audi,Black,32230,VROOM (Milwaukee),(877) 682-3020,,,42196,73,Black,Black,8-Speed Automatic w/OD,AWD,WAUHMAFC9EN013934
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Gray,41645,International Autos,(414) 203-5342,3.8,56,,68,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS3JR009837
