name,VIN,year,price,miles,Exterior Color,Interior Color,seller_name,seller_phone,Transmission,Drivetrain
2015 Ford F-250 XLT Truck Crew Cab,1FT7W2BT0FEA44608,2015,46898,38237,Red,ADOBE,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,4-Wheel Drive
2006 Ford F-150 SuperCrew XLT Truck SuperCrew Cab,1FTPW14526KB24521,2006,14441,85142,Blue,MEDIUM FLINT,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,4-Wheel Drive
2007 Ford F-150 SuperCrew Truck SuperCrew Cab,1FTPW14V07FA94879,2007,12825,115254,Black Clearcoat,BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,4-Wheel Drive
2011 Ford F-150 Truck SuperCrew Cab,1FTFW1EF5BFA12415,2011,22508,93711,,,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,4-Wheel Drive
2013 Ford F-150 Truck SuperCrew Cab,1FTFW1ET1DKG10291,2013,27199,21788,Vermillion Red,PALE ADOBE,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,4-Wheel Drive
2013 Ford F-150 Truck SuperCrew Cab,1FTFW1ET7DKF30025,2013,31998,26366,Sterling Gray Metallic,BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,4-Wheel Drive
2014 Ford F-150 Truck SuperCrew Cab,1FTFW1ET2EKD06629,2014,27579,35278,Tuxedo Black Metallic,STEEL GRAY,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,4-Wheel Drive
2014 Ford F-150 Truck SuperCab Styleside,1FTFX1ET5EKF16879,2014,27298,29908,Vermillion Red,,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,4-Wheel Drive
2014 Ford F-150 Truck SuperCab Styleside,1FTEX1CM5EFC28165,2014,19594,59510,Tuxedo Black,,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,Rear Wheel Drive
2014 Ford F-150 Truck SuperCrew Cab,1FTFW1ET3EFD10875,2014,27499,42409,Vermillion Red,STEEL GRAY,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,4-Wheel Drive
2015 Ford Edge SE SUV,2FMTK3G99FBB79963,2015,17998,32220,Deep Impact Blue Metallic,EBONY,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,Front Wheel Drive
2015 Ford C-Max Hybrid SEL Hatchback,1FADP5BU1FL116475,2015,16288,34959,Tectonic,CHARCOAL BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,Front Wheel Drive
2008 Ford Edge Limited SUV,2FMDK49C58BB05736,2008,10398,117090,Black Clearcoat,CHARCOAL BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2010 Ford Edge Limited SUV,2FMDK4KC9ABB63204,2010,12881,91602,Red,,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2014 Ford Escape S SUV,1FMCU0F79EUA74857,2014,13259,37333,Sunset,CHARCOAL BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,Front Wheel Drive
2011 Ford Escape Limited SUV,1FMCU9E73BKC60780,2011,11422,91261,,,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2017 Ford Edge Titanium SUV,2FMPK4K81HBB97141,2017,31725,17578,White Platinum Metallic Tri-Coat,CERAMIC,Kayser Automotive Group,888-276-6308 888-276-9145,,All Wheel Drive
2017 Ford Edge Titanium SUV,2FMPK4K88HBB89599,2017,30198,17559,Shadow Black,EBONY,Kayser Automotive Group,888-276-6308 888-276-9145,,All Wheel Drive
2017 Ford Edge Titanium SUV,2FMPK4K90HBB29549,2017,28279,20070,Ingot Silver Metallic,EBONY,Kayser Automotive Group,888-276-6308 888-276-9145,,All Wheel Drive
2017 Ford Edge Titanium SUV,2FMPK4K83HBC41768,2017,35598,2443,Blue Jeans Metallic,EBONY,Kayser Automotive Group,888-276-6308 888-276-9145,,All Wheel Drive
2017 Ford Edge Titanium SUV,2FMPK4K98HBB80541,2017,30317,19973,Ingot Silver Metallic,EBONY,Kayser Automotive Group,888-276-6308 888-276-9145,,All Wheel Drive
2007 Ford Edge SEL SUV,2FMDK48C17BA92225,2007,6449,184395,Carbon,MEDIUM LIGHT STONE,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2017 Ford Edge Titanium SUV,2FMPK4K80HBB72411,2017,34989,2089,Shadow Black,EBONY,Kayser Automotive Group,888-276-6308 888-276-9145,,All Wheel Drive
2017 Ford Edge Titanium SUV,2FMPK4K94HBB28372,2017,27996,24214,Ingot Silver,EBONY,Kayser Automotive Group,888-276-6308 888-276-9145,,All Wheel Drive
2013 Ford Edge SEL SUV,2FMDK3JC1DBB78358,2013,16293,50866,White,CHARCOAL BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,Front Wheel Drive
2013 Ford Edge SEL SUV,2FMDK3JCXDBA31021,2013,16397,34128,Ruby Red Metallic Tinted Clearcoat,CHARCOAL BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,Front Wheel Drive
2016 Ford Edge SEL SUV,2FMPK4J97GBB51189,2016,28895,16121,Kona Blue Metallic,EBONY,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2016 Ford Edge SEL SUV,2FMPK4J8XGBC67803,2016,22764,47236,Ingot Silver Metallic,EBONY,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2017 Ford Edge SEL SUV,2FMPK4J99HBB12122,2017,27990,28678,Ingot Silver,,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2017 Ford Edge SEL SUV,2FMPK4J88HBC47891,2017,32230,2111,White Platinum Clearcoat Metallic,DUNE,Kayser Automotive Group,888-276-6308 888-276-9145,,All Wheel Drive
2015 Ford Explorer XLT SUV,1FM5K8D85FGB48672,2015,25623,42190,Ruby Red Metallic Tinted Clearcoat,MEDIUM LIGHT STONE,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2015 Ford Explorer XLT SUV,1FM5K8D87FGA12768,2015,23725,54971,Tuxedo Black Metallic,CHARCOAL BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2015 Ford Explorer XLT SUV,1FM5K8D89FGA44640,2015,24149,43344,Tuxedo Black Metallic,CHARCOAL BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2015 Ford Explorer XLT SUV,1FM5K8D84FGA76296,2015,24625,47777,Oxford White,CHARCOAL BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2016 Ford Explorer XLT SUV,1FM5K8D87GGB67029,2016,25495,27131,Oxford White,MEDIUM LIGHT CAMEL,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2016 Ford Explorer XLT SUV,1FM5K8D80GGB60889,2016,27363,31159,Magnetic,EBONY BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2017 Ford Explorer XLT SUV,1FM5K8D86HGD81012,2017,30897,2264,Shadow Black,8W/BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,,All Wheel Drive
2016 Ford Explorer Sport SUV,1FM5K8GT5GGC57070,2016,34799,19494,Ruby Red Metallic Tinted Clearcoat,EBONY BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2008 Ford Explorer Limited V8 SUV,1FMEU75808UA56733,2008,11441,102555,White Sand Tri-Coat,CAMEL,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,4-Wheel Drive
2012 Ford Explorer Limited SUV,1FMHK8F82CGA47286,2012,14921,146194,White Platinum Tri-Coat,,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2011 Ford Explorer Limited SUV,1FMHK8F86BGA68009,2011,15743,122143,Bordeaux Reserve Red Metallic,MEDIUM LIGHT STONE,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2015 Ford Explorer Limited SUV,1FM5K7F88FGB55865,2015,27998,21945,Ingot Silver,MEDIUM LIGHT STONE,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,Front Wheel Drive
2016 Ford Explorer Limited SUV,1FM5K8F86GGA57389,2016,28849,46223,Guard,EBONY BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2017 Ford Explorer Limited SUV,1FM5K8F89HGC69110,2017,31595,25418,White Gold Metallic,EBONY BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive
2017 Ford Expedition EL SUV,1FMJK1JT7HEA33424,2017,38462,25761,Ruby Red Metallic Tinted Clearcoat,EBONY,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,4-Wheel Drive
2017 Ford Mustang EcoBoost Premium Convertible,1FATP8UH5H5294992,2017,24990,28310,Shadow Black,EBONY,Zimbrick Hyundai West,888-483-5941 866-562-1339,Automatic,Rear Wheel Drive
Used 2013 Ford Super Duty F-250 SRW 4WD CREW CAB 156 LARIAT * NAVIGATION * LEATHER * TRAILER PREP PKG *,1FT7W2BT5DEA78783,2013,37998,110016,Tuxedo Black Metallic,Adobe,Bergstrom of Madison,608-271-2211,Automatic,4-Wheel Drive
Used 2016 Ford Explorer 4WD 4DR SPORT *NAVIGATION *HEATED & COOLED SEATS *LEATHER*,1FM5K8GTXGGB52458,2016,35980,26135,Off White,Ebony Black,Bergstrom of Madison,608-271-2211,Automatic,All Wheel Drive
Used 2015 Ford Expedition 4WD 4DR KING RANCH *HEATED & COOLED SEATS *SUNROOF *,1FMJU1JT2FEF26211,2015,35794,73159,Dark Red,Ebony,Bergstrom of Madison,608-271-2211,Automatic,4-Wheel Drive
Used 2017 Ford Explorer LIMITED 4WD * TOW PKG * REAR CLIMATE CONTROL * REAR CAMERA *,1FM5K8F85HGC69962,2017,33684,29374,Shadow Black,Ebony Black,Bergstrom of Madison,608-271-2211,Automatic,All Wheel Drive
Used 2017 Ford F-150 XLT 4WD SUPERCREW 5.5' BOX * NOT CANADIAN * TOW PKG * 1 OWNER CLEAN CARFAX *,1FTEW1EFXHKD44457,2017,32447,16154,Shadow Black,Black,Bergstrom of Madison,608-271-2211,Automatic,4-Wheel Drive
Used 2017 Ford Fusion SE FWD * TWO LCD MONITORS * KEYPAD ENTRY * REAR CAMERA *,3FA6P0H79HR143683,2017,15992,29187,Magnetic,Ebony,Bergstrom of Madison,608-271-2211,Automatic,Front Wheel Drive
Used 2012 Ford F-150 4WD SUPERCREW 145 LARIAT * TOW PKG * PWR HEATED SEATS * HILL START ASST. *,1FTFW1ET2CFA45489,2012,14988,156040,Vermillion Red,Steel Gray,Bergstrom of Madison,608-271-2211,Automatic,4-Wheel Drive
Used 2015 Ford Fusion 4DR SDN SE FWD * DUAL PWR SEATS * BLUETOOTH * SYNC SYSTEM *,3FA6P0H78FR191009,2015,11747,59449,Magnetic,Dune,Bergstrom of Madison,608-271-2211,Automatic,Front Wheel Drive
Used 2012 Ford Focus 4DR SDN SE * STEERING WHEEL AUDIO CONTROLS * FOG LIGHTS * BLUETOOTH *,1FAHP3F24CL469853,2012,8947,51287,Gray,Medium Light Stone,Bergstrom of Madison,608-271-2211,Manual,Front Wheel Drive
Used 2014 Ford F-150 4WD SUPERCREW 145 XL *BACK UP CAMERA *TRAILER BRAKE CONTROL *CHROME WHEELS *BLUETOOTH*,1FTFW1ET2EKG30163,2014,28980,52100,Realblack,Steel Gray,Bergstrom of Madison,608-271-2211,Automatic,4-Wheel Drive
Used 2016 Ford F-150 4WD SUPERCREW 145 XLT * LOCAL TRADE * TOW PKG W/ SWAY CONTROL * PAYLOAD PKG *,1FTEW1EP1GKD71652,2016,26998,85740,Lithium Gray,Black,Bergstrom of Madison,608-271-2211,Automatic,4-Wheel Drive
Used 2017 Ford Edge SEL AWD * TWO LCD MONITORS * SYNC SYSTEM * REAR CAMERA *,2FMPK4J96HBB30884,2017,25447,45698,Shadow Black,Ebony,Bergstrom of Madison,608-271-2211,Automatic,All Wheel Drive
Used 2017 Ford Escape SE 4WD * LCD SCREEN W/ SYNC SYSTEM * REAR CAMERA * KEYPAD ENTRY *,1FMCU9G90HUB67677,2017,18602,32849,Shadow Black,Charcoal Black,Bergstrom of Madison,608-271-2211,Automatic,All Wheel Drive
Used 2014 Ford Explorer 4WD 4dr XLT,1FM5K8D83EGB34137,2014,23990,49745,Sterling Gray Metallic,Charcoal Black,Zimbrick Buick/GMC West,608-271-1601,Automatic,All Wheel Drive
Used 2015 Ford Expedition 4WD 4dr King Ranch,1FMJU1JT2FEF42926,2015,35585,85023,White Platinum Metallic Tri Coat,Mesa W/ebony,Zimbrick Buick/GMC West,608-271-1601,Automatic,4-Wheel Drive
Used 2015 Ford Escape 4WD 4dr Titanium,1FMCU9J95FUB33661,2015,15995,99842,Silver,N/A,Zimbrick Buick/GMC West,608-271-1601,Automatic,All Wheel Drive
Used 2016 Ford Escape 4WD 4dr SE,1FMCU9GXXGUB94432,2016,19495,23532,Sunset,Charcoal Black,Zimbrick Buick/GMC West,608-271-1601,Automatic,All Wheel Drive
2014 Ford Fusion Hybrid 4dr Sdn SE Hybrid FWD Car,3FA6P0LUXER162557,2014,12900,58748,Gray,BLACK,Zimbrick Audi,(608) 258-4000,Automatic,Front Wheel Drive
2016 Ford Focus SE Sedan,1FADP3F22GL296936,2016,10895,46638,Oxford White,CHARCOAL BLACK,Rosen Nissan of Madison,888-709-0537,Manual,Front Wheel Drive
2016 Ford Focus SE Sedan,1FADP3F20GL277754,2016,10495,47241,Oxford White,CHARCOAL BLACK,Rosen Nissan of Madison,888-709-0537,Manual,Front Wheel Drive
2014 Ford Focus SE Hatchback,1FADP3K25EL337790,2014,9295,57970,Oxford White,CHARCOAL BLACK,Rosen Nissan of Madison,888-709-0537,Manual,Front Wheel Drive
2016 Ford Escape SE SUV,1FMCU9GX3GUA69756,2016,14895,64575,Magnetic,CHARCOAL BLACK,Rosen Nissan of Madison,888-709-0537,Automatic,All Wheel Drive
2016 Ford Fusion SE Sedan,1FA6P0H70G5104319,2016,13695,42247,Shadow Black,EBONY,Rosen Nissan of Madison,888-709-0537,Automatic,Front Wheel Drive
2015 Ford Fusion SE Sedan,3FA6P0H99FR220812,2015,12995,44958,Deep Impact Blue,DUNE,Rosen Nissan of Madison,888-709-0537,Automatic,Front Wheel Drive
2017 Ford Escape Titanium SUV,1FMCU9J97HUB15732,2017,25795,5913,Magnetic,CHARCOAL BLACK,Rosen Nissan of Madison,888-709-0537,Automatic,All Wheel Drive
2014 Ford F-150 XLT Truck SuperCrew Cab,1FTFW1ET7EFC09371,2014,24995,45167,Blue Jeans,BLACK,Rosen Nissan of Madison,888-709-0537,Automatic,4-Wheel Drive
2014 Ford Escape AWD SE Loaded-Only 38k,1FMCU9G92EUA41008,2014,17495,38515,Diamond Silver,Black,German Auto House,,Automatic,All Wheel Drive
2016 Ford Transit Cargo 250,1FTYR1ZM3GKB04596,2016,22995,8380,White,Black,German Auto House,,Automatic,Rear Wheel Drive
2016 Ford Explorer Platinum-Only 28K,1FM5K8HT0GGA69829,2016,39995,28715,Black,White,German Auto House,,Automatic,All Wheel Drive
2011 Ford E-Series E 250 Cargo-Only 64k,1FTNE2EWXBDA17254,2011,15995,64990,Green,Ash,German Auto House,,Automatic,Rear Wheel Drive
2015 Ford Fusion 4dr Sdn SE FWD,3FA6P0H77FR158339,2015,12995,50951,Magnetic,Charcoal Black,Zimbrick at Fish Hatchery Road,888-465-0475 888-451-9243,Automatic,Front Wheel Drive
2013 Ford F-150 4WD SuperCrew 145 Limited,1FTFW1ET5DFD78206,2013,29500,62279,WHITE,"RED/BLACK, UNIQUE LIMITED LEATHER HEATED & COOLED",Zimbrick Inc,608-620-7188,Automatic,4-Wheel Drive
2014 Ford Edge 4dr SEL FWD,2FMDK3JC9EBA49852,2014,18500,51263,Ruby Red Metallic Tinted Clearcoat,,Zimbrick Inc,608-620-7188,Automatic,Front Wheel Drive
2011 Ford Edge 4dr Limited FWD,2FMDK3KCXBBB26187,2011,11903,95594,Ingot Silver Metallic,Charcoal Black,Zimbrick Inc,608-620-7188,Automatic,Front Wheel Drive
2013 Ford Escape FWD 4dr S,1FMCU0F75DUA06666,2013,11900,46724,Frosted Glass Metallic,Charcoal Black,Zimbrick Inc,608-620-7188,Automatic,Front Wheel Drive
2005 Ford Mustang 2dr Cpe GT Deluxe,1ZVFT82H755175386,2005,12500,60533,,,Zimbrick Inc,608-620-7188,Manual,Rear Wheel Drive
2011 Ford Taurus 4dr Sdn SEL FWD,1FAHP2EW7BG142546,2011,10426,73890,Bordeaux Reserve Red Metallic,Light Stone,Zimbrick Inc,608-620-7188,Automatic,Front Wheel Drive
2010 Ford Escape 4WD 4dr XLT,1FMCU9DGXAKD48774,2010,8995,102787,Sterling Grey Metallic,Stone,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive
2011 Ford F-150 4WD SuperCrew 145 Lariat,1FTFW1EF4BFB17978,2011,26500,73016,BLACK,,Zimbrick Inc,608-620-7188,Automatic,4-Wheel Drive
2013 Ford Edge SEL AWD,2FMDK4JC2DBB84109,2013,17495,53326,Ginger Ale,Select,Scott Motors,,Automatic,All Wheel Drive
2010 Ford Expedition Limited SUV,1FMJU2A51AEB58457,2010,16995,95486,Black,Black,A to Z Autosports LLC,888-825-1967,Automatic,4-Wheel Drive
2007 Ford F-150 Lariat Lariat 4dr SuperCab Truck,1FTPX14V27FB66422,2007,9995,146692,Oxford White Clearcoat,Tan,A to Z Autosports LLC,888-825-1967,Automatic,4-Wheel Drive
2001 Ford Excursion Limited SUV,1FMSU43F81EC27277,2001,21995,105581,Green,Gray,A to Z Autosports LLC,888-825-1967,Automatic,4-Wheel Drive
2016 Ford Taurus SEL,1FAHP2E89GG117740,2016,15995,86359,GRAY,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2014 Ford Fiesta SE Hatchback,3FADP4EJ4EM228504,2014,10995,41378,BLUE,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2013 Ford Focus ST Hatchback,1FADP3L99DL127378,2013,15995,65518,BLACK,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2015 Ford Fiesta S,3FADP4AJ5FM190028,2015,8999,40035,Tuxedo Black,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2010 Ford F-150 XLT SuperCrew 4X4,1FTFW1EV2AFB00019,2010,14995,151496,BLACK,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
"2017 Ford Fusion SE AWD w/ Moonroof, Nav, Leather",3FA6P0T99HR152442,2017,19998,8908,Red,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2014 Ford Transit Connect Wagon Titanium,NM0GE9G79E1147245,2014,15995,58846,Blue,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2014 Ford Mustang,1ZVBP8CFXE5319657,2014,25995,17598,Blue,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2014 Ford Escape SE,1FMCU9GX0EUE28025,2014,18995,20151,White,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2014 Ford F-150 FX4 SuperCrew 4X4,1FTFW1EF4EFC99329,2014,28500,55658,BLACK,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2015 Ford F-150,1FTFW1EG6FFC40342,2015,29995,53621,N/A,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2015 Ford Fusion SE,1FA6P0H73F5114857,2015,11995,85665,BLACK,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2015 Ford Fusion S Hybrid,3FA6P0UU0FR199407,2015,12995,84331,BLUE,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2007 Ford Explorer XLT,1FMEU73E67UB45486,2007,,206779,Silver,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2009 Ford F-150 XLT,1FTPW14V79FA04873,2009,13995,129980,BLACK,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2017 Ford Mustang GT Premium California Special,1FATP8FF1H5279806,2017,33995,20851,RED,N/A,Schoepp Motors West,,,Rear Wheel Drive
2017 Ford Mustang GT Premium Fastback,1FA6P8CF3H5276083,2017,33500,8957,Shadow Black,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2017 Ford Mustang EcoBoost Premium,1FATP8UH6H5279062,2017,27995,31757,BLACK,N/A,Schoepp Motors West,,Automatic,Rear Wheel Drive
2017 Ford Mustang EcoBoost Premium,1FATP8UH2H5279513,2017,27995,31593,BLACK,N/A,Schoepp Motors West,,Automatic,Rear Wheel Drive
2017 Ford Mustang EcoBoost Premium,1FATP8UH5H5278954,2017,26995,31251,BLUE,N/A,Schoepp Motors West,,Automatic,Rear Wheel Drive
2003 Ford Thunderbird,1FAHP60A03Y112559,2003,13988,80975,BLACK,N/A,Schoepp Motors West,,Automatic,Rear Wheel Drive
2004 Ford Explorer Sport Trac XLT,1FMZU67K64UA14646,2004,7995,153682,Blue,N/A,Schoepp Motors West,,Automatic,Rear Wheel Drive
2017 Ford Mustang GT Premium Convertible,1FATP8FF7H5208710,2017,35995,5241,BLACK,N/A,Schoepp Motors West,,,Rear Wheel Drive
2016 Ford Escape SE,1FMCU9GX4GUA55509,2016,14900,84585,SIVER,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2016 Ford Fusion SE,3FA6P0H74GR118365,2016,11995,100909,White,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2016 Ford Taurus SE,1FAHP2D89GG113818,2016,13995,64937,Gray,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2016 Ford Fiesta SE,3FADP4BJ9GM103957,2016,10999,24415,Gray,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2014 Ford Escape SE,1FMCU0GX2EUA76304,2014,15995,61159,BLACK,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2014 Ford F-150 XLT SuperCrew 4X4,1FTFW1EF6EKF82886,2014,26500,38210,N/A,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2014 Ford F-150 XLT SuperCrew 4X4,1FTFW1ETXEFC36810,2014,28500,47574,Red,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2014 Ford Explorer XLT,1FM5K8D88EGC41040,2014,27800,36987,Gray,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2014 Ford Escape SE,1FMCU9GX7EUD86744,2014,16995,44796,ORANGE,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2014 Ford F-150 XLT SuperCrew 4X4,1FTFW1ET0EFC99155,2014,28500,33808,Gray,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2014 Ford Fusion S,3FA6P0G74ER359809,2014,10700,79925,White,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2015 Ford F-150 XLT SuperCrew 4X4,1FTFW1EF0FFB02478,2015,30995,42530,Red,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2015 Ford Escape SE,1FMCU9GX7FUA18338,2015,15995,53968,Blue,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2015 Ford Escape Titanium,1FMCU9J98FUB83633,2015,21500,34229,Blue,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2015 Ford Taurus SE,1FAHP2D82FG122620,2015,13995,69512,Silver,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2017 Ford Fusion SE,3FA6P0H71HR217761,2017,15995,50954,GRAY,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2017 Ford Mustang GT Premium Convertible,1FATP8FF2H5292578,2017,32995,22098,Race Red,N/A,Schoepp Motors West,,,Rear Wheel Drive
2017 Ford Fusion S,3FA6P0G79HR283413,2017,14995,40190,BLACK,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2014 Ford F-150 XLT SuperCrew 4X4,1FTFW1ET1EFB51189,2014,24750,58488,Gray,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2014 Ford Fusion SE,3FA6P0H75ER178958,2014,8950,134368,Silver,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2014 Ford Escape Titanium,1FMCU9J97EUB03091,2014,19995,27705,White,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2014 Ford Mustang V6 Convertible,1ZVBP8EM6E5286040,2014,18995,42759,Gray,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2014 Ford Focus SE,1FADP3K25EL306782,2014,8900,90804,SILVER,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2014 Ford Flex SEL,2FMGK5C88EBD36441,2014,21999,35033,RED,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2014 Ford Escape SE,1FMCU9GX6EUD33324,2014,16999,47845,RED,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2014 Ford F-150 FX4 SuperCrew 4X4,1FTFW1ET4EFB21023,2014,29995,36514,BLACK,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2014 Ford Escape SE,1FMCU9G94EUC78860,2014,16995,58438,BLACK,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2016 Ford F-150,1FTFW1EF9GFC69052,2016,32995,25988,N/A,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2016 Ford F-150 XLT SuperCrew 4X4,1FTFW1EFXGFA91815,2016,34995,17227,BLUE,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2017 Ford Mustang GT Premium,1FA6P8CF7H5258010,2017,33995,13781,Red,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2010 Ford F-150 XLT SuperCrew 4X4,1FTFW1EV7AFA15757,2010,21500,65132,Red,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2010 Ford F-150 Lari,1FTFW1EV8AFB59477,2010,19995,108551,Blue,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2010 Ford F-150 XLT SuperCrew 4X4,1FTFW1EV8AFA59072,2010,18900,105684,WHITE,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2010 Ford F-150 XLT SuperCrew 4X4,1FTFW1EV9AFB59469,2010,19995,85674,BLUE,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2010 Ford F-150 FX4 SuperCab 4X4,1FTFX1EVXAFC28523,2010,17995,110674,SILVER,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
"2011 Ford Edge SEL AWD Nav, Leather, Moon",2FMDK4JC0BBA72938,2011,14995,65742,BLACK,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2013 Ford Focus SE,1FADP3F2XDL294847,2013,10995,49630,BLACK,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2013 Ford Super Duty F-350 SRW Lari,1FT8W3B65DEB07607,2013,,44506,Black,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2014 Ford F-150 FX4 SuperCrew 4X4,1FTFW1EF0EFA50378,2014,30900,45413,RED,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2014 Ford Fusion SE,1FA6P0H76E5376743,2014,9800,96952,GRAY,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2014 Ford Escape SE,1FMCU9GX5EUD59431,2014,11995,100240,ORANGE,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2014 Ford Focus SE,1FADP3F25EL451430,2014,11995,28757,RED,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2017 Ford Mustang EcoBoost Premium Convertible,1FATP8UH9H5293599,2017,27995,33128,Blue,N/A,Schoepp Motors West,,Automatic,Rear Wheel Drive
2017 Ford Mustang EcoBoost Premium,1FATP8UH6H5327174,2017,28995,20431,BLACK,N/A,Schoepp Motors West,,Automatic,Rear Wheel Drive
