name,VIN,make,model,year,price,miles,Exterior Color,Interior Color,Seller Name,Seller Phone,Transmission,Drivetrain
Used 2016 Mercedes-Benz GLE 350,4JGDA5HB5GA651447,Mercedes-Benz,GLE-Class,2016,54998,28400,Palladium Silver Metallic,Black,Napleton Auto Group,815-398-0505,Automatic,All Wheel Drive
Used 2013 Mercedes-Benz M-Class ML 350,4JGDA5HB8DA176209,Mercedes-Benz,M-Class,2013,,23655,White,,Napleton Auto Group,815-398-0505,Automatic,All Wheel Drive
Used 2014 Mercedes-Benz CLA 250,WDDSJ4GB2EN145786,Mercedes-Benz,CLA-Class,2014,22990,12751,,,Napleton Auto Group,815-398-0505,Automated Manual,All Wheel Drive
Used 2016 Mercedes-Benz S-Class S 550,WDDUG8FB9GA216461,Mercedes-Benz,S-Class,2016,,41746,Magnetite Black,,Napleton Auto Group,815-398-0505,Automatic,All Wheel Drive
Used 2017 Mercedes-Benz GLE 350 4MATIC SUV,4JGDA5HB7HA890466,Mercedes-Benz,GLE-Class,2017,47617,18622,White,,Napleton Auto Group,815-398-0505,Automatic,All Wheel Drive
Used 2010 Mercedes-Benz C-Class C 300 4MATIC Sport Sedan,WDDGF8BB2AF402701,Mercedes-Benz,C-Class,2010,10990,93487,White,Black,RUNDE CHEVROLET BUICK GMC,(877) 241-4358,Automatic,All Wheel Drive
Used 2013 Mercedes-Benz GL-Class GL 450 SUV,4JGDF7CEXDA145963,Mercedes-Benz,GL-Class,2013,25683,90052,Arctic White,Black W/leather Upholstery,Boucher Chevrolet,866-668-0615 866-590-9089,Automatic,All Wheel Drive
Used 2014 Mercedes-Benz GL-Class GL 450,4JGDF7CE1EA403577,Mercedes-Benz,GL-Class,2014,33424,54577,Black,Black,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,All Wheel Drive
2014 Mercedes-Benz M-Class ML 350,4JGDA5HB4EA342341,Mercedes-Benz,M-Class,2014,30679,,Steel Gray Metallic,Gray,International Autos,414-543-3000,Automatic,All Wheel Drive
2017 Mercedes-Benz GLE GLE 350,4JGDA5HB8HA924396,Mercedes-Benz,GLE-Class,2017,52679,,Iridium Silver Metallic,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2015 Mercedes-Benz S-Class S 550,WDDUG8FB1FA135050,Mercedes-Benz,S-Class,2015,64979,,Black,Nut Brown/Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2017 Mercedes-Benz GLE GLE 350,4JGDA5HB9HA936606,Mercedes-Benz,GLE-Class,2017,52180,,Selenite Gray Metallic,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2018 Mercedes-Benz GLS GLS 450,4JGDF6EE3JB030800,Mercedes-Benz,GLS-Class,2018,75679,,Black,Espresso Brown,International Autos,414-543-3000,Automatic,
2017 Mercedes-Benz GLS GLS 450,4JGDF6EE1HA834352,Mercedes-Benz,GLS-Class,2017,71779,,designo Diamond White Metallic,Ginger Beige/Espresso Brown,International Autos,414-543-3000,Automatic,All Wheel Drive
2018 Mercedes-Benz C-Class C 300,55SWF4KB9JU244990,Mercedes-Benz,C-Class,2018,40261,,Lunar Blue Metallic,Silk Beige/Black,International Autos,414-543-3000,Automatic,
2011 Mercedes-Benz GL-Class GL 450,4JGBF7BE1BA668133,Mercedes-Benz,GL-Class,2011,21100,72916,Steel Gray Metallic,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2012 Mercedes-Benz GLK GLK 350,WDCGG8HB5CF814915,Mercedes-Benz,GLK-Class,2012,20248,34932,Steel Gray Metallic,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2012 Mercedes-Benz SLK SLK 350,WDDPK5HA7CF039369,Mercedes-Benz,SLK-Class,2012,25271,31502,Black,Ash/Black,International Autos,414-543-3000,Automatic,Rear Wheel Drive
2013 Mercedes-Benz C-Class C 300,WDDGF8AB6DR287461,Mercedes-Benz,C-Class,2013,16645,62917,Black,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2013 Freightliner Sprinter 2500 High Roof,WDYPE8CC8D5775759,Mercedes-Benz,Sprinter,2013,29995,100702,Arctic White,Lima Black,International Autos,414-543-3000,,
2014 Mercedes-Benz GLK GLK 350,WDCGG8JB1EG291206,Mercedes-Benz,GLK-Class,2014,24803,62517,Lunar Blue Metallic,Sahara Beige/Mocha,International Autos,414-543-3000,Automatic,All Wheel Drive
2014 Mercedes-Benz E-Class E 550,WDDHF9BB5EA866711,Mercedes-Benz,E-Class,2014,34875,63265,Black,Chestnut Brown/Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2015 Mercedes-Benz SLK SLK 250,WDDPK4HA6FF101486,Mercedes-Benz,SLK-Class,2015,33416,16858,Polar White,Two-Tone Brown/Black,International Autos,414-543-3000,Manual,Rear Wheel Drive
2015 Mercedes-Benz M-Class ML 350,4JGDA5HB6FA511177,Mercedes-Benz,M-Class,2015,31681,35346,Polar White,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2015 Mercedes-Benz M-Class ML 350,4JGDA5HB0FA509067,Mercedes-Benz,M-Class,2015,33701,30004,Black,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2015 Mercedes-Benz GLA GLA 250,WDCTG4GB8FJ067563,Mercedes-Benz,GLA-Class,2015,26522,30381,Mountain Gray Metallic,Black,International Autos,414-543-3000,Automated Manual,All Wheel Drive
2015 Mercedes-Benz E-Class E 350,WDDHF8JB7FB130831,Mercedes-Benz,E-Class,2015,34396,16206,Black,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2015 Mercedes-Benz C-Class C 300,55SWF4KB9FU041041,Mercedes-Benz,C-Class,2015,28769,29598,designo Diamond White Metallic,Sport Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2016 Mercedes-Benz S-Class S 550,WDDUG8FB9GA225130,Mercedes-Benz,S-Class,2016,74869,,Black,Silk Beige/Espresso Brown,International Autos,414-543-3000,Automatic,All Wheel Drive
2016 Mercedes-Benz C-Class C 300,55SWF4KB2GU121363,Mercedes-Benz,C-Class,2016,32683,23152,Polar White,Silk Beige,International Autos,414-543-3000,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300,WDDZF4KB2HA206038,Mercedes-Benz,E-Class,2017,50775,4501,Polar White,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300,WDDZF4KB1HA041454,Mercedes-Benz,E-Class,2017,52515,6820,Black,Nut Brown / Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300,WDDZF4KB8HA206416,Mercedes-Benz,E-Class,2017,57065,4310,Black,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300,WDDZF4KB4HA104109,Mercedes-Benz,E-Class,2017,50521,5626,Iridium Silver Metallic,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2017 Mercedes-Benz C-Class C 300,55SWF4KB6HU212265,Mercedes-Benz,C-Class,2017,37065,5105,Black,Black,International Autos,414-543-3000,Automatic,All Wheel Drive
2018 Mercedes-Benz GLS GLS 450,4JGDF6EE9JB041235,Mercedes-Benz,GLS-Class,2018,76245,2745,Selenite Gray Metallic,Black,International Autos,414-543-3000,Automatic,
2018 Mercedes-Benz GLS GLS 450,4JGDF6EE9JB021227,Mercedes-Benz,GLS-Class,2018,74053,5143,Selenite Gray Metallic,Black,International Autos,414-543-3000,Automatic,
2018 Mercedes-Benz GLC GLC 300,WDC0G4KB9JV033093,Mercedes-Benz,GLC-Class,2018,44975,6673,Selenite Gray Metallic,Black,International Autos,414-543-3000,Automatic,
2018 Mercedes-Benz E-Class E 400,WDD1J6GB1JF017499,Mercedes-Benz,E-Class,2018,63910,3231,Iridium Silver Metallic,black,International Autos,414-543-3000,Automatic,
2018 Mercedes-Benz E-Class E 300,WDDZF4KB3JA299058,Mercedes-Benz,E-Class,2018,55155,4472,Polar White,Macchiato Beige / Black,International Autos,414-543-3000,Automatic,
2014 Mercedes-Benz GL-Class GL 450 4MATIC SUV,4JGDF7CE8EA370335,Mercedes-Benz,GL-Class,2014,37709,41022,Steel Gray Metallic,,Wilde Honda New & Used Cars,888-582-4889,Automatic,All Wheel Drive
2014 Mercedes-Benz CLA250,WDDSJ4EB4EN050262,Mercedes-Benz,CLA-Class,2014,21998,47000,Black,Black,Carmax Waukesha,262-207-6249,Automated Manual,Front Wheel Drive
2015 Mercedes-Benz C300,55SWF4KB5FU041571,Mercedes-Benz,C-Class,2015,27998,18000,Blue,Tan,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive
2015 Mercedes-Benz C300,55SWF4KB3FU084662,Mercedes-Benz,C-Class,2015,27998,16000,Gray,Black,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive
2014 Mercedes-Benz C250 Sport,WDDGF4HB0EG212024,Mercedes-Benz,C-Class,2014,20998,41000,White,Gray,Carmax Waukesha,262-207-6249,Automatic,Rear Wheel Drive
2015 Mercedes-Benz E350 Sport,WDDHF8JB0FB136258,Mercedes-Benz,E-Class,2015,29998,23000,Blue,Tan,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive
2014 Mercedes-Benz CLA250,WDDSJ4EB8EN067839,Mercedes-Benz,CLA-Class,2014,22998,32000,Silver,Black,Carmax Waukesha,262-207-6249,Automated Manual,Front Wheel Drive
2016 Mercedes-Benz GLC 300 4MATIC SUV,WDC0G4KBXGF093449,Mercedes-Benz,GLC-Class,2016,,23125,Selenite Gray,,International Alfa Romeo,,Automatic,All Wheel Drive
2018 Mercedes-Benz GLC 300 4MATIC SUV,WDC0G4KB2JV025353,Mercedes-Benz,GLC-Class,2018,43772,7701,Polar White,Silk Beige,International Alfa Romeo,,Automatic,
2015 Mercedes-Benz GLA 250 4MATIC SUV,WDCTG4GB5FJ035136,Mercedes-Benz,GLA-Class,2015,26552,29777,Cirrus White,Black,International Alfa Romeo,,Automated Manual,All Wheel Drive
2015 Mercedes-Benz GLA 250 4MATIC SUV,WDCTG4GB6FJ083356,Mercedes-Benz,GLA-Class,2015,25492,28121,South Seas Blue Metallic,Beige,International Alfa Romeo,,Automated Manual,All Wheel Drive
2015 Mercedes-Benz GL-Class GL 450 4MATIC SUV,4JGDF6EE2FA543789,Mercedes-Benz,GL-Class,2015,43991,44847,Polar White,ALMOND BEIGE,International Alfa Romeo,,Automatic,All Wheel Drive
2010 Mercedes-Benz E-Class E350 Sedan,WDDHF5GB5AA030621,Mercedes-Benz,E-Class,2010,17985,40825,Pearl Beige,,International Alfa Romeo,,Automatic,Rear Wheel Drive
2016 Mercedes-Benz E-Class E 400 4MATIC Coupe,WDDKJ6HBXGF328358,Mercedes-Benz,E-Class,2016,,25222,Gray,,International Alfa Romeo,,Automatic,All Wheel Drive
2014 Mercedes-Benz E-Class E 350 4MATIC Sedan,WDDHF8JB9EB042149,Mercedes-Benz,E-Class,2014,26883,46989,Black,Silk Beige/Espresso Brown,International Alfa Romeo,,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 4MATIC Sedan,WDDZF4KB3HA188102,Mercedes-Benz,E-Class,2017,48443,5013,White,Macchiato Beige/Espresso,International Alfa Romeo,,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 4MATIC Sedan,WDDZF4KB6HA202901,Mercedes-Benz,E-Class,2017,52992,7229,Iridium Silver Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2012 Mercedes-Benz C-Class C 300 4MATIC Sedan,WDDGF8BB6CR191360,Mercedes-Benz,C-Class,2012,,90830,Black,,International Alfa Romeo,,Automatic,All Wheel Drive
2014 Mercedes-Benz CLA 250 Coupe,WDDSJ4EB3EN150546,Mercedes-Benz,CLA-Class,2014,19892,52267,Night Black,Black,International Alfa Romeo,,Automated Manual,Front Wheel Drive
2015 Mercedes-Benz C-Class C 300 4MATIC Sedan,55SWF4KB5FU030747,Mercedes-Benz,C-Class,2015,26492,43025,Polar White,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 Mercedes-Benz M-Class ML 350 4MATIC SUV,4JGDA5HB7FA477508,Mercedes-Benz,M-Class,2015,30995,43709,Black,Gray/Dark Gray,International Alfa Romeo,,Automatic,All Wheel Drive
2018 Mercedes-Benz GLS 550 4MATIC SUV,4JGDF7DE5JB003282,Mercedes-Benz,GLS-Class,2018,91882,5421,Black,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2018 Mercedes-Benz GLS 550 4MATIC SUV,4JGDF7DE1JB022945,Mercedes-Benz,GLS-Class,2018,91772,7758,Black,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2016 Mercedes-Benz GLE 450 AMG 4MATIC SUV,4JGED6EB2GA011900,Mercedes-Benz,GLE-Class Coupe,2016,63991,23539,Black,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2008 Mercedes-Benz M-Class 3.5L,4JGBB86E68A363067,Mercedes-Benz,M-Class,2008,14500,77270,White,TAN,Lomira Auto Sales & Svc,920-269-4420,Automatic,All Wheel Drive
Used 2011 Mercedes-Benz GL-Class GL 550 SUV,4JGBF8GE9BA740761,Mercedes-Benz,GL-Class,2011,24990,90268,Black,Black,Lou Bachrodt Automall,(815) 580-4539,Automatic,All Wheel Drive
,WDBSK75F13F029807,Mercedes-Benz,SL-Class,2003,19900,25597,Silver,Ash/Dark Ash,Midwest Highline,,Automatic,Rear Wheel Drive
,WDDGF77X39F238577,Mercedes-Benz,C-Class,2009,29900,21408,White,Black,Midwest Highline,,Automatic,Rear Wheel Drive
,WDBSK75F43F048299,Mercedes-Benz,SL-Class,2003,16900,54079,Silver,Black,Midwest Highline,,Automatic,Rear Wheel Drive
,WDDNG79X37A083234,Mercedes-Benz,S-Class,2007,31900,61250,Black,Black,Midwest Highline,,Automatic,Rear Wheel Drive
,WDDNG8GB2AA311132,Mercedes-Benz,S-Class,2010,28900,61435,Gray,Black,Midwest Highline,,Automatic,All Wheel Drive
2005 Mercedes-Benz SL 500,WDBSK75F35F095195,Mercedes-Benz,SL-Class,2005,,78500,Everest Green Metallic,Beige,Dynamic Motors,,Automatic,Rear Wheel Drive
PRE-OWNED 2007 MERCEDES-BENZ C-CLASS 3.0L LUXURY,WDBRF92H87F925032,Mercedes-Benz,C-Class,2007,,,Capri Blue Metallic - Blue,Ash Leather,Schlossmann Dodge City of Milwaukee,888-460-9542,Automatic,All Wheel Drive
PRE-OWNED 2015 MERCEDES-BENZ CLA CLA 45 AMG,WDDSJ5CB3FN209640,Mercedes-Benz,CLA-Class,2015,36881,37549,Cirrus White - White,Black Leather,Schlossmann Dodge City of Milwaukee,(888) 460-9542,Automated Manual,All Wheel Drive
2008 Mercedes-Benz M-Class ML350,4JGBB86E58A306293,Mercedes-Benz,M-Class,2008,11995,107243,Black,Leather,"Rogers Auto Sales, Inc.",262-763-7100,Automatic,All Wheel Drive
Used 2013 Mercedes-Benz GLK 350 AWD,WDCGG8JB4DG106662,Mercedes-Benz,GLK-Class,2013,25888,46355,Lunar Blue Metallic,Black,Main Street Motors,608-339-2022,Automatic,All Wheel Drive
1981 Mercedes-Benz 380-Class 380 SL,WDBBA45A0BB008118,Mercedes-Benz,380,1981,12995,102115,Blue,Beige/Tan,Reina International,(262) 781-3336,,
1999 Mercedes-Benz CLK-Class CLK320,WDBLK65G5XT019229,Mercedes-Benz,CLK-Class,1999,7995,87074,Brilliant Silver Metallic,Ash,Reina International,(262) 781-3336,Automatic,Rear Wheel Drive
2001 Mercedes-Benz E-Class E320,WDBJF65J41B212489,Mercedes-Benz,E-Class,2001,4295,196457,Brilliant Silver,Oyster,Reina International,(262) 781-3336,Automatic,Rear Wheel Drive
2003 Mercedes-Benz SL-Class SL500,WDBSK75F73F013823,Mercedes-Benz,SL-Class,2003,18995,65366,designo Graphite,Ash,Reina International,(262) 781-3336,Automatic,Rear Wheel Drive
2008 Mercedes-Benz E-Class E 350 4MATIC,WDBUF87X08B249821,Mercedes-Benz,E-Class,2008,11995,94051,Black,Black MB-Tex,Reina International,(262) 781-3336,Automatic,All Wheel Drive
2009 Mercedes-Benz S-Class S 550 4MATIC,WDDNG86X69A264678,Mercedes-Benz,S-Class,2009,22995,88440,Black,Black,Reina International,(262) 781-3336,Automatic,All Wheel Drive
2011 Mercedes-Benz M-Class ML 350 4MATIC,4JGBB8GB4BA692085,Mercedes-Benz,M-Class,2011,19995,59826,Black,Black MB-Tex,Reina International,(262) 781-3336,Automatic,All Wheel Drive
2011 Mercedes-Benz GL-Class GL 450 4MATIC,4JGBF7BE9BA749364,Mercedes-Benz,GL-Class,2011,21995,97223,Black,Black MB-Tex,Reina International,(262) 781-3336,Automatic,All Wheel Drive
Used 2011 Mercedes-Benz GL-Class GL 550 SUV,4JGBF8GE2BA739838,Mercedes-Benz,GL-Class,2011,26490,65645,Black,Black,Crest Cadillac,888-261-6579,Automatic,All Wheel Drive
2011 Mercedes-Benz C-Class Sport,WDDGF8BB9BR164667,Mercedes-Benz,C-Class,2011,10998,81185,Arctic White,Black,Heiser Chevrolet Cadillac of West Bend,888-417-1323 866-752-7864,Automatic,All Wheel Drive
Used 2014 Mercedes-Benz E-Class E 350,WDDHF8JB6EB004720,Mercedes-Benz,E-Class,2014,27745,40864,,,Russ Darrow Nissan Of West Bend,262-334-3333,Automatic,All Wheel Drive
2010 Mercedes-BEN ML350 ML350 4MATIC WAGON,4JGBB8GB6AA592522,Mercedes-Benz,M-Class,2010,16900,74791,Black,BLACK,Galena Chrysler,888-678-9662 888-713-6429,Automatic,All Wheel Drive
2014 Mercedes-Benz GL-Class 4MATIC 4dr GL 450: 4.6L-NAV-MOON-TV-DVD-BENCH-THIRD-REVERSE CAMERA-LEATHER-CD PLAYER-AWD,4JGDF7CE3EA306476,Mercedes-Benz,GL-Class,2014,,78590,Black,Gray,Lenz Sales & Service,920-922-8818,Automatic,All Wheel Drive
2009 Mercedes-Benz S-Class S 550 Sedan,WDDNG86X69A251140,Mercedes-Benz,S-Class,2009,20850,95751,Black,Savanna/Cashmere,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2014 Mercedes-Benz M-Class ML 350 4MATIC SUV V-6 cyl,4JGDA5HB2EA358506,Mercedes-Benz,M-Class,2014,30000,44153,Cinnabar Red Metallic,ALMOND BEIGE,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive
2001 Mercedes-Benz M-Class ML55 AMG,4JGAB74E01A252500,Mercedes-Benz,M-Class,2001,4995,155401,SILVER,Leather,Brown Deer Sales,414-365-1455,Automatic,All Wheel Drive
2007 Mercedes-Benz CLS-Class CLS550 4-Door Coupe,WDDDJ72X87A102240,Mercedes-Benz,CLS-Class,2007,19995,31487,WHITE,Select,Brown Deer Sales,414-365-1455,Automatic,Rear Wheel Drive
2004 Mercedes-Benz CL-Class CL500,WDBPJ75J24A039774,Mercedes-Benz,CL-Class,2004,8995,93404,SILVER,,Brown Deer Sales,414-365-1455,Automatic,Rear Wheel Drive
Used 2014 Mercedes-Benz GLK-Class GLK 350 4MATIC,WDCGG8JB1EG310224,Mercedes-Benz,GLK-Class,2014,26995,36131,Black,Black,Griffin Chevrolet,(414) 434-5000,Automatic,All Wheel Drive
Used 2014 Mercedes-Benz C-Class C 300 4MATIC Sport Sedan,WDDGF8AB9ER310538,Mercedes-Benz,C-Class,2014,21995,39293,White,Black,Griffin Chevrolet,(414) 434-5000,Automatic,All Wheel Drive
2001 Mercedes-Benz C-Class C320,WDBRF64J91F077202,Mercedes-Benz,C-Class,2001,5499,93582,,,Car King,,Automatic,Rear Wheel Drive
2007 MERCEDES-BENZ R-CLASS 3.5L 6V AWD 7-SPEED AUTOMATIC),4JGCB65EX7A056722,Mercedes-Benz,R-Class,2007,9995,74442,ALABASTER WHITE,MACADAMIA,Classic Motorcars,866-541-6288,Automatic,All Wheel Drive
2007 MERCEDES-BENZ GL-CLASS GL450 4.7L 8V AWD 7-speed AUTOMATIC,4JGBF71E57A208806,Mercedes-Benz,GL-Class,2007,10995,94253,DESERT SILVER METALLIC,MACADAMIA,Classic Motorcars,866-541-6288,Automatic,All Wheel Drive
2005 MERCEDES-BENZ E-CLASS 3.2L 6V AWD 5-SPEED AUTOMATIC),WDBUF82J95X178717,Mercedes-Benz,E-Class,2005,8995,59845,PLATINUM BLUE METALLIC,CHARCOAL,Classic Motorcars,866-541-6288,Automatic,All Wheel Drive
2014 MERCEDES-BENZ CLA-CLASS 2L 4INLINE 2WD 7-SPEED AUTOMATED_MANUAL),WDDSJ4EB7EN049316,Mercedes-Benz,CLA-Class,2014,17995,45061,UNIVERSE BLUE METALLIC,BROWN,Classic Motorcars,866-541-6288,Automated Manual,Front Wheel Drive
2012 MERCEDES-BENZ C-CLASS C300 SPORT 4MATIC 3L 6V AWD 7-speed AUTOMATIC,WDDGF8BB0CR191371,Mercedes-Benz,C-Class,2012,15995,56428,BLACK,ALMOND/BEIGE,Classic Motorcars,866-541-6288,Automatic,All Wheel Drive
2013 Mercedes-Benz E 350 L Sedan V6,WDDHF8JB6DA735278,Mercedes-Benz,E-Class,2013,19290,52467,Gray,,"Bull Valley Ford-mercury, Inc.",800-351-8074,Automatic,All Wheel Drive
2012 MERCEDES-BENZ SPRINTER 2500 CARGO,WD3PE7CC9C5637033,Mercedes-Benz,Sprinter,2012,14999,134564,BLUE,BLACK,GA Auto Inc,(847) 603-2353,Automatic,Rear Wheel Drive
2011 MERCEDES-BENZ SPRINTER 3500 CARGO BOX VAN,WDAPF3CC1B9473847,Mercedes-Benz,Sprinter,2011,15999,150034,BLUE,GRAY,GA Auto Inc,(847) 603-2353,,
2011 MERCEDES-BENZ SPRINTER 3500 CHASSIS AND CAB,WDAPF3CC7B9484772,Mercedes-Benz,Sprinter,2011,17795,129715,BLUE,GRAY,GA Auto Inc,(847) 603-2353,,
2007 Mercedes-Benz E350 3.5L,WDBUF87X87X223002,Mercedes-Benz,E-Class,2007,8999,101370,,,Pop's Pre-Owned Vehicles,414-573-3552,Automatic,All Wheel Drive
2011 Mercedes-Benz C-CLASS C300 4MATIC,WDDGF8BB8BR141820,Mercedes-Benz,C-Class,2011,11999,108703,,,Pop's Pre-Owned Vehicles,414-573-3552,Automatic,All Wheel Drive
Used 2014 Mercedes-Benz E-Class E 350 4MATIC Luxury Sedan,WDDHF8JB2EA821205,Mercedes-Benz,E-Class,2014,26798,50841,Obsidian Black Metallic,Black,Holiday Automotive,(877) 860-9048,Automatic,All Wheel Drive
Used 2013 Mercedes-Benz E-Class E 350 4MATIC Sport Sedan,WDDHF8JBXDA738779,Mercedes-Benz,E-Class,2013,16798,108660,Black,Almond/black,Holiday Automotive,(877) 860-9048,Automatic,All Wheel Drive
2014 Mercedes-Benz E 350 E350 4Matic,WDDHF8JB6EA921596,Mercedes-Benz,E-Class,2014,29995,77403,Iridium Silver Metallic,Black w/MB-Tex Upholstery,Boucher Volkswagen of Franklin,866-301-0104 866-571-8206,Automatic,All Wheel Drive
2014 Mercedes-Benz C 250 Sport,WDDGF4HB0ER320003,Mercedes-Benz,C-Class,2014,18352,36581,Lunar Blue Metallic,Black,Nationwide Auto Sales,414-875-8931,Automatic,Rear Wheel Drive
2014 Mercedes-Benz M-Class ML 550 SUV,4JGDA7DB2EA364226,Mercedes-Benz,M-Class,2014,34000,37645,White,TAN,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2011 Mercedes-Benz GL-Class GL 350 BlueTEC 4MATIC SUV,4JGBF2FE9BA732481,Mercedes-Benz,GL-Class,2011,19680,99010,Black,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2014 Mercedes-Benz M-Class ML 350 4MATIC SUV,4JGDA5HB2EA278087,Mercedes-Benz,M-Class,2014,28542,47262,Obsidian Black Metallic,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2012 Mercedes-Benz GL-Class GL 350 BlueTEC 4MATIC SUV,4JGBF2FE1CA794300,Mercedes-Benz,GL-Class,2012,20888,90651,Steel Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2007 Mercedes-Benz GL-Class Base SUV,4JGBF71E27A129173,Mercedes-Benz,GL-Class,2007,6888,201804,Black,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2006 Mercedes-Benz E-Class Base Sedan,WDBUF26J46A884537,Mercedes-Benz,E-Class,2006,8297,162612,Platinum Blue Metallic,CHARCOAL,Concours BMW,888-258-1784 888-258-6303,Automatic,Rear Wheel Drive
Used 2014 Mercedes-Benz GLK-Class GLK 350 4MATIC,WDCGG8JB3EG289120,Mercedes-Benz,GLK-Class,2014,23994,28493,,Black,Infiniti INTERNATIONAL INFINITI NORTH SHORE,877-549-8748,Automatic,All Wheel Drive
Pre-Owned 2007 Mercedes-Benz S-Class S 550 Stock:JM001094A,WDDNG71X97A027133,Mercedes-Benz,S-Class,2007,,,,,Volkswagen of Milwaukee North,888-336-6441,Automatic,Rear Wheel Drive
2017 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB7HU215112,Mercedes-Benz,C-Class,2017,46035,4878,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz M-Class ML 350 SUV,4JGDA5HB8FA581425,Mercedes-Benz,M-Class,2015,33472,43473,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2013 Mercedes-Benz SL-Class SL 550 Convertible,WDDJK7DA9DF008861,Mercedes-Benz,SL-Class,2013,46944,30892,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,Rear Wheel Drive
2016 Mercedes-Benz SL-Class SL 550 Convertible,WDDJK7DA4GF038855,Mercedes-Benz,SL-Class,2016,75838,14394,Diamond White,BLACK,Umansky Motor Cars,877-650-2166,Automatic,Rear Wheel Drive
2016 Mercedes-Benz S-Class S 63 AMG Sedan,WDDUG7JB5GA212487,Mercedes-Benz,S-Class,2016,97204,41198,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz S-Class S 550 Sedan,WDDUG8FB5FA189399,Mercedes-Benz,S-Class,2015,63919,18068,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz S-Class S 550 Coupe,WDDXJ8FB8FA001201,Mercedes-Benz,S-Class,2015,82879,20810,Diamond White,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz S-Class S 550 Sedan,WDDUG8FB2FA159079,Mercedes-Benz,S-Class,2015,56640,40087,Palladium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz S-Class S 550 Sedan,WDDUG8FB2HA330352,Mercedes-Benz,S-Class,2017,98962,253,Obsidian Black Metallic,BLACK,Umansky Motor Cars,877-650-2166,,All Wheel Drive
2017 Mercedes-Benz S-Class S 550 Sedan,WDDUG8FB2HA333171,Mercedes-Benz,S-Class,2017,89936,7170,Black,BLACK,Umansky Motor Cars,877-650-2166,,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB0HA206992,Mercedes-Benz,E-Class,2017,57781,4387,Obsidian Black Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB1HA153560,Mercedes-Benz,E-Class,2017,51056,11025,Polar White,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB9HA023218,Mercedes-Benz,E-Class,2017,56499,4499,Black,MACCHIATO BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
