name,VIN,make,model,year,price,miles,Exterior Color,Interior Color,Seller Name,Seller Phone,Transmission,Drivetrain
2008 LEXUS LS 460 Base 4dr Sedan Sedan V8,JTHBL46F385066297,Lexus,LS 460,2008,15995,101811,Obsidian Black,BLACK LEATHER,Lidtke Motors Inc,(920) 887-1661,Automatic,Rear Wheel Drive
2014 LEXUS GX 460 Luxury AWD 4dr SUV SUV V8,JTJJM7FX4E5085065,Lexus,GX 460,2014,40495,32736,Black Onyx,BIEGE,Lidtke Motors Inc,(920) 887-1661,Automatic,4-Wheel Drive
Used 2008 Lexus RX 350 AWD,2T2HK31U68C088873,Lexus,RX 350,2008,14485,82170,Charcoal,Black,O'Towne Auto,(262) 567-1880,Automatic,All Wheel Drive
2016 LEXUS GS 350 Sedan V6 DOHC 24V,JTHCZ1BL1GA003458,Lexus,GS 350,2016,,12806,Black,CIRCUIT RED,Van Horn Ford of Oconomowoc,,Automatic,All Wheel Drive
2005 Lexus LS 430 RWD,JTHBN36F355028004,Lexus,LS 430,2005,12452,118205,Black Onyx,Black,JH Barkau & Sons Auto Sales,866-731-1116,Automatic,Rear Wheel Drive
2000 Lexus RX 300 FWD,JT6GF10U3Y0067684,Lexus,RX 300,2000,5952,176907,Burnished Gold Metallic,Ivory,JH Barkau & Sons Auto Sales,866-731-1116,Automatic,Front Wheel Drive
2008 Lexus LS 460,JTHBL46F285060345,Lexus,LS 460,2008,16856,80736,Noble Spinel Mica,Cashmere,Kunes Country Ford Lincoln,888-446-6028 888-439-7059,Automatic,Rear Wheel Drive
2008 Lexus RX 350,2T2HK31U98C078225,Lexus,RX 350,2008,15889,85689,,,Kunes Country Ford Lincoln,888-446-6028 888-439-7059,Automatic,All Wheel Drive
2015 Lexus IS 250,JTHCF1D26F5022267,Lexus,IS 250,2015,21635,65596,Beige,Parchment,Kunes Country Ford Lincoln,888-446-6028 888-439-7059,Automatic,All Wheel Drive
Used 2014 Lexus RX 350 AWD 4dr,2T2BK1BA3EC251120,Lexus,RX 350,2014,30950,47823,White,N/A,Kunes Country Chevrolet Cadillac,(262) 725-4971,Automatic,All Wheel Drive
Used 2014 Lexus ES 350 4dr Sdn,JTHBK1GGXE2096225,Lexus,ES 350,2014,27500,46414,Black,Parchment,Kunes Country Chevrolet Cadillac,(262) 725-4971,Automatic,Front Wheel Drive
Used 2013 Lexus ES 350 4dr Sdn,JTHBK1GG9D2074540,Lexus,ES 350,2013,21499,50893,Silver Lining Metallic,Black Heated Cooled,Kunes Country Chevrolet Cadillac,(262) 725-4971,Automatic,Front Wheel Drive
2009 Lexus RX 350 FWD,2T2GK31U59C074332,Lexus,RX 350,2009,15219,123682,White (White),Beige,Kunes Country Lincoln,(262) 728-5544,Automatic,Front Wheel Drive
2015 Lexus CT 200h,JTHKD5BH7F2221409,Lexus,CT 200h,2015,24158,24149,,,Kunes Country Chrysler Dodge Jeep Ram,888-551-0274,Automatic,Front Wheel Drive
2012 Lexus RX 350,2T2BK1BA2CC123013,Lexus,RX 350,2012,22095,96157,,,Kunes Country Chrysler Dodge Jeep Ram,888-551-0274,Automatic,All Wheel Drive
2006 Lexus IS 250,JTHCK262562002849,Lexus,IS 250,2006,,175503,Silver,,Kunes Country Chrysler Dodge Jeep Ram,888-551-0274,Automatic,All Wheel Drive
2014 Lexus CT 200h,JTHKD5BH1E2179446,Lexus,CT 200h,2014,20468,32828,White,Black,Kunes Country Chrysler Dodge Jeep Ram,(888) 551-0274,Automatic,Front Wheel Drive
2012 Lexus ES 350 Sedan,JTHBK1EG6C2485377,Lexus,ES 350,2012,15750,84639,PEARL WHITE,Leather,Champion Motorcars,888-744-1402,Automatic,Front Wheel Drive
Used 2013 Lexus ES 350,JTHBK1GG4D2081640,Lexus,ES 350,2013,20500,55626,Silver,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,Front Wheel Drive
Used 2015 Lexus ES 350,JTHBK1GG9F2164127,Lexus,ES 350,2015,31500,22051,White,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,Front Wheel Drive
Used 2015 Lexus RX 350,2T2BK1BAXFC324663,Lexus,RX 350,2015,35000,20616,Satin Cashmere Metallic,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,All Wheel Drive
Used 2006 Lexus IS 250 AWD,JTHCK262465002646,Lexus,IS 250,2006,10000,133629,Tungsten Pearl,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,All Wheel Drive
Used 2005 Lexus RX 330 AWD,2T2HA31U45C052629,Lexus,RX 330,2005,9750,154069,Savannah,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,All Wheel Drive
Used 2010 Lexus RX 350 AWD,2T2BK1BA2AC033793,Lexus,RX 350,2010,20000,46525,Gray,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,All Wheel Drive
Used 2011 Lexus IS 250,JTHCF5C27B5047228,Lexus,IS 250,2011,17000,60176,Gray,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,All Wheel Drive
Used 2014 Lexus ES 300h Hybrid,JTHBW1GGXE2042041,Lexus,ES 300h,2014,26500,49360,Black,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,Front Wheel Drive
Used 2011 Lexus ES 350,JTHBK1EG6B2422911,Lexus,ES 350,2011,14500,97500,Gray,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,Front Wheel Drive
Used 2013 Lexus ES 350 4dr Sdn,JTHBK1GG3D2023194,Lexus,ES 350,2013,14500,159827,Nebula Gray Pearl,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,Front Wheel Drive
Used 2006 Lexus GX 470 4WD,JTJBT20X960116408,Lexus,GX 470,2006,10000,200534,Blue,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,4-Wheel Drive
Used 2015 Lexus ES 350,JTHBK1GG3F2181084,Lexus,ES 350,2015,29500,16518,Black,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,Front Wheel Drive
Used 2014 Lexus GS 350,JTHCE1BL8E5027452,Lexus,GS 350,2014,28000,49912,White,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,All Wheel Drive
Used 2010 Lexus RX 350,2T2BK1BA0AC013820,Lexus,RX 350,2010,16500,111815,Black,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,All Wheel Drive
Used 2008 Lexus ES 350,JTHBJ46G482198470,Lexus,ES 350,2008,8000,191166,Black,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,Front Wheel Drive
Used 2017 Lexus RX 350 AWD,2T2BZMCA9HC081491,Lexus,RX 350,2017,48000,24710,Nebula,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,All Wheel Drive
Used 2017 Lexus RX 350 AWD,2T2BZMCA5HC086459,Lexus,RX 350,2017,47000,7522,Black,,Anderson Toyota Lexus,866-619-2362 866-913-8078,Automatic,All Wheel Drive
2015 LEXUS RX 350 All-wheel Drive,2T2BK1BA4FC257378,Lexus,RX 350,2015,,42680,0077 Starfire Pearl,,Lexus of Rockford,877-609-0095,Automatic,All Wheel Drive
2015 LEXUS RX 350 All-wheel Drive,2T2BK1BA9FC312729,Lexus,RX 350,2015,,20554,0077 Starfire Pearl,,Lexus of Rockford,877-609-0095,Automatic,All Wheel Drive
2015 LEXUS RC 350 All-wheel Drive,JTHSE5BC2F5004561,Lexus,RC 350,2015,,28301,01J7 Atomic Silver,,Lexus of Rockford,877-609-0095,Automatic,All Wheel Drive
2014 LEXUS IS 250 All-wheel Drive,JTHCF1D29E5001993,Lexus,IS 250,2014,24750,62095,White,,Lexus of Rockford,877-609-0095,Automatic,All Wheel Drive
2014 LEXUS ES 350 Front-wheel Drive,JTHBK1GGXE2138523,Lexus,ES 350,2014,,43675,0077 Starfire Pearl,,Lexus of Rockford,877-609-0095,Automatic,Front Wheel Drive
2017 LEXUS RX 350 SUV,2T2BZMCA8HC108941,Lexus,RX 350,2017,45500,6329,Silver,,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive
Used 2014 Lexus RX 350,2T2BK1BA2EC230095,Lexus,RX 350,2014,28900,41109,Silver Lining Metallic,Black W/semi Aniline Leather Seat Trim,Bocker Auto Group,815-235-2121,Automatic,All Wheel Drive
2004 LEXUS RX 330 Base AWD SUV,JTJHA31U040062651,Lexus,RX 330,2004,6422,212242,Neptune Blue Mica,,Sawicki Motor Sales,(888) 691-6989,Automatic,All Wheel Drive
Used 2015 Lexus NX Turbo AWD 4dr F Sport,JTJBARBZ6F2022911,Lexus,NX 200t,2015,34990,21570,Eminent White Pearl,Sport Rioja Red,MCGRATH CADILLAC,,Automatic,All Wheel Drive
Used 2014 Lexus RX 350 AWD 4dr,2T2BK1BA6EC248471,Lexus,RX 350,2014,26450,57915,Starfire Pearl,N/A,MCGRATH CADILLAC,,Automatic,All Wheel Drive
Used 2014 Lexus IS 350 4dr Sdn AWD,JTHCE1D23E5002060,Lexus,IS 350,2014,33999,37499,Nebula Gray Pearl,N/A,MCGRATH CADILLAC,,Automatic,All Wheel Drive
Used 2008 Lexus GX 470 4WD 4dr,JTJBT20X480160402,Lexus,GX 470,2008,14900,101360,Nautical Blue,N/A,MCGRATH CADILLAC,,Automatic,4-Wheel Drive
Used 2007 Lexus RX 350 AWD 4dr,2T2HK31UX7C013463,Lexus,RX 350,2007,10999,151802,Flint Mica,N/A,MCGRATH CADILLAC,,Automatic,All Wheel Drive
2010 LEXUS ES 350 Base Sedan,JTHBK1EG7A2357808,Lexus,ES 350,2010,14576,66802,Smoky Granite Mica,PARCHMENT,John Amato Ford,262-363-3085,Automatic,Front Wheel Drive
2015 LEXUS ES 350 Sedan,JTHBK1GG4F2190456,Lexus,ES 350,2015,22994,60090,Silver Lining Metallic,BLACK/GARNET,John Amato Ford,262-363-3085,Automatic,Front Wheel Drive
2014 LEXUS RX 350 SUV,2T2BK1BA3EC248685,Lexus,RX 350,2014,26276,57622,Claret Mica,BLACK,John Amato Ford,262-363-3085,Automatic,All Wheel Drive
2017 LEXUS LS 460 Sedan V-8 cyl,JTHCL5EF9H5028097,Lexus,LS 460,2017,,14848,,,Anderson's Rock River Ford,815-229-0510,Automatic,All Wheel Drive
Used 2014 Lexus ES 300h Hybrid,JTHBW1GG4E2062902,Lexus,ES 300h,2014,22589,46591,Starfire Pearl,Light Gray,Napleton Auto Group,815-398-0505,Automatic,Front Wheel Drive
Used 2007 Lexus RX 350,2T2HK31U67C043124,Lexus,RX 350,2007,9500,176250,,,Napleton Auto Group,815-398-0505,Automatic,All Wheel Drive
Used 2017 Lexus RX 350 AWD,2T2BZMCA7HC111684,Lexus,RX 350,2017,44995,3902,Atomic Silver,Black Leather With Espresso Walnut Trim,Napleton Cadillac,8779021636,Automatic,All Wheel Drive
Used 2012 Lexus IS 250 4dr Sport Sdn Auto AWD,JTHCF5C23C5058048,Lexus,IS 250,2012,14995,78870,White,N/A,Napleton Cadillac,8779021636,Automatic,All Wheel Drive
Used 2011 Lexus GX 460 4WD 4dr Premium,JTJJM7FX3B5019652,Lexus,GX 460,2011,21661,89215,Black Onyx,Black,Napleton Auto Group,815-398-0505,Automatic,4-Wheel Drive
Used 2014 Lexus IS 350,JTHCE1D23E5003242,Lexus,IS 350,2014,29700,29639,Starfire Pearl,Light Gray,Napleton Auto Group,815-398-0505,Automatic,All Wheel Drive
2015 Lexus RX 350 FWD,2T2ZK1BA0FC151878,Lexus,RX 350,2015,24490,34113,Garnet Red,Select,Lake Country Automotive,,Automatic,Front Wheel Drive
2002 LEXUS RX-300 4DR,JTJHF10U620245055,Lexus,RX 300,2002,6995,137819,GOLD,,Carlyle Auto Sales,,Automatic,All Wheel Drive
2004 LEXUS ES-330 4DR,JTHBA30G540018471,Lexus,ES 330,2004,6995,183511,SILVER,,Carlyle Auto Sales,,Automatic,Front Wheel Drive
Used 2016 Lexus RX 350,2T2BZMCA9GC015019,Lexus,RX 350,2016,40533,26299,Nightfall Mica,Black Nuluxe With Striated Black Trim,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,All Wheel Drive
Used 2017 Lexus ES 350,58ABK1GG1HU050331,Lexus,ES 350,2017,34410,15161,Nightfall Mica,Parchment,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,Front Wheel Drive
Used 2015 Lexus RC 350,JTHHE5BC5F5006301,Lexus,RC 350,2015,33998,12608,Starfire Pearl,Black Linear Leather Espresso Wedgewood Trim,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,Rear Wheel Drive
Used 2015 Lexus ES 350,JTHBK1GG9F2180361,Lexus,ES 350,2015,26998,25562,Obsidian,Parchment,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,Front Wheel Drive
Used 2015 Lexus ES 300h Hybrid,JTHBW1GG8F2077310,Lexus,ES 300h,2015,25432,45505,Atomic Silver,Black,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,Front Wheel Drive
Used 2013 Lexus ES 300h Hybrid,JTHBW1GG9D2021499,Lexus,ES 300h,2013,21299,57701,Obsidian,Parchment,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,Front Wheel Drive
Used 2015 Lexus ES 350 4dr Sdn,JTHBK1GG8F2151479,Lexus,ES 350,2015,25983,31717,Starfire Pearl,Parchment W/perforated Nuluxe Seat Trim Orange,Boucher Chevrolet,866-668-0615 866-590-9089,Automatic,Front Wheel Drive
Used 2015 Lexus ES 350 4dr Sdn,JTHBK1GG7F2203507,Lexus,ES 350,2015,24985,40810,Silver Lining Metallic,Black W/perforated Nuluxe Seat Trim Orange Leather,Boucher Chevrolet,866-668-0615 866-590-9089,Automatic,Front Wheel Drive
Used 2014 Lexus RX 350 AWD 4dr,2T2BK1BA6EC241908,Lexus,RX 350,2014,24500,65450,Nebula Gray Pearl,Black W/semi Aniline Leather Seat Trim,Boucher Chevrolet,866-668-0615 866-590-9089,Automatic,All Wheel Drive
Used 2008 Lexus ES 350 4dr Sedan,JTHBJ46GX82240575,Lexus,ES 350,2008,9993,109427,Black Sapphire,Cashmere W/perforated Semi Aniline Leather Seat,Boucher Chevrolet,866-668-0615 866-590-9089,Automatic,Front Wheel Drive
2016 LEXUS NX 200t 200t SUV,JTJBARBZ3G2048898,Lexus,NX 200t,2016,30997,32937,Silver Lining Metallic,BLACK,Boucher Nissan of Waukesha,877-917-4507,Automatic,All Wheel Drive
2014 LEXUS IS 250 250 Sedan,JTHCF1D27E5014239,Lexus,IS 250,2014,25899,35333,Nebula Gray Pearl,BLACK,Boucher Nissan of Waukesha,877-917-4507,Automatic,All Wheel Drive
2014 LEXUS ES 350 350 Sedan,JTHBK1GG0E2144928,Lexus,ES 350,2014,21499,30075,Obsidian,BLACK,Boucher Nissan of Waukesha,877-917-4507,Automatic,Front Wheel Drive
2016 LEXUS IS 350 4DR SDN IS 350 AW,JTHCE1D24G5011854,Lexus,IS 350,2016,,14589,Silver,,Wilde Chrysler Jeep Dodge Subaru,877-437-4505,Automatic,All Wheel Drive
2012 LEXUS RX 350 AWD,2T2BK1BA3CC122887,Lexus,RX 350,2012,,64156,Obsidian,PARCHMENT,Wilde Chrysler Jeep Dodge Subaru,877-437-4505,Automatic,All Wheel Drive
2010 LEXUS HS 250h Premium,JTHBB1BA4A2007634,Lexus,HS 250h,2010,,86304,Black Sapphire Pearl,PARCHMENT,Wilde Chrysler Jeep Dodge Subaru,877-437-4505,Automatic,Front Wheel Drive
2009 LEXUS ES 350 Near Milwaukee WI Sedan,JTHBJ46G092310165,Lexus,ES 350,2009,10800,117904,Black Sapphire Pearl,BLACK,Griffin Ford,(888) 450-7419,Automatic,Front Wheel Drive
2016 Lexus ES 350,58ABK1GG7GU015582,Lexus,ES 350,2016,31979,8927,Nightfall Mica,Flaxen,International Autos,414-543-3000,Automatic,Front Wheel Drive
2015 LEXUS RX 350 SUV,2T2BK1BA9FC323097,Lexus,RX 350,2015,19500,100322,Silver Lining,,Wilde Honda New & Used Cars,888-582-4889,Automatic,All Wheel Drive
2006 LEXUS GX 470 Base SUV,JTJBT20X260110868,Lexus,GX 470,2006,12786,165492,Black Onyx,,Wilde Honda New & Used Cars,888-582-4889,Automatic,4-Wheel Drive
2016 LEXUS IS 300 Sedan,JTHCM1D26G5002396,Lexus,IS 300,2016,29277,41133,Ultra White,,Wilde Honda New & Used Cars,888-582-4889,Automatic,All Wheel Drive
2016 LEXUS GX 460 w/ Navi & Moonroof SUV,JTJBM7FX4G5134949,Lexus,GX 460,2016,41500,21503,Nebula Gray Pearl,,Wilde Honda New & Used Cars,888-582-4889,Automatic,4-Wheel Drive
2013 LEXUS RX 450h Base SUV,JTJBC1BA1D2451120,Lexus,RX 450h,2013,23500,69988,Starfire Pearl,,Wilde Honda New & Used Cars,888-582-4889,Automatic,All Wheel Drive
2015 Lexus RX 350,2T2BK1BA7FC280654,Lexus,RX 350,2015,28998,29000,Gray,Black,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive
2015 Lexus RX 350 F-SPORT,2T2BK1BA4FC324609,Lexus,RX 350,2015,33998,18000,Gray,Black,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive
2015 Lexus RX 350 F-SPORT,2T2BK1BA9FC268473,Lexus,RX 350,2015,30998,39000,Gray,Brown,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive
2015 Lexus GX 460,JTJBM7FX8F5097760,Lexus,GX 460,2015,36998,37000,Red,Black,Carmax Waukesha,262-207-6249,Automatic,4-Wheel Drive
Pre-Owned 2014 Lexus ES 350 4dr Sdn,JTHBK1GG6E2112095,Lexus,ES 350,2014,22995,30116,OBSIDIAN,BLACK,Wilde Automotive Group,262-290-2181,Automatic,Front Wheel Drive
2015 Lexus GS 350,JTHCE1BL8FA001670,Lexus,GS 350,2015,31998,35000,Red,Black,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive
2015 Lexus RX 350,JTJBK1BA0F2476144,Lexus,RX 350,2015,26998,39000,Brown,Tan,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive
Used 2011 Lexus GX 460 4WD 4dr,JTJBM7FX9B5030451,Lexus,GX 460,2011,22177,109418,Claret Mica,Ecru,Boucher Buick GMC,(262) 649-9246,Automatic,4-Wheel Drive
Used 2015 Lexus RX 350 AWD 4dr,JTJBK1BA1F2477514,Lexus,RX 350,2015,25729,41329,Satin Cashmere Metallic,Saddle Tan W/leather Seat Trim Orange Semi Anilin,BOUCHER CADILLAC,(877) 205-7085,Automatic,All Wheel Drive
Used 2013 Lexus GS 350 4dr Sdn AWD,JTHCE1BL1D5003931,Lexus,GS 350,2013,22348,68544,Nebula Gray Pearl,Black W/leather Trimmed Seats,BOUCHER CADILLAC,(877) 205-7085,Automatic,All Wheel Drive
Pre-Owned 2009 Lexus GX 470 4DR SUV w/ Navi & Moonroof 4WD,JTJBT20X290179046,Lexus,GX 470,2009,14786,157880,,,Wilde Automotive Group,262-290-2181,Automatic,4-Wheel Drive
2009 LEXUS IS 250 Base,JTHCK262395032032,Lexus,IS 250,2009,12984,57092,Gray,GRAY,Jaguar Land Rover Volvo Waukesha,866-296-3008 877-287-8274,Automatic,All Wheel Drive
2012 LEXUS IS 250 AWD (A6) Sedan,JTHCF5C2XC5055244,Lexus,IS 250,2012,,77404,Obsidian,,International Alfa Romeo,,Automatic,All Wheel Drive
2015 LEXUS RX 350 350 SUV,JTJBK1BA5F2471067,Lexus,RX 350,2015,27994,53495,Fire Agate Pearl,Saddle Tan,International Alfa Romeo,,Automatic,All Wheel Drive
2015 LEXUS RX 350 SUV V6 DOHC Dual VVT-i 24V,2T2BK1BA7FC275518,Lexus,RX 350,2015,27000,51571,White,,Van Horn Ford Lomira,,Automatic,All Wheel Drive
2015LexusRX 350 AWD,2T2BK1BA7FC297440,Lexus,RX 350,2015,31989,27988,Stargazer Black,,Wheels by R.T.,,Automatic,All Wheel Drive
2014LexusES 350,JTHBK1GG3E2139707,Lexus,ES 350,2014,23989,32087,Obsidian,,Wheels by R.T.,,Automatic,Front Wheel Drive
2002 Lexus RX300 FWD 1 Owner 118k Miles,JTJGF10U520132550,Lexus,RX 300,2002,,,,,Dynamic Motors,,Automatic,Front Wheel Drive
2014 LEXUS LX 570,JTJHY7AX5E4159397,Lexus,LX 570,2014,54007,39982,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive
2016 LEXUS LX 570,JTJHY7AX0G4192519,Lexus,LX 570,2016,68000,39439,Atomic Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive
2015 LEXUS LS 460 L,JTHDL1EF9F5007289,Lexus,LS 460,2015,52400,32307,Black,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2016 LEXUS LS 460 L,JTHDL5EF5G5007735,Lexus,LS 460,2016,60000,22078,Black,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2012 LEXUS LS 460,JTHCL5EF4C5012950,Lexus,LS 460,2012,21500,121341,Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2014 LEXUS LS 460,JTHCL5EFXE5019968,Lexus,LS 460,2014,39000,41616,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2017 LEXUS LS 460,JTHCL5EF5H5027657,Lexus,LS 460,2017,69007,10775,Dark Blue,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2017 LEXUS LS 460,JTHCL5EF2H5029107,Lexus,LS 460,2017,68500,6986,Tan,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2014 LEXUS IS 350,JTHCE1D27E5002465,Lexus,IS 350,2014,24007,87104,Obsidian,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS IS 350 F Sport,JTHCE1D23F5006935,Lexus,IS 350,2015,31500,33182,Atomic Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS IS 350,JTHCE1D23F5008426,Lexus,IS 350,2015,31507,39245,Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2014 LEXUS IS 250,JTHCF1D22E5005206,Lexus,IS 250,2014,30000,2237,Black,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS IS 250,JTHCF1D22F5029801,Lexus,IS 250,2015,28707,36485,Black,RIOJA RED,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS IS 250,JTHCF1D26F5028683,Lexus,IS 250,2015,31000,6245,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS GX 460,JTJBM7FX8F5120003,Lexus,GX 460,2015,37500,33889,Starfire Pearl,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive
2015 LEXUS GX 460,JTJBM7FX7F5102642,Lexus,GX 460,2015,38507,36438,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive
2016 LEXUS GX 460,JTJBM7FXXG5141646,Lexus,GX 460,2016,43707,29408,Gray,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive
2017 LEXUS GX 460,JTJBM7FX3H5159388,Lexus,GX 460,2017,49000,10614,Starfire Pearl,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive
2017 LEXUS GS F,JTHBP1BL9HA002335,Lexus,GS F,2017,68000,6063,White,RED,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Rear Wheel Drive
2014 LEXUS GS 350 F Sport,JTHCE1BL3E5027987,Lexus,GS 350,2014,29300,40810,Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2007 LEXUS GS 350,JTHCE96SX70007834,Lexus,GS 350,2007,13500,117552,White,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS GS 350,JTHCE1BL7FA004446,Lexus,GS 350,2015,31000,40796,White,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2017 LEXUS GS 350,JTHCZ1BL1HA006085,Lexus,GS 350,2017,48500,13088,Blue,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2016 LEXUS GS 200t,JTHBA1BL6GA000932,Lexus,GS 200t,2016,27500,18922,White,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Rear Wheel Drive
2012 LEXUS ES 350,JTHBK1EG0C2479770,Lexus,ES 350,2012,18007,60226,Nebula,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive
2015 LEXUS ES 350,JTHBK1GG3F2186172,Lexus,ES 350,2015,28307,27505,Obsidian,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive
2015 LEXUS ES 350,JTHBK1GG3F2208543,Lexus,ES 350,2015,27500,23549,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive
2015 LEXUS ES 350,JTHBK1GG4F2161507,Lexus,ES 350,2015,23400,61049,Black,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive
2017 LEXUS ES 350,58ABK1GG0HU059604,Lexus,ES 350,2017,38000,8973,White Pearl,FLAXEN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive
2013 LEXUS ES 300h,JTHBW1GG2D2016466,Lexus,ES 300h,2013,24000,39966,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive
2015 LEXUS ES 300h,JTHBW1GGXF2091015,Lexus,ES 300h,2015,24200,60520,Red,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive
2017 LEXUS ES 300h,JTHBW1GG9H2154222,Lexus,ES 300h,2017,39007,13515,White,PARCHMENT,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive
2017 LEXUS ES 300h,JTHBW1GGXH2149532,Lexus,ES 300h,2017,39500,5135,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive
2018 LEXUS ES 300h,JTHBW1GG3J2172561,Lexus,ES 300h,2018,46007,9400,White,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,,4x2
2015 LEXUS CT 200h,JTHKD5BH5F2222851,Lexus,CT 200h,2015,22000,22430,Gray,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive
2010 LEXUS RX 450h,JTJBC1BA5A2403826,Lexus,RX 450h,2010,15007,131754,White,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2016 LEXUS RX 350 F Sport,2T2BZMCA3GC014125,Lexus,RX 350,2016,40500,60520,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
